AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
gen_99.csv,True,"[""S"", 30]",SelfPlay,1,True,11.333333333333332,NAN,NAN,NAN,"[[14.0, 14.0, 10.0, 13.0, 13.0, 12.0, 14.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [13.0, 14.0, 10.0, 12.0, 12.0, 14.0, 10.0, 12.0, 10.0, 13.0]]",[]
