AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
homoJHGSelfPlay.csv,True,"[""J"", 3]",SelfPlay,1,True,NAN,NAN,117.75543751974756,NAN,[],"[[112.69385685169755, 115.15908594522003, 109.525107389028, 125.67042381367142, 114.03349186645323, 109.27887940498005, 124.4099849916052, 118.162640698855, 117.9006362422054, 130.50079062559118], [128.01443851210587, 126.68518744815071, 100.72359700340948, 130.15802837659123, 121.85882988624482, 122.05387348791277, 107.75650990136248, 124.71788972868947, 109.36178642123187, 106.44371179994553]]"
