AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
homoJHGCatKiller.csv,True,"[""S"", 3]",SelfPlay,0,True,12.0,NAN,NAN,NAN,"[[12.0, 12.0, 12.0, 12.0, 13.0, 12.0, 12.0, 11.0, 11.0, 13.0], [15.0, 14.0, 13.0, 12.0, 12.0, 10.0, 10.0, 10.0, 12.0, 12.0]]",[]
