AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
mixedJHGSelfPlay.csv,True,"[""S"", 3]",SelfPlay,0,False,16.0,NAN,NAN,NAN,"[[20.0, 14.0, 16.0, 13.0, 17.0, 13.0, 18.0, 15.0, 18.0, 16.0], [15.0, 17.0, 12.0, 19.0, 19.0, 16.0, 14.0, 15.0, 18.0, 15.0]]",[]
