AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
homoSCselfPlayMFalse.csv,True,"[""J"", 3]",SelfPlay,1,True,NAN,NAN,105.69019074064707,NAN,[],"[[97.13223717448713, 105.55161367304726, 112.3036983050207, 105.8977835729566, 99.78091591826208, 98.62444543365666, 120.7104343022755, 127.4170940414165, 111.04461247469102, 87.64459712645507], [90.9193489978193, 99.78843199304787, 111.15970326419705, 109.85780916515043, 93.90953355216881, 107.23512340345201, 129.31601423521565, 117.83439002633955, 88.02860545174408, 99.64742270153782]]"
