AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
gen_99.csv,True,"[""J"", 30]",SelfPlay,0,False,NAN,NAN,176.72657039645327,NAN,[],"[[177.9562002435855, 175.57422955932526, 178.47197554957475, 134.41634956686462, 187.6861584103581, 221.69116169808294, 177.85256415950744, 147.036041704541, 160.05446994248962, 206.5191930545953], [178.6091751360271, 199.0960543812412, 263.9442211762749, 125.81575905301561, 140.69851987587708, 203.24358993774675, 168.51017019129733, 162.30599617656608, 167.28193877873153, 175.3576602774157], [191.75066515053638, 193.48509608167547, 149.1993670165878, 101.84781589764454, 208.31789800851243, 194.2524324675156, 222.41512390390665, 122.54160082374842, 162.8942841026025, 202.97139956775095]]"
