AgentType,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.7,True,12.400000000000002,NAN,150.1796305779208,NAN,"[[13.0, 10.0, 13.0, 12.0, 12.0, 12.0, 13.0, 10.0, 13.0, 12.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [14.0, 12.0, 16.0, 15.0, 14.0, 15.0, 12.0, 15.0, 12.0, 15.0], [12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0], [12.0, 13.0, 16.0, 13.0, 15.0, 14.0, 15.0, 16.0, 14.0, 12.0]]","[[137.45214988332003, 117.32273171879662, 151.95131782480888, 160.71957861359766, 157.08001203957724, 152.16618601697434, 168.97136573215377, 148.4424836050697, 160.4282205706354, 149.09621298642708], [141.5813086142579, 157.45287978407345, 157.4269475809512, 155.57412391598717, 150.2632437202302, 157.43826063954947, 123.3221444982746, 142.63029827864364, 163.86181095373334, 154.0792410056597], [155.55409319471985, 146.22882559890937, 161.95160545732227, 132.5173879064515, 159.31973134549426, 156.86411112419577, 152.02018604464484, 140.76955817481803, 148.39130005479987, 150.01346009000474], [155.9718635998441, 156.92779829112703, 135.03163729519343, 158.9466621615339, 153.12509089564654, 158.20216943775617, 125.42912945985944, 153.14578067210718, 148.71920569520543, 148.96115542232312], [167.6179359529006, 147.1585369439073, 155.5404851292476, 144.89517762225708, 162.65348200936361, 162.0000319544627, 157.69067369633433, 146.36809202663585, 117.380735210085, 142.3251084461665]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.8,True,10.4,NAN,149.69164070568888,NAN,"[[10.0, 12.0, 13.0, 12.0, 12.0, 12.0, 12.0, 13.0, 12.0, 12.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[[158.62041885331553, 158.23383960084414, 166.97624552411918, 149.97124882336453, 154.14136870762104, 134.3229584931898, 129.9478644072818, 155.30510841039376, 142.9494992782937, 153.1617068929371], [151.1958646435784, 161.84783569430147, 138.37095370616584, 157.5056829002396, 98.45353404666847, 151.49960774624148, 158.56948785946344, 159.1102110803948, 168.0097060945943, 159.06737521971283], [149.40815605527584, 148.59337676491242, 158.92241884689602, 166.80350913822008, 159.72698284719294, 150.66927251043597, 161.56114590987318, 159.48294884219067, 99.77183718839709, 148.69061088796633], [147.76157068122038, 147.97840546452133, 138.48312260155762, 146.16478033600677, 138.29404923753583, 161.30939477598423, 143.87208646917998, 168.40587157611935, 145.6502074870022, 148.58262567395386], [151.01110222414994, 156.90050126190806, 132.49301037136476, 150.77211922652214, 147.14023219694178, 146.81381772839663, 143.42289714121983, 132.93131490235015, 154.3967684029704, 171.3073805514561]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.9,True,11.599999999999998,NAN,150.03221041627856,NAN,"[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [12.0, 12.0, 13.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0], [12.0, 12.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 13.0, 10.0], [15.0, 16.0, 15.0, 15.0, 12.0, 12.0, 14.0, 12.0, 14.0, 15.0]]","[[147.68711990105024, 154.1608702059313, 150.11438828966982, 163.3491545802869, 155.42608430572844, 122.88615127290804, 148.12308458955792, 154.67068072714693, 151.1917169846608, 156.02100813442027], [159.8779975444673, 100.68775332362057, 162.8652578260208, 131.4788355672065, 156.2560621629521, 153.86663508485728, 147.89759324013917, 152.43536526834788, 174.02458161006243, 163.10753663795748], [159.82056010567388, 160.01000594783497, 163.1605690494393, 158.19744479878037, 145.56980118269308, 148.63414776013764, 143.63276304735638, 140.6983659276353, 140.68515415810884, 143.2214470137008], [142.55268731993388, 124.86185543304715, 158.88800996062557, 151.57040718734578, 167.22765665088872, 151.89697457766647, 147.92595724546806, 132.99210151466932, 158.1363375835545, 152.17013810101602], [146.50670794009332, 146.36119450492143, 156.04331242268123, 141.81778707262765, 133.12223760839427, 137.81951296462265, 160.40996079749883, 160.54005786888794, 170.3559001058529, 150.6535877057802]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,1.0,True,11.600000000000001,NAN,149.74603725750146,NAN,"[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [15.0, 14.0, 15.0, 14.0, 14.0, 14.0, 15.0, 12.0, 12.0, 15.0], [12.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 13.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [13.0, 12.0, 13.0, 12.0, 12.0, 13.0, 13.0, 10.0, 12.0, 10.0]]","[[158.43510730480543, 161.38625728895036, 139.50799914532448, 150.15171674843418, 155.5768701800851, 152.2636517151059, 138.41402410546937, 155.4206183225901, 150.88778422094938, 140.60765864697333], [124.03285480088802, 156.9706535996761, 156.49802068276634, 153.90884126563586, 156.35365303592954, 159.8132886282515, 148.4062601526134, 153.21868756893195, 139.0379984681402, 155.39000078852774], [162.34384290121412, 152.48682424876634, 162.68878633168222, 159.22627277360777, 154.24170531510774, 145.43098874909305, 159.24123923268274, 125.31911611926084, 150.8650079433483, 122.7938685756444], [157.09933005828364, 156.50913162196633, 158.05549053938137, 156.92696380390694, 154.41738160021566, 153.05020722875776, 164.9966471362981, 125.5256103484539, 131.0160675479705, 145.6167611162228], [163.15071866102272, 172.63229004339323, 132.57925151358444, 124.9527099090768, 159.50885294667876, 156.5971657522344, 165.71505299527303, 129.938085366239, 123.4633807224316, 154.6311651032274]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.0,False,14.0,NAN,149.95562622743154,NAN,"[[14.0, 12.0, 16.0, 13.0, 14.0, 14.0, 14.0, 15.0, 14.0, 14.0], [16.0, 15.0, 10.0, 15.0, 16.0, 15.0, 10.0, 10.0, 16.0, 17.0], [14.0, 15.0, 14.0, 14.0, 15.0, 12.0, 15.0, 15.0, 14.0, 12.0], [14.0, 15.0, 14.0, 15.0, 14.0, 12.0, 14.0, 14.0, 14.0, 14.0], [14.0, 14.0, 15.0, 15.0, 14.0, 12.0, 14.0, 15.0, 15.0, 12.0]]","[[159.40360895365404, 144.42461818313467, 124.88124889389034, 145.7654979137987, 167.02188397806336, 152.360518357847, 149.7985670877622, 147.26331499078864, 152.53527624607312, 160.17572438634843], [155.55456881290942, 164.98160871229425, 129.56532718885603, 148.98448840946094, 147.02698374004967, 137.59828571129245, 137.72245481968702, 122.73065091058733, 205.00902413704915, 138.30855247537534], [157.76077548995116, 163.00469626095935, 142.28604525965213, 154.86060913895065, 145.24182156151693, 150.34992075658903, 162.88617810891878, 120.59422087590971, 157.8333905830988, 148.81260095581408], [164.50956148543244, 132.32382269012965, 160.46237736337616, 155.28027964354507, 151.79789895648543, 149.84605226027494, 172.8838264724944, 147.0447265902426, 138.6665852443041, 130.8151282850758], [145.1221187891643, 152.32628933243933, 143.02814906065353, 190.12339368308255, 136.20547666526505, 135.41539996065055, 129.70388698605478, 185.1162081239367, 137.6837180679096, 144.68394881077697]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.1,False,14.0,NAN,150.33535470194857,NAN,"[[14.0, 14.0, 14.0, 14.0, 12.0, 14.0, 15.0, 15.0, 14.0, 14.0], [14.0, 14.0, 17.0, 16.0, 10.0, 14.0, 16.0, 12.0, 12.0, 15.0], [15.0, 14.0, 14.0, 16.0, 14.0, 12.0, 14.0, 14.0, 15.0, 12.0], [14.0, 14.0, 14.0, 15.0, 14.0, 12.0, 15.0, 14.0, 14.0, 14.0], [12.0, 15.0, 14.0, 13.0, 13.0, 17.0, 15.0, 12.0, 15.0, 14.0]]","[[159.99971389618864, 160.75315617355483, 137.75912252698865, 156.9842108120697, 156.75555432997143, 155.0551206681865, 154.79116482651253, 132.68298781914478, 141.32959736419767, 147.51963057454583], [159.54978113777545, 161.05791372335813, 150.29189694539204, 149.93017225400837, 118.19888786835756, 147.1876872630155, 158.69906087606293, 160.35776618037693, 141.81287313967928, 156.54421960333437], [155.26433137099596, 158.42279768662107, 141.90914720711876, 168.93105425128073, 157.29961167631816, 154.50031759859516, 164.8764495234053, 151.4199059203876, 109.64570693484389, 141.36093682179393], [154.0666100215715, 140.44220943861188, 153.19450942875136, 156.2157861318265, 151.0520237884125, 155.16416103198387, 158.74526966114337, 130.2245051745408, 150.7663301250524, 152.37529433009138], [126.12550005587862, 149.18625378573154, 148.9922809824132, 176.90499317056035, 174.68060114237954, 122.21291291784863, 137.44483336814739, 149.27798776146727, 135.73141122274205, 183.0734845841919]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.2,False,14.0,NAN,149.93583680327097,NAN,"[[15.0, 14.0, 15.0, 15.0, 12.0, 14.0, 15.0, 14.0, 14.0, 12.0], [13.0, 12.0, 17.0, 12.0, 15.0, 12.0, 15.0, 15.0, 15.0, 14.0], [12.0, 14.0, 13.0, 14.0, 15.0, 14.0, 16.0, 15.0, 15.0, 12.0], [15.0, 15.0, 12.0, 14.0, 15.0, 13.0, 13.0, 15.0, 13.0, 15.0], [16.0, 15.0, 13.0, 16.0, 16.0, 10.0, 16.0, 10.0, 14.0, 14.0]]","[[152.86845308542559, 163.29745969019888, 158.15503468515845, 156.44220260522877, 156.35549360868438, 151.29816430367157, 148.9176016301535, 144.3211771739991, 150.99249869776298, 120.98217351107724], [154.1322262336486, 131.97655437050827, 142.0523596202264, 162.4374445914525, 158.34246860905415, 140.99789073606982, 160.22693903269777, 148.82082568760848, 149.62386248813533, 155.01968762195938], [140.70462554045372, 163.3879781111989, 142.87615749043414, 154.1301480715288, 153.48615497297533, 137.99391678582455, 142.62334537516057, 170.26306818086115, 155.54590874661156, 142.61895571631183], [130.8792537145822, 154.79970574332276, 132.88184317268195, 153.08251291076604, 149.4613601463185, 138.54880799821876, 147.75251145669202, 157.5079332551853, 150.48695371319064, 166.8699220871489], [164.9430652588061, 157.91305858571502, 164.33419702410342, 130.69668715602046, 169.85116540344833, 108.98976178379793, 143.20656282888146, 141.2382813093852, 158.42033341255924, 164.0371462286435]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.3,False,14.0,NAN,149.9263602914859,NAN,"[[16.0, 12.0, 14.0, 14.0, 14.0, 12.0, 14.0, 16.0, 13.0, 15.0], [14.0, 16.0, 14.0, 14.0, 12.0, 15.0, 14.0, 14.0, 15.0, 12.0], [14.0, 15.0, 15.0, 14.0, 12.0, 12.0, 14.0, 15.0, 15.0, 14.0], [15.0, 14.0, 15.0, 12.0, 15.0, 14.0, 16.0, 14.0, 14.0, 11.0], [12.0, 15.0, 12.0, 15.0, 13.0, 15.0, 16.0, 12.0, 15.0, 15.0]]","[[162.33109553876815, 146.05482325564716, 139.63209781817153, 154.68189381970416, 152.75896921478483, 125.27910542132304, 157.8034315571765, 159.21159631290712, 148.81376161877304, 157.06348443410508], [140.86259861033358, 139.29482106848008, 146.50226340061687, 173.74165210353866, 130.22319640639512, 152.717439974957, 160.1900167234797, 148.64104876567077, 166.51525499178393, 144.4601384829558], [158.30448913267475, 171.3857064761569, 144.75531116506176, 155.29702408261812, 151.9767880768871, 141.0328493636183, 158.27487596948154, 158.1572216519934, 136.3649951962508, 128.08099787661783], [159.22625077966165, 136.4643136157053, 143.88243210166726, 158.15752760159276, 153.16788469203823, 161.5136071668001, 148.9793961969441, 148.75736585033488, 141.54794958018076, 150.4730792981909], [122.02930591272015, 152.30745296911851, 132.30710366258188, 153.7872751572102, 157.40663779171396, 157.59429319796095, 149.49613719467462, 149.311627472209, 155.68282991148348, 153.81659591057567]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.4,False,14.0,NAN,150.06180365970653,NAN,"[[15.0, 14.0, 15.0, 12.0, 14.0, 12.0, 14.0, 14.0, 15.0, 15.0], [15.0, 15.0, 14.0, 15.0, 14.0, 12.0, 13.0, 12.0, 15.0, 15.0], [14.0, 15.0, 13.0, 16.0, 14.0, 14.0, 15.0, 15.0, 12.0, 12.0], [15.0, 16.0, 14.0, 15.0, 14.0, 12.0, 12.0, 12.0, 15.0, 15.0], [15.0, 13.0, 12.0, 12.0, 15.0, 15.0, 15.0, 15.0, 14.0, 14.0]]","[[167.68898385150007, 154.88203908272732, 160.03013597977494, 145.0780308423056, 123.7744764519587, 156.2807797119117, 153.58905492092882, 137.14160922906194, 156.7034770782459, 148.4616718429456], [155.49111940298724, 149.60532505114048, 161.39742223299243, 151.69572218016077, 153.93351576690034, 113.75039834161552, 162.87068040883696, 141.7952638347083, 159.87787384241767, 153.2129379296009], [152.6502324321323, 169.96059450949133, 142.6202121141058, 163.71655098622807, 137.20322234260587, 149.2214817613624, 149.96569957825514, 125.77652146409866, 151.7087631223402, 160.8069806807408], [163.25934543650604, 141.22329066462729, 164.29039808449335, 141.15525043213052, 145.28033450099133, 135.44451245122826, 137.9151754995478, 137.19138917330918, 167.58281341200848, 157.91619273862477], [146.78827167639955, 158.7074647354423, 146.21032312657914, 142.59194592530181, 154.1124383279714, 135.23867317202462, 151.5945641849898, 146.3135757131728, 154.24049537744833, 165.14295137844707]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.5,False,14.0,NAN,150.36302589913606,NAN,"[[14.0, 16.0, 16.0, 14.0, 14.0, 10.0, 14.0, 14.0, 14.0, 14.0], [13.0, 11.0, 12.0, 14.0, 15.0, 14.0, 16.0, 15.0, 14.0, 16.0], [14.0, 15.0, 14.0, 14.0, 15.0, 13.0, 15.0, 12.0, 16.0, 12.0], [13.0, 11.0, 12.0, 17.0, 15.0, 16.0, 12.0, 15.0, 15.0, 14.0], [14.0, 14.0, 17.0, 14.0, 14.0, 15.0, 16.0, 12.0, 12.0, 12.0]]","[[160.1778983785378, 151.4183244115257, 142.70812509179228, 161.51453299098574, 153.39128397050135, 150.2226064844456, 155.9314633823827, 167.0985785394233, 108.08729072716325, 153.0801550146028], [156.78565252884374, 163.9318641765121, 115.71047262589198, 156.60298733736067, 158.50908572842368, 154.94303520928003, 158.64495350608826, 134.91078900495359, 142.95876323954988, 160.6326556344565], [146.94506264509042, 152.17714935745082, 160.56735828106397, 159.84043135781906, 163.15183410180265, 160.71607870761434, 160.70304273439328, 137.77427899014188, 153.78615816638813, 107.968864649596], [138.61989630543692, 139.1622519292897, 155.08584823487246, 150.35401212786326, 158.5138646274837, 164.14344727274695, 144.95140864559744, 142.26177631122673, 155.06296653478933, 155.474787002054], [152.93750445084882, 170.74822021683195, 109.83282387028503, 161.2201030840335, 158.297522601774, 148.86319250836857, 168.39520021657222, 136.59633238695125, 164.75286958198748, 131.98649007370773]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.6,False,14.0,NAN,150.10811715617712,NAN,"[[14.0, 14.0, 15.0, 14.0, 14.0, 12.0, 15.0, 14.0, 14.0, 14.0], [13.0, 15.0, 15.0, 15.0, 14.0, 12.0, 12.0, 15.0, 15.0, 14.0], [14.0, 14.0, 15.0, 15.0, 12.0, 12.0, 15.0, 14.0, 14.0, 15.0], [16.0, 12.0, 15.0, 14.0, 13.0, 14.0, 15.0, 13.0, 14.0, 14.0], [13.0, 13.0, 14.0, 13.0, 15.0, 14.0, 14.0, 18.0, 14.0, 12.0]]","[[160.14239107124408, 154.38706245944343, 148.12313494644872, 152.16370615419964, 137.43442151841032, 152.39650803179393, 152.60927202595482, 142.70211477367985, 152.6563242120576, 151.01532379812826], [106.78546737722492, 161.06274135682443, 160.05566076143225, 155.14164951005668, 151.8889842656339, 161.6284197298115, 133.50074722763452, 157.26604711611537, 155.9277519393983, 160.37278970722863], [160.6588200755327, 120.50585352420602, 163.26276396983346, 151.19981685422897, 147.00422448393553, 139.14600415456985, 166.12190868934977, 160.15425832676812, 147.18804560194266, 148.38856331099342], [154.35090829109132, 119.37311071714852, 151.5859062420438, 143.23421113650295, 156.14079340801428, 155.52163430835105, 167.62456914580764, 144.90242064241568, 151.0367900068507, 159.85991509313465], [146.28737660302676, 142.21940403446814, 146.98595714612264, 133.34398363572438, 163.43692596559794, 129.3197749664453, 136.43302605569383, 176.2723699670176, 171.2943203803414, 145.29168308897576]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.7,False,14.0,NAN,150.27550488640708,NAN,"[[15.0, 14.0, 15.0, 12.0, 15.0, 15.0, 13.0, 12.0, 14.0, 15.0], [15.0, 14.0, 14.0, 15.0, 14.0, 14.0, 14.0, 14.0, 14.0, 12.0], [15.0, 16.0, 10.0, 16.0, 15.0, 16.0, 15.0, 10.0, 15.0, 12.0], [15.0, 15.0, 14.0, 14.0, 12.0, 12.0, 14.0, 16.0, 14.0, 14.0], [12.0, 15.0, 13.0, 15.0, 14.0, 15.0, 15.0, 15.0, 14.0, 12.0]]","[[161.30410962317063, 155.97036679426316, 156.34203247589267, 116.8864952589919, 156.27568380324183, 164.2533870818885, 148.24206534173618, 132.24906150903905, 165.49745989024356, 146.60959721289325], [157.5629142090821, 152.335032159214, 156.70414137249546, 153.78893594069984, 155.32412747742117, 133.64971673788034, 156.9614991178213, 160.57828993444346, 128.21277724439997, 148.51282479790308], [160.59221808323773, 147.63060115605873, 123.81006043253102, 157.41970645884658, 159.0454514861273, 173.0060342851978, 155.11881942366884, 129.97412109965313, 144.93497243006925, 152.09827413597037], [158.34350746275575, 149.6582030727827, 137.7532646210309, 150.49131986354968, 156.0531895301201, 137.98342742686083, 156.92171834576092, 150.22452445949182, 151.70536639264085, 151.89900505891234], [143.44111136867232, 160.3786547471762, 135.49465706888628, 154.75878902955705, 157.69110898814918, 166.04993740950974, 150.00885918228795, 137.13729552888594, 150.72734696074107, 146.16318082849952]]"
homoSelfPlay.csv,"[4, 3]",SelfPlay,0.8,False,14.0,NAN,149.90775767046713,NAN,"[[12.0, 14.0, 15.0, 15.0, 14.0, 12.0, 15.0, 15.0, 14.0, 14.0], [14.0, 14.0, 16.0, 16.0, 14.0, 10.0, 14.0, 14.0, 14.0, 14.0], [15.0, 14.0, 14.0, 14.0, 12.0, 14.0, 14.0, 14.0, 14.0, 15.0], [12.0, 12.0, 18.0, 16.0, 14.0, 12.0, 15.0, 11.0, 16.0, 14.0], [12.0, 16.0, 16.0, 12.0, 16.0, 16.0, 16.0, 10.0, 10.0, 16.0]]","[[143.47492532070575, 122.9146395062597, 155.7969086440705, 159.93301237172955, 150.0651258816084, 162.54346493209871, 159.49009167787227, 161.20061210581025, 140.1209633563099, 147.2012456743762], [153.8495328757091, 121.478931296217, 155.82556223164866, 151.73628448134022, 162.22266417391745, 150.2374051148492, 152.46516639785622, 154.40919837113393, 151.33449529403794, 150.0710187546509], [122.65163039380616, 153.27833209968594, 155.71054244761686, 157.43320504921707, 145.02013205617766, 156.98870118646337, 159.01547484194126, 153.6360516257647, 154.22132227725575, 145.6748670134318], [145.11474504898953, 150.6302074646412, 149.47288970296168, 148.5559647762762, 178.23829731579409, 144.80856121660648, 158.59207668272785, 126.51514184556495, 136.8948584597004, 164.80751647809822], [140.01014301585633, 168.79633000971674, 163.1363572469868, 134.55184155200163, 140.76873950956295, 166.17107534589158, 140.73000710868718, 130.00255002361064, 147.57308075225393, 150.0159925138667]]"
