genes_27_53_83_78_82_71_52_43_70_8_59_74_3_7_73_7_20_16_43_22_50_62_71_56_84_48_75_36_64_85_25_74_68,8,0.0,0.0,0.0,316.7995
genes_51_53_74_80_93_71_64_78_70_6_4_67_24_3_73_7_20_22_43_22_18_15_81_52_33_54_75_47_97_4_25_72_68,8,0.0,0.0,0.0,244.2961
genes_31_52_0_78_93_72_53_43_10_13_59_75_17_57_73_11_19_17_71_38_9_62_80_35_14_28_75_34_97_85_27_74_69,8,0.0,0.0,0.0,136.8092
genes_36_0_83_76_94_74_48_60_10_7_59_69_22_57_73_17_18_21_37_76_46_95_75_56_84_27_75_34_64_84_32_74_66,8,0.0,0.0,0.0,78.1562
genes_51_53_57_80_86_26_48_43_70_6_7_75_24_3_73_7_87_21_83_22_9_93_81_52_37_54_75_49_10_62_24_74_68,8,0.0,0.0,0.0,236.7996
genes_51_53_57_80_86_71_45_43_70_3_7_64_24_3_73_7_20_17_47_21_9_15_75_52_16_29_37_28_97_62_25_72_68,8,0.0,0.0,0.0,24.951
genes_32_49_74_78_91_72_45_43_56_13_4_67_24_57_76_95_21_17_83_22_9_62_27_52_37_23_77_43_93_85_34_74_69,8,0.0,0.0,0.0,249.8637
genes_51_53_57_72_93_71_52_83_56_2_7_75_22_3_62_7_20_17_43_76_50_95_70_52_84_54_37_34_100_62_34_72_73,8,0.0,0.0,0.0,29.4367
genes_34_53_83_77_86_74_48_79_10_6_59_75_24_3_73_17_18_16_43_22_9_15_75_52_33_54_37_36_97_62_25_74_68,8,0.0,0.0,0.0,150.3798
genes_51_51_57_78_91_72_64_43_8_6_7_75_24_60_77_11_21_11_83_38_9_62_75_47_32_23_37_34_97_85_25_74_69,8,0.0,0.0,0.0,140.2262
genes_32_0_83_2_93_74_52_79_70_2_7_75_22_98_73_7_18_16_43_76_46_15_75_56_79_52_32_34_64_84_32_72_68,8,0.0,0.0,0.0,270.9522
genes_51_49_74_77_91_72_53_43_47_13_7_67_15_60_77_11_11_12_83_38_9_62_75_35_37_23_39_30_93_82_25_77_69,8,0.0,0.0,0.0,257.6098
genes_32_53_57_77_86_78_64_79_10_2_59_69_24_3_73_17_20_16_42_76_46_15_77_52_84_54_75_36_97_62_32_72_68,8,0.0,0.0,0.0,129.1583
genes_74_58_75_77_86_71_64_43_70_9_7_75_24_35_73_7_20_16_43_22_9_15_81_50_33_54_37_36_97_62_28_72_69,8,0.0,0.0,0.0,246.4994
genes_32_0_83_78_91_72_48_79_10_2_59_67_22_6_77_17_11_21_84_76_9_94_75_35_37_23_75_29_93_19_25_74_69,8,0.0,0.0,0.0,172.2099
genes_51_53_74_77_91_72_64_43_10_6_7_67_24_60_73_11_11_12_43_22_9_62_75_35_33_23_37_36_97_85_25_75_68,8,0.0,0.0,0.0,141.0754
genes_51_0_83_78_93_72_48_79_10_13_7_67_22_6_68_14_11_81_84_38_46_62_60_56_37_23_40_32_95_84_32_74_66,8,0.0,0.0,0.0,62.008
genes_51_55_57_77_86_71_64_43_70_6_7_75_24_3_73_7_20_16_43_22_9_15_81_52_33_54_40_36_97_62_25_72_68,8,0.0,0.0,0.0,240.8567
genes_51_53_74_78_86_72_48_46_70_13_7_75_18_60_77_11_8_16_48_22_9_62_81_52_41_23_37_36_93_62_25_72_69,8,0.0,0.0,0.0,267.0135
genes_51_0_83_76_86_71_64_43_12_6_7_69_24_6_73_17_18_16_84_22_9_95_78_54_33_48_37_34_64_84_25_74_68,8,0.0,0.0,0.0,144.0578
genes_51_53_74_77_91_72_64_30_70_6_7_67_17_3_77_7_20_15_43_38_9_15_75_35_33_23_37_36_97_85_25_72_69,8,0.0,0.0,0.0,272.6839
genes_51_2_57_77_93_71_48_79_10_6_59_75_24_3_73_6_20_26_84_76_6_15_75_52_33_52_75_36_97_84_32_72_68,8,0.0,0.0,0.0,160.2994
genes_32_0_83_76_93_77_48_79_10_2_59_69_22_6_74_17_18_21_84_76_46_95_75_56_84_52_76_34_64_84_32_74_66,8,0.0,0.0,0.0,168.2472
genes_51_53_57_78_86_71_64_43_10_6_7_75_17_60_82_7_20_17_43_22_9_62_75_52_2_54_37_36_96_62_22_72_69,8,0.0,0.0,0.0,107.6081
genes_32_0_57_76_93_71_64_79_10_89_59_69_22_3_73_7_18_20_84_76_9_15_67_56_33_52_82_34_97_84_25_74_66,8,0.0,0.0,0.0,101.1231
genes_14_49_74_78_91_74_48_43_6_13_7_67_17_60_74_11_11_12_83_38_9_62_75_35_35_24_37_34_93_85_25_74_69,8,0.0,0.0,0.0,118.0725
genes_32_5_74_78_91_74_48_79_10_2_7_67_17_60_73_8_18_98_83_74_46_62_75_35_79_23_75_34_64_85_32_74_66,8,0.0,0.0,0.0,159.1692
genes_51_53_57_77_86_71_69_43_70_6_7_75_24_3_73_7_20_16_43_22_9_15_81_52_33_51_37_36_97_60_25_72_68,8,0.0,0.0,0.0,240.2246
