genes_15_37_75_6_10_69_18_14_53_78_96_73_0_91_22_60_92_23_22_50_67_86_58_37_20_89_51_25_15_12_0_57_96,2,0.025,[40.0755],0.0,0.0
genes_100_100_77_7_6_26_11_90_46_76_5_96_0_42_92_77_83_15_71_91_86_47_14_62_9_92_42_11_34_55_0_64_95,3,0.0192,[28.4019],0.0,0.0
genes_36_3_45_15_8_73_27_25_17_78_83_73_0_42_26_41_92_24_27_65_22_48_14_59_43_80_39_18_82_68_3_75_72,3,0.0047,[22.204],0.0,0.0
genes_23_34_65_83_10_29_49_74_55_82_0_73_0_46_100_56_98_85_44_52_68_82_17_66_44_19_95_19_39_41_8_57_91,4,0.0062,[21.1676],0.0,0.0
genes_8_40_85_4_72_69_100_90_51_77_2_60_0_72_97_80_98_72_74_28_70_46_67_59_5_59_23_26_15_64_26_39_13,4,0.0082,[21.1424],0.0,0.0
genes_23_39_1_29_7_68_8_5_2_53_8_22_0_94_96_23_92_33_44_66_16_28_14_35_20_80_95_64_99_57_3_75_73,4,0.0062,[20.04],0.0,0.0
genes_100_3_75_83_10_27_25_73_21_73_86_92_0_43_63_41_87_52_71_52_79_62_14_27_12_77_92_0_13_76_0_74_92,5,0.004,[18.2766],0.0,0.0
genes_23_100_77_20_7_90_100_36_9_78_5_92_0_89_96_61_83_15_50_43_16_85_14_61_49_80_39_11_9_86_27_74_69,5,0.004,[18.2423],0.0,0.0
genes_15_34_51_80_6_69_96_14_58_52_20_73_0_74_49_60_87_33_44_52_73_80_61_61_1_78_96_27_91_60_3_65_38,5,0.0078,[17.8316],0.0,0.0
genes_17_28_47_29_0_43_37_67_29_0_3_72_0_63_85_45_16_56_74_15_69_82_14_55_43_94_44_53_35_92_1_39_84,5,0.004,[17.7856],0.0,0.0
genes_30_31_90_83_3_66_92_17_22_20_23_11_0_77_68_76_98_71_100_54_77_64_26_30_0_60_68_64_15_63_96_57_42,5,0.004,[17.6439],0.0,0.0
genes_11_30_49_9_6_46_30_92_25_84_15_88_0_91_85_35_35_66_25_68_54_86_14_50_5_60_34_23_93_40_5_8_78,5,0.004,[17.1211],0.0,0.0
genes_21_49_37_80_7_73_22_74_21_82_86_19_0_70_91_40_92_33_25_26_66_62_14_55_5_82_39_26_28_43_94_55_73,5,0.004,[16.0323],0.0,0.0
genes_32_3_5_12_8_73_94_74_27_78_9_82_0_37_83_36_91_24_31_64_19_48_67_37_44_96_23_18_36_68_3_73_72,6,0.0069,[15.0041],0.0,0.0
genes_10_30_49_17_25_35_97_17_9_40_5_76_0_76_100_60_3_68_37_73_28_50_55_59_14_84_23_66_25_68_94_64_92,5,0.0057,[14.8117],0.0,0.0
genes_19_30_42_2_7_46_4_71_5_85_3_29_0_74_16_100_89_19_44_39_76_80_70_61_1_82_96_29_23_92_0_65_95,6,0.0028,[14.7699],0.0,0.0
genes_11_30_51_83_10_29_78_4_13_21_5_75_0_97_67_45_100_54_25_52_67_51_84_59_4_19_45_64_11_39_8_57_88,5,0.004,[14.1009],0.0,0.0
genes_100_31_51_29_0_43_22_67_31_48_23_92_0_80_63_45_98_54_100_54_65_62_17_42_43_82_28_25_35_40_8_57_84,6,0.0028,[14.0596],0.0,0.0
genes_16_37_14_9_6_75_0_36_10_84_4_85_0_65_95_35_92_66_71_68_68_86_59_28_51_80_81_1_61_40_0_63_78,6,0.0028,[13.8659],0.0,0.0
genes_21_38_99_80_6_30_22_74_29_41_83_83_0_70_89_40_18_91_28_24_63_85_27_30_5_82_90_98_18_48_94_55_45,6,0.0036,[13.743],0.0,0.0
genes_18_39_14_15_6_91_11_13_25_76_0_89_0_81_95_91_89_73_71_26_8_62_59_30_5_82_23_1_61_54_26_64_95,6,0.0028,[13.7243],0.0,0.0
genes_10_27_11_75_45_46_30_92_25_78_15_92_0_65_69_60_87_84_48_54_50_62_82_50_71_22_34_23_96_60_6_10_11,6,0.0028,[13.4832],0.0,0.0
genes_30_30_5_9_10_72_92_26_18_20_4_15_0_77_19_23_48_82_49_66_18_64_95_28_44_60_44_72_44_91_79_39_76,6,0.0028,[13.3909],0.0,0.0
genes_31_34_77_83_10_46_25_13_29_64_4_52_0_76_24_23_94_19_49_66_18_50_14_59_48_80_96_18_36_91_7_86_73,6,0.0028,[13.3905],0.0,0.0
genes_23_3_57_5_6_35_4_24_54_73_0_33_0_85_91_77_93_32_72_74_86_31_14_42_12_93_92_25_15_42_18_65_78,7,0.002,[13.1896],0.0,0.0
genes_100_30_42_2_7_65_96_73_5_82_3_33_0_63_90_52_92_19_41_52_21_83_67_50_88_80_93_98_16_60_0_77_75,7,0.005,[13.124],0.0,0.0
genes_19_48_54_42_12_69_22_86_55_43_2_72_0_88_68_77_98_33_74_28_75_46_68_61_0_59_23_7_30_43_8_57_79,7,0.002,[12.6615],0.0,0.0
genes_19_34_98_18_5_46_22_71_55_52_0_71_0_74_91_100_89_34_20_63_67_77_67_61_5_82_96_27_27_60_2_67_38,7,0.002,[12.5189],0.0,0.0
genes_11_30_90_9_6_51_93_74_55_41_0_92_0_88_24_45_89_73_25_26_6_62_16_30_0_82_35_66_30_40_84_9_87,7,0.002,[12.3511],0.0,0.0
genes_21_31_52_40_10_31_93_4_46_20_86_73_0_47_68_45_89_18_25_26_67_63_75_30_0_19_45_64_30_40_94_57_78,6,0.0042,[12.1718],0.0,0.0
genes_23_3_51_5_6_35_23_71_7_52_5_33_0_85_98_96_87_71_30_52_76_80_61_61_12_82_96_1_42_42_18_74_38,6,0.001,[12.1371],0.0,0.0
genes_4_35_47_9_0_25_19_16_5_77_86_72_0_58_4_22_78_54_37_21_17_56_53_30_23_28_39_86_30_90_13_50_70,6,0.0028,[12.0615],0.0,0.0
genes_32_31_51_9_6_71_38_73_29_4_83_17_0_42_83_58_92_91_27_78_50_85_14_28_44_82_66_86_39_37_35_31_70,7,0.002,[11.9978],0.0,0.0
genes_32_60_47_9_7_73_78_74_29_5_81_15_0_73_29_34_92_15_74_15_19_59_84_59_47_63_28_30_39_92_80_89_70,6,0.0028,[11.4823],0.0,0.0
genes_11_26_51_17_9_22_57_90_42_40_5_29_0_93_91_76_100_88_37_75_76_50_15_27_18_89_23_66_25_55_0_81_18,7,0.002,[11.4736],0.0,0.0
