genes_81_74_57_56_71_96_61_8_40_88_73_70_6_40_46_40_44_16_52_36_69_81_89_0_41_72_94_56_44_50_24_0_42_69_49_94_54_17_60_34_36_34_45_80_20_54_100_80_70_49_46_18_50_82_12_52_34_90_16_51_83_13_68_42_74_52_18_22_58_66_18_38_91_70_2_34_22_38_52_99_23_84_0_77_0_33_1_58_79_26_85_31_67_63_16_97_61_57_2,10,0.1,15.3
genes_72_17_54_59_74_52_64_64_42_79_73_72_8_44_84_38_48_30_56_56_73_79_69_0_23_70_99_56_45_48_24_0_32_8_49_95_51_34_59_34_34_15_42_80_22_57_99_77_70_53_46_20_50_84_11_38_34_90_71_53_80_4_68_6_28_47_67_22_57_71_21_37_16_77_2_34_60_38_52_95_21_81_80_73_69_35_21_62_75_26_4_35_62_89_61_87_70_57_0,10,0.1,10.0
genes_78_69_47_56_73_71_64_12_46_88_73_70_5_47_46_41_44_16_59_56_52_81_89_4_37_77_94_56_44_51_24_5_42_3_49_95_54_17_61_35_36_16_45_80_22_54_100_63_70_49_50_23_50_82_12_52_34_95_16_51_83_18_68_6_28_45_16_22_18_66_18_37_91_77_2_34_22_38_52_95_23_88_89_77_71_33_24_58_79_26_82_31_67_63_16_98_61_57_2,10,0.1,10.0
genes_76_77_54_55_73_54_67_8_46_89_76_70_5_40_46_41_44_100_56_56_73_78_89_0_41_77_94_56_36_51_24_38_32_8_49_94_46_99_61_32_36_15_45_80_20_55_100_80_79_49_46_25_50_82_11_52_34_86_84_53_50_13_68_6_76_45_18_24_63_74_13_38_91_70_2_34_56_38_52_99_22_81_89_81_0_33_21_61_79_28_85_31_95_65_16_86_61_57_2,0,0.0,0.0
genes_71_14_54_59_74_52_65_8_42_75_73_72_8_40_84_95_46_30_56_56_73_94_65_0_23_70_99_56_45_45_20_0_34_8_49_95_50_35_55_37_34_19_47_78_22_57_99_77_67_53_46_20_48_81_11_37_34_90_71_51_83_82_70_6_28_47_67_22_57_71_21_37_19_77_2_34_59_27_52_70_24_81_80_73_69_35_21_62_75_74_85_31_62_81_59_4_6_57_0,0,0.0,0.0
genes_76_77_54_55_73_51_67_8_42_89_72_72_8_40_46_43_44_26_56_56_73_78_57_0_17_77_94_56_36_50_30_0_32_8_54_95_54_35_31_34_33_15_42_80_25_55_99_82_79_53_46_20_50_84_16_37_34_39_15_53_43_4_68_6_74_47_15_24_59_76_21_38_16_70_2_34_79_34_52_70_21_81_84_77_69_35_21_62_83_26_85_31_62_65_16_89_8_57_0,0,0.0,0.0
genes_71_17_54_59_74_54_64_8_46_75_71_73_7_44_84_95_48_11_56_56_73_80_57_0_23_70_99_56_40_50_18_0_31_12_49_95_51_15_54_34_39_15_47_78_22_56_100_77_73_53_47_16_52_84_11_38_34_90_15_51_45_83_70_8_74_45_67_22_56_71_16_35_12_49_2_53_54_27_51_70_22_81_80_73_8_33_69_62_79_29_7_31_95_88_59_93_6_57_0,0,0.0,0.0
genes_84_68_54_56_78_96_59_26_46_89_70_72_5_40_46_43_44_22_56_56_73_16_55_72_82_77_94_56_39_51_23_5_54_8_49_95_54_99_59_34_33_16_45_80_20_55_100_77_79_49_46_23_48_82_11_55_34_90_15_53_83_4_68_6_28_45_14_29_58_53_18_38_91_73_0_34_30_41_52_8_41_81_62_74_20_33_49_62_79_76_39_31_97_83_58_86_3_57_0,0,0.0,0.0
genes_81_68_57_56_30_96_64_8_44_89_70_72_6_40_46_41_44_20_56_56_54_78_89_0_43_73_89_61_44_49_23_0_32_73_49_94_57_99_59_10_34_15_42_80_20_55_100_82_79_49_46_23_50_84_11_43_34_95_14_56_51_13_68_6_71_45_18_29_58_74_18_77_96_70_2_34_56_46_52_0_23_84_89_77_69_33_21_62_79_79_81_31_73_65_58_86_61_10_0,0,0.0,0.0
genes_81_17_57_56_73_52_64_8_46_75_76_72_8_44_84_41_44_16_58_56_73_79_89_0_23_70_94_56_45_48_24_5_34_8_49_97_51_99_61_34_34_36_45_80_20_55_100_80_79_49_46_23_50_82_11_38_34_90_71_53_50_13_68_6_28_47_18_22_56_71_21_38_91_81_2_34_56_27_52_95_22_81_80_72_70_33_69_62_82_70_85_28_62_65_16_4_70_52_0,0,0.0,0.0
