AgentType,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,0.7,False,61.375,76.25,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,0.8,True,13.0,13.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,0.8,False,60.5625,74.75,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,0.9,True,16.0,16.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,0.9,False,61.6875,75.75,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,1.0,True,15.0,15.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",2OldKitties,1.0,False,61.3125,74.5,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.0,True,19.0625,23.75,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.0,False,60.6875,76.75,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.1,True,16.875,17.5,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.1,False,57.9375,66.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.2,True,15.0,15.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.2,False,60.4375,85.25,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.3,True,20.625,22.5,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.3,False,62.75,83.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.4,True,19.75,21.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.4,False,61.8125,80.25,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.5,True,18.0,18.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.5,False,58.625,71.5,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.6,True,14.0,14.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.6,False,63.6875,78.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.7,True,13.5625,15.75,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.7,False,60.0,81.25,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.8,True,20.25,24.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.8,False,61.625,74.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.9,True,20.875,26.5,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,0.9,False,63.0,76.25,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,1.0,True,12.0,12.0,NAN,NAN
heterogenousCatKillers.csv,"['S', 30]",SelfPlay,1.0,False,61.3125,77.0,NAN,NAN
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.0,True,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.0,False,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.1,True,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.1,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.2,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.2,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.3,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.3,False,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.4,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.4,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.5,True,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.5,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.6,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.6,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.7,True,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.7,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.8,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.8,False,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.9,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,0.9,False,61.3125,77.0,12.951961332845087,86.13389983284833
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,1.0,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2NewKitties,1.0,False,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.0,True,61.3125,77.0,0.4998654615406656,88.7110124306367
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.0,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.1,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.1,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.2,True,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.2,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.3,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.3,False,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.4,True,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.4,False,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.5,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.5,False,61.3125,77.0,0.4998654615406656,88.7110124306367
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.6,True,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.6,False,61.3125,77.0,12.951961332845087,86.13389983284833
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.7,True,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.7,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.8,True,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.8,False,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.9,True,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,0.9,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,1.0,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",2OldKitties,1.0,False,61.3125,77.0,12.951961332845087,86.13389983284833
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.0,True,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.0,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.1,True,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.1,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.2,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.2,False,61.3125,77.0,12.951961332845087,86.13389983284833
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.3,True,61.3125,77.0,12.951961332845087,86.13389983284833
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.3,False,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.4,True,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.4,False,61.3125,77.0,13.12669142100604,86.36011657194365
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.5,True,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.5,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.6,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.6,False,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.7,True,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.7,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.8,True,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.8,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.9,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,0.9,False,61.3125,77.0,13.30142150916699,86.58633331103897
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,1.0,True,61.3125,77.0,6.900643485353828,87.64867287083783
heterogenousCatKillers.csv,"['J', 30]",SelfPlay,1.0,False,61.3125,77.0,6.725913397192876,87.4224561317425
heterogenousCatKillers.csv,"[4, 3, 3, 3, 3, 3, 3, 3, 3]",2NewKitties,0.0,True,10.0,10.0,13.508869412521687,88.30616621313551
