genes_3_99_36_36_82_34_6_0_18_94_42_28_28_4_53_46_49_62_28_48_75_17_15_53_39_49_42_32_73_46_94_54_39_61_69_35_73_94_4_47_60_84_67_59_93_34_2_79_4_38_15_17_15_95_52_35_63_15_45_40_65_24_37_7_0_89_16_25_27_99_70_77_90_100_7_76_87_33_72_47_25_72_92_48_51_6_11_60_52_82_83_31_26_85_47_69_75_15_60,10,0.0849,14.0
genes_70_99_36_44_53_34_6_0_86_95_35_89_28_62_53_49_49_17_30_50_75_62_100_53_43_11_39_14_68_46_91_69_44_61_73_39_71_44_3_46_60_89_37_74_36_30_76_82_2_34_21_17_0_90_88_35_54_15_97_38_68_72_39_93_2_91_67_25_27_98_70_66_91_100_56_72_83_33_72_15_25_64_96_48_54_84_32_62_47_15_82_26_94_85_43_37_80_100_60,10,-0.0333,4.8
genes_70_99_36_43_44_34_6_0_86_100_37_89_28_67_53_49_49_54_30_50_75_40_100_57_43_6_38_14_68_49_94_53_45_36_71_39_72_98_3_46_60_88_85_80_36_30_2_79_2_38_19_17_15_92_15_30_58_15_46_61_58_29_39_93_0_91_16_25_25_26_65_66_90_100_51_91_83_33_0_15_27_64_91_48_56_84_11_60_52_15_84_28_95_85_19_67_75_48_60,10,-0.0333,4.75
genes_6_99_32_43_44_34_6_0_86_100_37_89_28_67_53_54_49_21_31_53_75_39_15_53_81_6_38_14_96_44_94_69_45_61_27_42_72_44_3_42_60_89_37_54_36_35_0_28_4_30_18_17_15_87_15_37_58_15_50_38_61_29_39_95_0_89_67_25_27_98_70_66_90_99_51_91_38_33_72_47_25_73_92_48_56_78_11_62_52_17_84_26_98_85_19_67_75_48_60,10,-0.025,4.7
genes_6_99_32_40_44_30_6_0_86_100_37_89_28_67_53_49_49_19_31_66_75_39_20_53_48_70_40_32_76_46_94_69_44_61_27_39_76_44_3_46_60_89_37_78_39_35_2_79_2_34_15_17_0_91_93_49_54_15_45_38_61_72_39_95_0_90_67_25_27_98_70_64_90_99_51_72_38_31_72_47_25_64_92_48_54_84_11_62_52_17_82_26_93_85_18_37_84_48_60,10,-0.025,4.6
genes_3_36_32_43_53_34_7_0_16_100_36_89_28_1_61_43_49_17_31_53_71_17_15_54_43_71_35_37_96_46_98_72_39_61_69_35_68_85_3_46_0_89_37_55_36_34_4_79_5_38_13_27_15_82_92_30_58_15_45_43_65_72_37_6_0_91_16_25_31_98_70_66_90_99_48_68_87_30_71_47_25_77_92_50_56_84_11_62_52_84_83_27_7_91_47_69_78_15_55,10,0.7667,2.9
genes_70_99_36_36_53_34_77_0_20_99_37_89_28_4_51_38_49_17_35_53_76_39_12_53_42_49_46_37_73_37_94_50_40_31_77_39_72_98_60_43_91_91_37_97_36_34_79_79_2_38_15_17_15_95_84_35_58_66_45_18_64_29_34_95_0_89_74_25_27_99_69_66_19_100_7_96_97_30_67_47_25_77_92_11_56_34_11_62_52_2_20_28_99_85_48_67_63_94_55,0,0.0,0.0
genes_70_99_33_36_53_36_8_0_20_100_37_89_28_62_58_46_59_20_31_53_81_39_15_54_41_49_42_37_73_46_17_53_39_61_69_35_71_98_3_46_60_89_39_74_93_34_2_77_4_38_10_14_15_88_88_35_63_15_45_42_65_29_39_6_9_89_16_25_27_98_70_66_90_99_43_72_87_30_0_47_25_64_92_47_61_80_11_57_52_84_81_30_93_85_47_69_76_48_2,0,0.0,0.0
genes_6_94_36_36_53_34_77_0_15_100_34_89_28_67_49_58_49_17_36_53_75_39_20_53_43_70_40_37_73_42_94_69_44_31_77_39_72_98_3_46_91_89_33_74_39_35_54_79_2_38_15_17_0_95_88_35_54_15_45_39_61_72_39_96_0_84_67_25_27_99_71_66_19_100_51_72_38_30_69_47_25_77_92_48_54_84_11_62_52_17_82_28_95_85_43_67_80_48_60,0,0.0,0.0
genes_70_99_32_36_53_34_77_0_20_94_40_85_28_4_51_36_59_17_30_53_76_17_15_54_17_49_43_28_73_42_17_72_40_31_69_35_73_98_39_46_91_89_37_76_93_34_75_79_4_38_15_17_15_95_92_35_54_15_45_40_64_23_37_95_0_84_69_25_27_27_94_69_19_100_48_96_93_30_67_41_25_77_91_8_56_75_11_62_52_2_83_27_95_87_47_69_79_94_55,0,0.0,0.0
genes_70_99_36_28_53_34_7_0_18_100_37_28_28_4_51_38_49_14_30_55_75_39_15_48_43_12_38_32_73_47_1_54_45_61_27_39_72_98_3_46_40_89_37_59_36_34_79_86_2_38_15_17_15_95_57_35_58_15_45_19_26_29_39_95_0_89_16_27_27_99_70_66_15_100_7_96_87_33_67_47_25_64_92_48_51_80_11_62_52_35_83_31_25_85_19_64_75_48_55,0,0.0,0.0
genes_70_99_36_36_56_34_6_0_20_100_37_89_28_4_51_38_49_17_36_48_76_15_12_54_35_49_42_37_20_42_17_72_43_31_69_39_72_98_3_46_60_89_37_98_36_34_79_80_4_38_15_17_19_88_88_35_58_15_45_18_64_24_37_6_0_89_16_25_27_99_70_77_90_100_7_96_93_12_69_47_25_77_92_50_56_80_11_62_52_0_85_27_93_85_47_69_63_94_5,0,0.0,0.0
