Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_17_62_87_59_0_82_93_43_5_73_17_98_76_62_83_49_5_8_23_43_13_23_67_56_1_41_20_2_30_81_33_50_61_46_48_12_13_36_30_68_17_72_57_36_83_45_72_35_95_49_87_3_83_28_80_65_4_62_12_53_1_49_69_16_27_68_8_53_38_8_54_73_16_56_43_9_80_13_47_63_50_13_1_25_48_44_26_52_97_3_91_6_82_27_40_81_5_52_1,1,0.0,5.0
genes_50_71_9_0_64_11_48_98_2_31_27_36_82_84_84_29_82_20_32_60_29_37_55_77_51_29_43_11_60_26_100_31_81_78_96_91_84_31_79_23_13_38_38_13_10_80_42_79_77_67_27_21_79_34_71_22_2_56_83_63_56_70_55_45_4_94_22_2_90_84_51_75_9_69_47_64_56_4_95_55_3_41_83_36_79_33_53_56_46_71_12_58_57_0_11_51_61_39_94,1,0.0,5.0
genes_2_9_59_5_38_84_55_66_69_15_71_38_84_25_0_63_49_69_46_7_71_88_9_0_52_55_4_40_65_15_48_20_61_21_7_68_69_37_65_89_83_42_56_99_40_82_64_66_24_40_94_68_89_19_88_26_77_23_33_4_70_3_69_90_96_97_33_33_71_24_72_53_55_97_50_2_70_39_26_86_70_60_21_12_16_17_43_35_37_79_11_51_74_1_48_55_23_1_28,1,0.0,5.0
genes_44_10_87_15_75_48_66_3_23_5_40_62_58_42_74_7_87_55_2_55_25_71_56_18_85_26_73_23_31_5_70_73_55_2_89_90_73_29_59_55_9_70_89_62_35_47_22_70_1_98_69_89_93_26_54_90_15_34_16_78_48_25_17_34_96_81_5_60_48_86_99_23_29_73_23_96_50_52_67_38_51_68_69_63_65_21_72_89_48_33_51_99_81_39_39_21_28_40_72,3,0.0,5.0
genes_44_43_73_65_97_64_31_56_47_84_69_28_15_45_38_19_4_32_37_14_76_61_81_42_63_50_2_0_62_99_29_0_70_61_46_9_37_18_18_13_27_42_6_89_58_70_15_90_64_46_84_40_24_91_35_27_85_53_61_17_23_50_1_45_95_56_79_0_72_5_63_69_55_82_71_84_47_18_95_33_64_75_43_95_69_24_23_13_75_67_35_4_71_14_17_89_42_60_70,3,0.0,5.0
genes_84_31_41_0_74_2_55_24_24_9_85_64_68_48_91_62_35_96_28_25_45_5_66_25_10_19_89_58_6_56_31_73_93_28_43_73_89_4_4_36_31_58_98_55_75_41_67_39_63_90_18_0_37_58_6_28_31_79_73_7_59_59_54_35_3_11_92_13_40_36_63_25_65_60_4_66_83_39_46_41_15_83_6_5_50_78_95_59_68_74_70_75_27_51_68_44_46_59_41,2,0.0,5.0
genes_41_35_20_0_28_65_22_74_80_52_9_13_11_46_73_25_84_88_41_21_31_82_15_42_82_35_11_31_85_60_84_22_52_16_56_40_16_20_86_22_50_52_56_9_89_95_31_3_36_71_35_83_8_2_1_67_5_73_93_33_28_75_81_100_3_8_10_50_77_9_91_69_85_24_33_18_69_69_52_43_2_53_98_32_24_36_50_80_73_86_47_15_16_76_70_49_32_77_4,3,0.0,5.0
genes_4_46_10_25_69_95_89_53_24_79_99_27_61_2_61_17_21_67_64_95_83_33_73_15_87_11_27_4_49_73_71_2_23_38_39_32_49_3_32_52_44_24_49_82_74_56_28_19_56_34_41_80_92_81_24_56_2_20_66_54_64_51_83_87_54_85_38_0_56_91_47_21_36_13_16_21_47_26_62_81_41_79_11_5_95_65_42_86_21_80_28_42_55_27_97_63_1_100_87,2,0.0,5.0
genes_29_50_15_22_22_54_60_36_86_67_68_61_5_98_60_47_65_32_78_40_32_39_71_83_11_76_57_33_77_79_6_58_99_3_24_84_45_61_36_14_90_32_33_8_20_90_78_91_34_42_62_95_39_82_7_100_86_14_74_1_76_53_60_62_93_47_15_84_22_73_65_21_59_33_50_58_6_45_98_50_95_88_96_51_75_94_35_3_91_75_40_74_70_45_53_54_62_57_7,1,0.0,5.0
genes_16_92_40_15_24_45_66_87_48_87_10_4_61_28_2_73_84_3_65_27_51_71_9_17_56_50_85_18_11_44_51_92_97_5_52_36_87_29_18_6_42_62_58_10_9_96_12_81_46_25_83_10_20_88_50_45_42_25_16_1_21_11_84_81_77_11_76_65_86_94_61_45_6_48_45_80_69_16_81_86_21_33_70_95_34_63_0_68_81_40_63_98_11_25_97_69_98_14_80,2,0.0,5.0
genes_88_80_14_43_1_84_67_55_38_45_81_87_50_60_58_81_19_98_22_96_70_65_80_42_41_17_33_95_38_84_99_13_18_66_16_36_70_82_94_73_19_26_13_18_53_22_16_78_18_69_37_37_70_28_26_66_37_91_84_15_83_29_7_64_6_60_95_55_81_69_95_100_22_92_78_47_19_11_57_16_85_30_45_34_47_25_2_45_79_82_30_27_20_96_60_87_42_81_99,2,0.0,5.0
genes_35_27_40_55_42_39_16_55_29_25_6_50_62_72_30_34_29_14_98_22_28_63_91_72_71_89_42_64_63_83_88_39_56_20_9_72_84_19_47_56_95_100_69_66_50_99_64_60_44_69_45_93_75_66_13_42_72_24_70_20_24_47_32_34_21_23_77_16_49_88_11_82_76_76_81_81_11_84_97_73_37_48_92_60_38_98_42_98_37_39_32_30_65_40_91_54_27_49_19,1,0.0,5.0
genes_59_59_60_34_15_68_8_59_92_89_66_29_71_83_82_57_27_36_39_70_54_15_80_59_17_61_57_48_5_87_14_70_22_99_61_30_8_51_77_15_90_58_45_29_99_51_92_73_51_10_84_15_68_67_0_97_21_36_64_61_100_24_90_31_1_33_84_22_45_40_3_19_80_55_79_98_0_43_16_97_9_99_21_93_57_30_40_60_55_47_100_66_39_42_36_77_100_69_18,1,0.0,5.0
genes_5_88_17_15_15_25_32_84_90_22_74_31_84_57_63_88_3_88_89_31_37_48_7_69_51_96_73_72_32_93_57_28_34_51_87_45_12_70_50_14_34_91_4_84_44_72_100_65_93_19_95_98_43_2_2_38_95_5_16_30_8_17_20_69_3_56_29_41_60_81_39_62_24_16_11_33_5_18_53_92_18_35_10_81_13_97_49_56_45_30_0_36_22_62_32_23_64_91_95,2,0.0,5.0
genes_47_13_17_100_87_61_7_92_11_29_42_80_45_78_25_33_87_21_64_88_27_86_87_97_83_43_0_26_86_40_49_33_95_6_52_8_83_24_95_14_100_76_94_32_58_95_93_10_3_100_49_87_13_61_36_39_12_95_22_72_71_34_97_3_31_95_90_21_20_24_68_9_43_44_43_73_95_64_37_83_21_25_12_2_75_70_56_75_1_48_74_54_30_58_73_79_95_4_43,1,0.0,5.0
genes_18_75_68_97_49_89_95_61_15_95_58_96_71_81_66_32_8_33_7_10_5_13_70_41_98_57_88_45_80_54_38_88_19_69_60_0_62_58_18_66_25_36_55_71_69_47_24_28_2_42_22_77_64_92_39_7_33_41_82_49_11_70_22_44_5_72_64_100_64_19_48_90_14_31_97_31_71_4_83_76_33_24_85_68_24_73_64_11_82_10_92_33_78_21_98_68_70_17_36,1,0.0,5.0
genes_25_4_98_78_67_16_56_55_54_63_12_22_66_51_32_25_65_60_69_97_78_3_22_48_57_5_85_21_2_10_62_38_94_63_82_3_70_39_24_30_34_94_85_31_94_83_81_14_67_72_8_100_26_93_76_37_73_20_53_47_61_95_89_96_51_42_30_50_64_70_83_89_14_42_10_79_72_66_93_37_52_67_69_87_53_89_17_1_62_4_44_47_2_41_24_74_96_53_72,2,0.0,5.0
