Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_57_62_68_49_18_82_71_32_28_25_98_28_48_68_4_42_95_71_32_79_95_47_28_34_87_40_26_49_66_77_61_62_17_34_71_55_82_62_89_12_9_33_100_87_54_57_66_100_24_59_63_9_50_96_0_63_0_65_65_66_58_18_46_60_72_6_71_87_35_17_37_88_61_41_52_81_84_8_53_62_59_95_21_89_6_31_100_70_94_41_92_55_36_90_92_31_48_67_40,1,0.0,5.0
genes_19_65_68_35_65_89_70_30_87_44_55_56_0_75_97_5_18_43_96_35_86_26_43_88_93_92_23_46_63_36_48_54_23_76_48_76_94_61_82_60_84_44_35_85_28_64_28_98_55_56_64_33_33_17_66_11_77_68_72_74_89_44_31_64_83_52_4_36_99_6_65_80_14_33_13_46_74_49_53_100_75_16_92_82_7_28_57_38_25_51_92_53_28_13_84_23_49_8_31,2,0.0,5.0
genes_19_64_68_27_6_27_67_35_4_63_95_73_0_70_16_9_72_22_15_84_82_42_43_92_11_17_31_46_73_95_74_91_76_59_39_100_30_42_85_60_59_54_79_56_64_15_30_4_96_31_63_16_55_14_35_57_55_12_18_30_98_80_51_73_72_77_5_60_19_99_15_70_85_92_96_31_8_97_50_14_35_94_94_89_68_28_98_70_5_10_91_48_25_91_28_31_29_70_99,2,0.0,5.0
genes_19_60_88_38_42_89_83_36_33_31_55_51_68_75_35_15_20_43_91_47_81_45_54_88_93_57_30_46_91_36_72_54_73_20_32_55_85_30_82_50_84_50_98_85_84_65_2_99_37_15_65_23_19_6_4_0_85_62_71_61_26_29_46_36_29_52_3_61_53_100_65_92_87_33_68_31_10_66_24_72_72_13_23_16_67_32_57_19_25_51_59_39_28_16_22_76_15_4_33,1,0.0,5.0
genes_87_55_34_56_91_17_83_45_93_38_15_41_71_54_50_84_24_80_91_79_86_77_65_89_79_62_41_50_68_90_73_49_28_98_34_99_40_68_15_46_10_92_76_35_3_68_32_100_30_91_62_61_39_74_51_87_54_11_70_97_56_94_50_74_24_5_5_60_21_17_34_92_85_32_38_46_80_16_31_67_23_33_4_82_5_56_55_37_28_14_51_76_40_66_45_38_4_0_36,2,0.0,5.0
genes_64_96_68_82_42_2_83_77_93_36_21_78_9_56_98_9_21_24_96_74_83_45_82_87_23_57_23_43_49_36_86_54_81_56_19_30_31_43_82_60_16_92_34_72_28_61_24_44_95_42_39_67_36_38_22_79_71_68_58_72_90_24_40_64_29_3_21_53_17_100_77_92_3_34_93_12_21_67_57_0_56_92_91_44_11_45_55_37_7_88_67_52_28_93_50_30_88_66_33,1,0.0,5.0
genes_84_76_93_39_14_86_68_45_0_56_98_27_4_94_95_5_67_19_32_83_89_98_15_55_82_53_23_48_90_82_48_47_72_6_50_60_65_62_82_15_11_53_83_30_51_71_24_100_80_94_70_24_55_7_66_2_73_42_64_64_24_28_40_74_28_8_7_31_35_59_7_69_0_61_90_3_5_46_31_9_30_34_3_97_25_46_72_38_22_49_58_52_39_89_78_31_51_69_25,1,0.0,5.0
genes_100_60_4_27_5_89_70_42_87_63_79_89_68_68_42_9_81_69_96_31_86_26_53_82_59_89_23_45_48_3_8_19_19_56_52_48_13_65_48_98_22_50_95_33_58_73_48_54_30_94_89_33_34_0_76_6_47_65_58_64_25_44_34_84_72_9_6_37_99_11_75_36_14_53_13_46_73_17_53_76_50_89_92_83_63_69_55_38_35_91_58_49_32_87_84_22_19_69_31,1,0.0,5.0
genes_32_81_37_32_14_87_71_81_8_44_53_44_30_78_37_9_84_85_12_88_86_37_46_12_16_57_68_98_95_95_78_12_21_64_54_63_39_61_81_65_3_87_83_34_71_72_28_99_27_35_74_20_94_38_22_3_71_59_65_76_54_64_40_77_53_15_16_64_100_21_30_46_1_17_38_76_81_69_48_66_33_34_92_47_10_0_55_61_95_86_89_34_36_25_33_25_65_0_96,3,0.0,5.0
genes_50_63_7_44_7_77_71_48_26_83_55_27_0_65_97_46_95_66_58_88_16_48_49_38_11_27_29_51_100_90_48_12_71_14_19_30_45_77_8_24_53_87_93_74_84_72_98_13_88_64_63_87_58_99_80_7_86_13_61_29_54_32_85_74_72_8_7_32_18_8_7_42_66_41_97_81_7_65_13_3_40_94_89_98_76_94_55_18_33_45_67_52_27_90_14_26_59_38_31,1,0.0,5.0
genes_19_98_5_23_90_88_79_45_93_49_55_88_17_76_50_75_24_73_96_74_52_76_58_76_79_57_39_50_73_68_78_52_28_56_49_99_40_66_81_51_10_87_79_35_61_72_65_100_42_30_65_28_39_74_22_87_74_8_66_94_56_45_45_74_50_9_95_60_40_10_34_46_90_32_38_11_27_72_31_66_23_42_0_98_5_94_58_35_5_14_84_51_39_89_35_30_4_1_36,2,0.0,5.0
genes_19_77_69_17_87_87_93_32_4_56_55_51_17_75_41_9_21_24_96_13_86_40_46_95_82_60_68_100_74_36_78_12_36_30_32_58_89_30_80_60_84_87_35_30_24_58_30_98_8_61_59_25_19_38_66_79_71_68_65_76_24_76_48_64_84_9_12_53_53_100_65_92_93_33_100_25_80_66_24_72_0_13_82_43_63_0_57_61_95_81_82_55_28_89_97_25_65_0_33,1,0.0,5.0
genes_64_81_85_32_6_27_83_66_21_38_98_73_48_69_4_9_8_74_0_60_70_42_67_92_11_12_31_42_70_90_37_91_50_28_71_99_40_60_36_19_64_54_89_85_81_72_30_52_96_31_63_41_64_90_80_55_75_62_97_30_92_24_39_74_81_5_95_63_35_10_36_90_85_89_94_78_8_95_34_44_43_5_92_97_6_18_24_36_5_10_52_48_27_88_41_57_29_62_59,1,0.0,5.0
genes_21_78_85_43_7_27_74_87_0_36_95_26_4_94_46_5_67_73_27_60_86_25_15_92_82_53_66_38_93_54_33_42_74_6_50_60_85_60_82_94_11_56_97_67_51_12_12_93_27_31_70_28_50_7_39_60_80_42_80_72_32_25_50_74_53_53_9_58_35_63_15_63_14_61_96_0_82_46_36_5_33_9_3_97_0_57_72_43_22_49_67_52_39_90_79_36_30_63_97,1,0.0,5.0
