Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_84_2_54_65_100_33_0_44_15_66_72_27_78_75_18_40_27_55_47_63_84_12_48_54_83_27_6_44_11_33_39_3_33_48_77_31_61_77_18_87_81_35_53_67_97_8_45_3_47_31_9_81_20_11_29_61_54_48_71_88_47_92_40_14_25_63_43_6_56_78_40_87_32_29_100_57_76_70_5_12_74_85_97_2_85_7_90_84_37_25_53_48_64_35_73_82_100_38_33,1,0.2,9.0
genes_84_51_57_64_27_84_0_43_10_84_91_27_70_69_26_36_96_68_48_38_7_10_41_66_88_17_6_40_91_77_85_92_100_51_63_19_33_73_37_85_94_69_46_71_97_41_44_10_97_95_1_45_82_6_26_8_29_64_37_91_93_88_57_94_49_12_36_17_56_29_41_89_81_27_7_32_4_96_31_28_81_84_3_2_64_21_74_18_100_17_66_52_69_23_10_72_92_2_34,1,0.15,8.0
genes_84_64_49_49_5_10_62_39_82_64_79_30_71_28_40_94_45_54_49_100_94_20_50_64_78_12_5_40_82_27_85_3_12_51_39_81_67_75_39_3_84_31_55_100_21_53_40_5_95_57_16_41_21_79_28_53_17_57_92_81_91_58_66_66_3_16_65_22_21_92_36_91_6_33_54_13_14_85_44_88_77_9_1_7_68_21_94_68_37_13_53_11_22_61_12_9_92_2_8,1,0.15,8.0
genes_78_48_57_51_46_32_63_39_86_77_75_100_81_19_22_24_32_91_48_17_10_46_52_66_20_51_38_68_99_34_86_18_98_21_32_36_72_85_63_0_85_97_63_22_93_35_5_43_4_57_69_45_41_82_32_2_33_45_57_100_46_58_69_94_6_80_6_22_56_29_39_89_6_48_7_29_54_90_34_87_76_72_5_22_66_43_90_86_11_18_67_50_39_35_12_49_0_56_58,1,0.15,8.0
genes_76_20_57_49_47_47_65_91_16_73_90_99_39_53_26_31_32_91_49_17_41_17_56_11_55_49_35_100_98_32_88_16_100_21_91_33_84_69_19_74_89_98_27_4_98_35_43_43_19_95_23_32_41_82_32_58_33_60_8_89_45_89_36_68_6_16_66_22_55_88_40_68_53_67_6_52_30_71_31_87_58_77_7_2_43_27_3_15_11_2_67_68_24_23_70_28_0_1_26,1,0.15,8.0
genes_76_65_57_34_46_52_62_91_16_81_72_100_76_54_18_24_37_91_67_17_8_9_64_82_65_51_81_35_99_4_91_16_100_19_61_19_58_69_63_60_89_65_32_22_48_35_43_6_51_95_16_43_46_9_32_2_33_53_57_83_91_29_40_19_6_80_67_10_55_88_60_68_53_45_50_53_54_11_31_12_59_78_83_20_43_7_97_18_40_2_67_88_29_35_73_49_16_8_58,1,0.15,8.0
genes_99_21_54_75_43_30_56_44_85_8_91_25_74_84_27_36_38_28_48_24_8_79_44_66_71_27_34_75_5_29_58_83_97_51_32_62_69_65_39_3_84_6_65_36_6_13_19_2_23_57_17_45_46_11_20_14_33_45_0_91_66_27_69_68_55_67_8_14_54_73_35_91_6_32_7_78_82_71_36_100_76_72_0_18_66_44_77_37_37_15_51_78_39_35_12_76_45_46_29,1,0.15,8.0
genes_80_63_57_49_42_52_51_91_90_68_19_100_39_50_28_24_75_8_48_63_8_5_100_64_20_21_5_71_5_39_58_3_100_48_5_62_56_67_39_75_91_80_32_71_6_54_19_6_87_60_19_36_39_87_29_3_33_53_27_32_98_58_68_58_55_67_70_16_56_88_99_42_6_27_7_75_82_11_67_100_76_72_6_28_100_43_73_21_37_18_47_84_36_35_12_28_72_46_34,1,0.15,8.0
genes_84_51_53_18_45_84_20_10_24_69_75_14_68_33_31_37_100_63_49_93_65_25_59_96_0_17_29_33_15_33_85_14_85_51_28_81_71_73_22_85_84_69_46_67_91_21_44_29_97_82_75_59_34_78_33_8_25_64_37_34_94_46_35_93_55_9_2_48_21_29_41_91_78_27_3_21_4_65_69_28_58_15_72_2_60_21_85_15_37_26_74_52_64_20_10_78_92_10_32,2,0.125,7.5
genes_97_59_54_45_89_30_3_69_66_73_75_30_76_81_43_62_37_17_48_63_94_30_41_43_48_38_76_0_66_26_88_95_39_60_32_26_37_69_39_91_64_46_53_34_22_51_19_14_21_57_9_15_8_2_79_98_52_62_37_31_91_90_69_7_0_51_8_28_21_72_39_39_6_33_57_29_82_28_56_87_76_56_40_97_66_22_76_23_77_31_8_86_84_100_78_73_59_4_29,2,0.125,7.5
