Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_80_1_81_25_47_34_93_36_69_64_99_41_74_56_99_8_69_28_25_81_64_83_76_86_20_69_89_42_83_8_63_13_38_23_63_100_65_16_74_8_88_60_0_24_90_73_32_90_34_85_67_11_19_11_92_0_88_66_51_95_77_31_3_32_65_10_91_61_8_14_70_90_95_90_39_36_78_68_50_3_25_45_97_16_7_9_98_38_42_31_84_70_47_25_10_77_78_28_80,2,0.075,6.5
genes_80_87_34_25_47_34_93_36_97_44_99_21_97_22_41_78_89_33_25_57_64_74_73_17_88_24_44_42_28_10_79_35_19_23_82_79_84_16_65_8_4_60_70_24_90_73_0_98_92_94_63_40_13_84_92_11_84_67_47_95_77_53_3_74_68_68_94_33_60_14_70_88_78_18_75_36_88_68_30_5_25_45_10_80_9_84_54_35_56_54_88_70_18_20_46_24_67_28_30,2,0.075,6.5
genes_61_87_34_55_48_85_29_78_25_44_100_24_48_79_44_81_5_40_68_46_84_74_66_17_37_63_11_55_83_85_47_35_80_20_6_76_5_77_78_68_61_49_54_62_53_23_6_100_32_92_63_40_37_99_71_8_77_66_47_62_75_18_40_74_68_100_49_33_16_97_82_1_82_87_96_36_86_49_50_8_64_0_89_20_8_87_53_99_56_54_86_59_22_13_42_73_23_64_45,2,0.075,6.5
genes_68_50_16_99_5_89_64_44_25_44_100_77_65_69_0_29_46_4_8_49_82_0_34_17_20_48_86_38_86_40_21_44_80_65_80_54_5_16_14_22_20_58_91_40_51_23_71_100_73_58_6_35_13_82_72_82_77_13_47_28_40_7_54_61_53_10_91_32_54_48_13_88_88_84_91_11_1_59_52_5_54_14_52_58_71_57_56_93_30_92_22_59_51_100_85_28_67_28_29,2,0.075,6.5
genes_72_26_27_58_47_39_87_24_28_23_100_73_55_74_0_6_49_69_2_92_49_52_20_31_5_15_88_48_85_78_69_48_62_66_60_78_40_55_80_7_97_54_95_65_30_76_0_8_77_31_6_91_61_100_41_7_95_61_0_68_69_38_40_80_65_4_75_56_7_11_63_95_85_80_82_7_78_58_63_2_25_91_22_17_6_40_100_73_36_55_82_79_10_99_82_21_23_67_30,4,0.0625,6.25
genes_23_70_31_0_3_61_47_37_63_30_95_71_97_70_95_1_49_71_8_87_14_16_89_82_16_67_31_45_76_39_69_50_45_59_4_73_10_74_77_63_14_50_88_57_88_74_67_100_1_58_60_93_61_17_93_83_42_100_47_64_51_55_39_60_70_22_82_16_58_22_11_53_80_84_11_39_69_93_77_62_15_91_57_97_4_26_97_27_34_82_41_91_53_11_50_23_73_61_60,2,0.05,6.0
genes_60_71_32_35_47_37_93_24_29_23_99_42_44_58_100_1_51_15_62_22_82_0_79_77_91_97_44_38_85_85_69_31_77_80_69_47_91_68_70_8_89_43_97_22_87_5_90_4_92_29_31_38_61_83_92_84_77_82_67_64_54_38_39_77_68_40_92_36_8_97_18_91_41_44_11_60_78_66_36_2_42_0_54_18_76_38_94_19_37_42_80_76_74_17_73_20_73_52_28,1,0.05,6.0
genes_14_77_31_0_9_9_91_50_25_38_100_17_48_51_41_0_5_41_68_31_85_83_18_84_16_67_11_45_16_35_31_52_80_20_88_44_11_75_78_27_61_54_62_62_0_23_7_0_32_92_8_82_15_91_88_86_88_71_56_97_21_38_38_79_65_67_92_63_19_11_64_4_82_87_91_43_79_67_95_13_18_0_7_20_8_90_100_30_56_42_86_79_35_12_12_77_16_29_100,2,0.0,5.0
genes_71_96_36_53_47_89_80_91_19_30_50_81_65_68_77_33_44_89_98_58_42_85_34_31_24_58_39_88_76_41_58_49_73_19_75_99_34_44_14_56_60_54_92_24_52_87_28_4_73_32_86_38_72_91_72_5_9_60_38_98_21_8_39_85_65_5_89_32_79_32_18_100_82_92_96_36_70_64_86_3_15_5_87_97_12_57_100_37_30_92_89_78_13_98_62_75_77_76_38,1,0.0,5.0
genes_57_79_38_52_11_25_64_46_71_44_39_78_65_39_98_30_97_80_98_50_84_0_76_6_16_19_44_51_85_91_58_52_70_19_95_100_40_44_9_8_74_54_0_92_86_87_28_7_84_58_63_90_37_79_76_6_9_58_87_98_72_8_71_70_70_5_90_32_14_43_18_88_87_24_96_36_80_66_58_0_54_6_87_88_94_26_100_34_34_82_89_95_81_100_39_12_23_71_30,1,0.0,5.0
