Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_76_56_62_43_93_71_58_10_51_76_85_78_68_75_27_58_79_54_64_20_21_51_56_100_40_74_58_42_64_34_13_5_40_26_92_43_74_23_72_88_79_76_57_17_87_42_69_59_93_66_64_41_82_16_27_22_95_8_74_84_81_48_66_1_13_13_97_88_23_25_99_52_22_60_49_89_78_89_40_25_60_54_64_22_66_40_76_79_95_32_96_23_63_99_10_77_55_48_61,1,0.0,5.0
genes_80_60_1_26_93_71_41_1_82_76_82_60_68_89_55_46_0_86_35_18_21_85_35_49_71_72_28_38_90_0_63_5_26_18_42_92_78_70_75_80_79_76_25_38_86_48_0_0_100_37_64_95_1_10_56_3_95_85_74_93_81_48_51_55_92_13_64_88_1_63_100_52_50_64_48_72_78_47_71_25_22_48_38_33_64_40_91_88_61_35_98_20_34_22_17_36_94_43_53,3,0.0,5.0
genes_79_77_67_29_32_5_100_62_90_10_78_75_39_33_20_84_50_95_59_0_12_74_22_61_41_78_30_39_9_30_56_39_40_31_47_37_3_34_35_24_37_23_63_20_88_79_22_42_100_31_64_100_28_12_44_72_49_52_83_82_79_48_23_42_13_13_65_36_68_11_100_44_18_36_49_41_35_89_68_25_62_54_68_39_72_40_78_52_93_43_63_80_45_60_10_77_40_0_70,2,0.0,5.0
genes_90_75_100_34_88_17_57_79_86_72_74_37_26_86_75_69_5_79_86_24_86_72_51_93_18_38_100_81_11_34_62_13_13_91_61_40_78_10_69_84_80_35_70_42_70_10_12_44_92_79_76_31_21_10_29_3_95_85_95_82_89_92_61_42_88_56_66_55_3_36_98_41_53_47_52_55_81_82_30_11_98_8_42_29_38_21_94_100_93_17_56_95_24_21_15_75_40_15_64,1,0.0,5.0
genes_90_70_58_34_51_58_91_70_10_72_81_73_72_20_56_86_2_67_56_17_27_73_57_59_51_30_22_85_4_32_0_5_9_85_85_98_3_0_76_79_88_71_51_68_29_76_4_47_17_57_90_12_94_66_33_3_57_26_34_82_100_43_9_96_11_9_94_96_8_44_57_100_27_63_46_25_85_89_29_48_56_55_68_42_100_45_13_77_94_43_67_90_98_31_6_26_55_46_70,1,0.0,5.0
genes_53_55_54_84_42_33_100_65_88_94_78_85_13_89_47_69_95_66_49_28_89_52_63_63_51_20_9_40_14_14_63_18_50_20_67_35_78_75_39_75_23_35_55_70_25_5_7_33_16_39_29_33_23_18_28_53_57_57_78_82_95_35_66_0_4_56_66_99_29_78_52_19_27_28_54_9_15_23_37_17_88_67_45_97_72_45_17_28_36_10_11_89_56_22_16_76_0_3_27,2,0.0,5.0
genes_71_77_100_35_51_13_68_51_85_8_83_78_64_64_22_51_50_63_59_15_12_71_58_61_31_20_78_78_67_66_0_14_29_84_47_31_71_28_36_99_35_26_57_70_88_47_22_42_20_42_99_33_82_12_44_69_70_52_67_98_95_26_1_90_29_18_100_83_20_77_43_95_52_11_49_21_35_84_40_100_62_13_87_97_66_36_81_15_99_43_57_91_53_30_10_81_3_0_70,1,0.0,5.0
genes_79_77_38_29_52_13_68_62_85_13_83_73_39_33_24_51_50_63_59_0_12_19_22_61_13_16_30_78_14_33_60_18_40_28_47_48_71_28_31_24_17_26_63_20_88_42_22_42_22_31_64_27_82_9_44_69_70_57_83_2_79_48_23_40_5_13_100_80_68_10_39_19_24_11_49_21_35_89_40_100_62_56_87_97_64_36_76_15_99_43_56_91_48_60_10_81_3_9_70,1,0.0,5.0
genes_76_56_54_43_32_71_3_1_51_59_85_56_68_84_55_58_0_54_64_20_21_85_56_100_55_74_35_38_90_34_79_32_9_11_92_37_89_70_73_88_79_76_53_21_89_42_15_50_100_83_64_41_74_20_40_56_42_43_94_92_100_48_54_55_88_13_15_88_70_59_100_44_50_68_48_84_76_42_75_25_56_48_38_100_73_39_77_16_95_32_100_96_69_65_3_77_5_74_61,2,0.0,5.0
genes_77_65_95_83_95_39_22_65_90_71_81_86_68_33_47_34_21_66_75_26_23_73_41_63_77_20_85_37_87_34_92_9_22_85_92_35_78_73_69_91_86_36_33_34_92_23_5_7_100_20_46_10_9_66_44_53_64_41_31_82_95_43_66_78_11_54_92_96_36_73_100_84_27_24_54_23_82_83_30_48_56_8_68_42_100_21_70_77_91_48_18_86_98_23_8_25_0_4_63,1,0.0,5.0
