Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_18_24_42_14_18_7_72_37_97_19_90_90_5_56_22_3_87_19_93_23_81_25_56_16_59_25_5_43_95_94_86_3_89_60_39_100_27_38_78_44_13_88_33_20_37_68_43_88_64_17_56_8_88_28_45_53_40_75_50_92_32_18_39_85_90_14_4_15_26_37_23_30_24_30_66_44_74_85_44_36_85_14_10_66_38_32_74_41_27_37_38_10_34_55_78_30_6_0_35,2,0.0,5.0
genes_18_47_41_15_45_0_32_69_92_13_57_81_74_18_82_7_30_18_98_38_49_19_51_16_59_30_91_90_48_90_96_19_86_20_36_99_36_69_86_81_2_50_43_25_9_33_88_6_29_40_58_61_58_21_40_9_28_90_74_66_32_91_35_49_52_66_8_16_62_85_45_54_76_21_66_39_79_92_14_38_88_99_27_24_38_98_58_11_28_37_83_78_24_18_73_34_86_95_54,1,0.0,5.0
genes_33_89_15_55_95_7_35_38_78_48_63_14_8_68_6_75_87_66_97_32_6_82_15_21_95_29_0_44_74_98_80_16_80_100_12_100_3_89_34_12_26_100_76_47_9_70_28_88_4_55_57_9_28_47_45_55_21_17_48_92_8_18_24_35_86_99_2_20_58_88_16_35_61_8_76_40_77_97_82_100_30_7_47_21_38_100_67_50_10_90_42_10_77_72_76_31_85_32_33,1,0.0,5.0
genes_32_67_5_40_70_98_69_31_5_100_72_14_76_26_16_0_83_24_37_4_35_35_28_13_59_33_51_99_63_93_93_51_74_63_85_65_77_63_58_12_17_48_68_85_71_26_25_10_89_56_39_61_88_56_44_10_39_28_56_92_34_34_43_85_75_14_0_19_28_46_82_42_5_30_76_8_75_92_100_56_84_70_23_11_79_86_43_42_54_82_86_53_58_11_78_14_77_75_39,2,0.0,5.0
genes_37_87_0_49_10_83_54_32_4_39_89_88_63_87_32_10_23_72_61_46_33_47_13_98_78_65_93_87_91_84_74_13_89_16_42_81_59_64_14_81_1_41_97_27_65_63_37_18_92_71_2_93_28_42_83_4_4_22_50_66_35_83_27_50_12_48_15_28_11_45_34_47_1_31_11_75_8_93_20_60_23_5_47_14_65_18_28_44_21_81_83_84_74_95_79_22_77_4_34,1,0.0,5.0
genes_41_91_72_44_10_83_29_4_92_100_77_94_10_28_20_10_87_73_37_16_43_76_25_25_59_9_3_17_86_45_80_18_55_79_29_66_23_83_15_70_61_42_81_24_85_56_33_59_25_48_23_74_55_51_31_57_79_23_57_86_35_36_40_61_25_54_11_33_24_33_45_10_75_28_27_69_64_72_80_61_22_93_64_64_38_43_51_59_21_88_4_87_30_13_13_49_7_36_44,2,0.0,5.0
genes_7_89_5_89_10_79_30_38_9_69_27_94_8_31_21_31_25_22_61_38_19_19_16_10_100_68_90_19_11_92_62_47_86_68_100_83_69_9_84_66_23_32_41_27_40_23_43_15_80_63_65_67_14_81_44_22_39_72_50_44_27_66_24_51_50_7_19_37_98_45_69_64_54_86_10_85_74_95_8_29_22_89_88_25_38_24_72_33_10_84_85_96_39_0_54_61_3_92_11,3,0.0,5.0
genes_67_59_0_9_14_82_35_26_8_21_73_90_37_18_89_3_25_45_19_43_82_27_1_13_55_26_4_40_11_56_95_18_79_60_79_62_74_64_70_15_13_44_80_12_37_68_37_13_64_45_26_58_63_54_83_92_4_17_70_92_27_66_40_53_100_8_17_17_52_48_50_18_80_27_22_74_12_95_81_21_88_92_35_92_78_32_77_30_46_90_7_20_74_14_55_27_85_95_71,1,0.0,5.0
genes_75_89_41_30_10_8_68_69_28_69_70_94_94_61_21_31_25_20_61_38_55_19_14_6_100_66_13_10_48_91_96_47_88_63_100_51_25_59_17_66_11_46_41_27_62_25_43_15_52_16_69_69_28_81_31_7_75_9_50_44_27_53_24_49_23_45_59_56_58_89_82_35_54_86_100_85_8_38_13_29_20_93_81_21_83_24_83_28_23_42_7_62_24_20_74_15_4_96_43,2,0.0,5.0
genes_24_84_1_9_25_18_34_63_60_69_55_36_57_61_93_5_52_20_20_0_20_15_26_43_59_28_8_90_67_93_35_40_79_32_36_59_42_87_8_12_17_100_68_31_6_70_26_77_93_48_65_51_28_25_80_9_29_70_46_92_38_87_29_86_75_1_14_55_24_89_39_10_5_27_80_41_86_80_17_73_88_10_23_64_74_1_60_33_7_30_83_94_34_14_75_14_85_75_26,1,0.0,5.0
