Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_64_45_10_30_50_12_13_31_95_64_93_80_10_26_20_63_12_62_50_7_44_13_19_50_86_63_60_90_18_36_30_5_70_91_85_28_70_58_64_90_81_9_62_87_100_95_63_29_12_25_1_6_48_35_59_10_87_93_63_95_92_41_16_56_6_63_86_100_81_89_4_3_44_71_7_56_77_17_39_2_27_56_47_23_67_16_87_95_44_88_2_62_71_73_7_41_39_34_79,1,0.0,5.0
genes_100_77_72_33_98_12_57_34_85_81_7_81_82_67_56_45_98_14_48_37_13_11_19_70_99_66_10_47_58_35_37_12_44_96_10_38_69_26_34_42_34_56_97_87_94_81_38_26_60_40_85_12_50_81_36_67_20_43_93_17_100_35_19_44_9_95_36_90_81_83_14_28_21_35_91_80_79_15_93_43_0_92_69_100_58_39_74_24_40_9_99_94_42_61_28_34_85_14_24,4,0.0,5.0
genes_3_94_79_28_46_13_99_31_85_15_94_3_14_24_58_43_7_75_60_19_47_17_60_67_28_79_64_93_14_91_64_9_28_96_20_26_66_70_47_2_49_53_84_99_89_99_68_32_11_81_37_13_21_26_54_34_0_53_91_36_70_95_23_19_70_60_11_68_81_22_100_34_26_63_54_42_47_57_79_43_53_17_62_34_66_9_88_29_48_98_8_31_39_39_99_16_53_72_37,2,0.0,5.0
genes_100_74_31_39_77_12_0_17_87_65_71_16_14_86_37_85_19_46_63_15_40_75_62_4_84_24_30_66_17_100_31_17_27_26_23_45_74_52_69_60_77_52_66_31_99_80_4_25_44_50_84_19_88_85_59_68_43_99_55_96_99_45_10_36_1_55_14_33_37_97_99_100_45_37_2_44_26_15_17_48_86_27_0_81_77_25_88_31_21_75_47_53_17_73_69_75_16_4_37,2,0.0,5.0
genes_60_78_37_39_40_13_100_31_85_70_86_81_8_25_49_57_7_69_63_7_51_11_14_4_18_80_42_51_23_31_47_9_24_84_59_89_70_54_47_16_85_50_62_90_29_80_5_32_99_62_84_4_47_48_34_6_25_48_52_75_100_52_14_42_75_10_41_35_77_46_15_82_70_67_95_15_66_90_59_51_24_14_36_34_66_34_95_13_8_80_39_33_67_78_97_17_76_68_27,1,0.0,5.0
genes_100_79_82_33_43_14_92_66_15_78_85_11_45_25_28_67_5_65_57_35_51_11_15_53_10_33_40_51_25_99_60_2_53_84_59_95_74_6_47_16_86_74_83_87_29_7_71_30_10_62_79_1_0_48_34_70_90_58_97_87_100_81_40_40_9_91_40_97_28_12_15_94_70_36_54_55_47_90_59_27_0_14_69_68_51_34_67_13_8_38_8_93_55_78_74_75_76_4_20,2,0.0,5.0
genes_96_12_12_37_40_19_100_31_95_75_93_0_78_26_56_81_98_95_63_22_25_13_19_36_0_63_68_8_45_67_60_5_70_88_85_33_3_12_64_90_70_49_62_87_100_28_4_29_89_40_83_41_48_32_32_10_87_56_52_84_87_48_16_45_20_62_4_91_81_83_14_44_87_71_6_39_82_38_59_48_31_87_47_95_17_12_94_36_48_98_52_62_66_73_41_41_57_47_59,3,0.0,5.0
genes_60_74_51_33_80_13_100_31_89_67_17_80_78_26_56_66_7_95_63_33_48_13_80_53_28_63_63_8_19_67_60_12_70_96_85_94_3_30_64_3_34_60_62_86_28_94_79_29_11_50_80_20_48_85_59_70_33_93_39_90_94_48_43_42_6_4_86_99_24_83_4_53_74_66_7_56_78_90_62_48_27_54_43_38_67_9_85_98_48_6_51_62_66_73_96_41_90_5_59,1,0.0,5.0
genes_60_57_31_11_41_53_0_17_89_64_98_72_69_29_56_63_0_65_77_32_25_6_44_98_83_28_60_6_17_84_31_88_24_84_58_89_70_26_47_33_29_50_37_86_99_100_73_36_91_46_74_12_10_3_46_68_49_43_33_94_70_48_21_38_20_60_15_91_73_97_10_79_81_34_72_39_83_0_86_40_17_57_69_39_62_12_25_86_42_38_100_70_36_74_91_29_5_90_66,1,0.0,5.0
genes_84_78_80_26_72_13_100_10_89_64_10_90_11_84_51_58_3_62_84_31_48_13_52_98_66_37_65_6_45_46_31_6_54_86_25_93_4_26_47_90_78_6_63_69_100_76_71_32_41_27_38_25_99_12_22_10_88_82_87_99_99_80_35_38_6_54_86_99_24_55_100_66_74_36_7_24_81_56_79_18_55_22_4_73_92_16_26_98_68_79_94_91_43_73_73_75_76_50_27,1,0.0,5.0
