Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_77_69_59_63_41_48_55_39_10_83_80_22_75_28_40_1_8_65_46_17_43_12_52_64_71_37_4_100_11_26_85_92_79_25_85_33_73_75_16_0_97_18_48_30_95_10_12_87_16_63_16_41_16_22_29_96_54_48_62_95_93_84_12_7_3_51_8_25_56_29_15_98_6_24_100_30_79_77_62_100_4_11_55_6_74_16_90_84_97_30_57_49_69_100_73_85_43_10_58,1,0.2,9.0
genes_76_69_58_67_41_81_57_78_9_83_80_51_47_76_8_1_33_3_46_73_65_12_49_67_71_49_81_75_13_99_24_89_17_25_8_19_73_47_18_90_94_18_45_30_10_53_16_5_95_57_16_48_21_22_27_0_86_38_34_97_93_92_68_7_49_21_2_50_58_77_47_45_6_45_54_53_1_35_41_11_61_9_1_6_90_16_78_81_4_30_53_91_16_100_83_89_1_0_29,1,0.15,8.0
genes_74_57_66_51_51_50_56_44_85_74_90_100_74_69_39_15_20_84_17_68_10_25_62_66_75_55_81_74_42_28_43_94_100_51_79_58_66_76_34_87_86_14_31_100_0_13_19_0_23_15_88_46_24_3_29_23_34_77_57_91_66_79_69_75_0_12_8_94_15_27_40_97_27_63_55_23_4_77_36_33_76_65_5_48_47_40_89_45_2_17_64_42_39_32_79_73_45_0_53,1,0.15,8.0
genes_19_52_54_49_46_58_99_83_6_80_71_83_76_76_19_45_32_64_46_8_94_28_58_13_55_27_7_75_11_18_42_20_17_12_8_33_48_75_6_87_81_100_53_26_97_13_15_10_49_61_20_46_57_83_28_3_95_49_26_32_61_18_36_63_60_56_71_14_56_28_6_45_32_67_7_49_17_3_31_27_48_14_7_7_93_49_77_97_19_25_63_11_62_95_83_73_49_9_38,3,0.15,8.0
genes_100_20_57_45_30_78_60_39_10_77_80_100_74_28_30_25_31_13_48_68_45_4_34_57_15_10_80_36_11_34_87_72_76_44_9_33_98_73_42_74_84_97_53_36_10_6_45_5_19_20_14_81_91_6_32_8_52_43_0_86_50_45_42_67_45_9_65_6_56_29_41_87_32_48_68_29_50_46_47_85_4_11_89_8_68_27_86_31_100_12_67_48_39_55_12_77_1_43_57,1,0.15,8.0
genes_19_24_49_50_46_60_99_83_85_65_19_22_71_28_26_22_32_2_48_17_9_28_34_13_55_49_81_100_99_0_87_20_100_89_12_33_84_75_6_88_81_94_63_16_83_8_43_53_19_46_20_46_16_16_31_16_11_44_23_25_64_84_36_89_0_51_71_14_56_35_15_86_25_33_7_2_35_82_40_100_48_38_84_8_93_16_73_68_19_98_67_48_62_95_75_73_96_0_58,1,0.15,8.0
genes_80_65_57_81_45_45_62_41_23_15_76_100_76_0_27_65_32_32_45_17_9_84_56_13_35_50_0_40_86_32_93_20_33_14_8_62_61_80_8_87_94_67_55_40_97_49_43_53_23_6_19_45_11_82_6_58_96_45_18_25_98_89_94_68_0_18_63_14_56_97_39_13_2_62_7_84_67_82_31_85_58_84_83_2_66_44_0_15_20_19_51_48_100_32_73_76_92_1_25,2,0.1,7.0
genes_99_29_55_75_100_47_2_50_89_8_72_99_74_2_27_40_66_28_42_56_9_43_47_63_3_27_6_75_99_29_87_95_33_87_8_11_61_73_3_74_84_35_63_36_10_8_43_2_24_60_18_45_41_25_20_82_36_44_3_25_4_36_53_67_0_16_24_8_56_29_40_91_3_67_6_57_35_72_43_32_76_55_0_18_93_43_86_25_100_29_53_83_69_31_78_78_45_1_16,1,0.1,7.0
genes_99_45_49_39_30_47_3_83_85_8_75_27_74_82_67_40_66_82_42_77_10_43_29_46_60_27_81_100_2_34_89_95_33_60_8_31_61_85_42_98_87_97_57_10_22_8_5_53_22_95_6_45_21_25_28_99_57_41_3_46_86_88_36_13_96_16_66_10_56_29_39_26_3_33_9_31_27_92_43_28_53_11_0_6_93_50_69_84_100_15_66_48_69_35_86_78_92_37_54,2,0.075,6.5
genes_82_29_51_42_46_30_100_41_20_83_70_51_76_63_46_6_4_53_44_68_43_9_48_46_71_77_26_39_83_52_57_88_100_25_28_28_73_81_12_95_87_67_18_100_11_8_78_8_23_42_20_28_17_42_3_56_49_42_37_34_88_21_73_65_57_55_61_63_24_96_46_0_2_23_65_53_36_71_62_92_66_96_4_2_100_15_71_97_19_27_66_84_63_64_77_78_41_0_28,2,0.075,6.5
