Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_85_60_13_4_18_7_69_31_55_35_20_32_67_73_92_9_98_9_97_93_82_47_26_92_17_57_28_46_67_40_44_48_81_63_53_50_65_68_93_15_11_37_91_64_28_91_65_4_90_94_62_61_90_51_39_55_76_37_90_93_27_21_28_78_36_6_1_60_53_98_49_74_85_30_90_14_27_19_36_100_33_79_3_4_4_46_72_99_54_90_99_60_35_89_75_35_32_67_32,4,0.0,5.0
genes_28_97_69_20_83_24_65_82_35_98_24_40_4_68_90_83_18_74_32_22_82_30_48_52_59_26_4_45_90_36_49_92_90_59_70_7_14_62_89_8_13_38_26_30_87_21_59_17_88_53_73_33_55_34_0_34_71_99_62_97_32_75_47_32_10_0_82_30_32_63_31_69_76_55_21_81_8_63_55_8_33_91_97_98_26_26_100_33_33_92_86_82_42_26_30_31_65_69_96,1,0.0,5.0
genes_19_93_0_32_12_27_78_85_73_38_55_24_1_74_93_5_2_78_12_31_57_26_49_7_88_90_83_47_62_35_50_47_69_51_48_100_88_48_80_60_21_56_100_96_58_67_47_91_93_89_98_25_93_14_74_83_86_25_62_97_26_19_50_38_24_5_8_55_57_94_56_92_62_55_50_36_49_71_35_3_35_10_79_26_68_21_55_63_22_88_94_29_28_66_14_57_29_65_29,1,0.0,5.0
genes_19_63_89_27_80_87_80_63_8_60_98_84_29_73_97_46_88_74_2_84_52_26_46_93_56_22_58_43_96_34_74_54_94_23_49_48_13_66_37_64_29_37_84_52_20_67_33_52_89_61_32_44_92_83_46_57_77_13_65_64_25_88_40_38_72_53_6_55_44_100_71_70_3_31_43_45_73_73_52_96_60_94_92_47_73_49_55_38_62_93_59_21_35_65_4_23_19_70_34,2,0.0,5.0
genes_39_76_29_45_90_24_70_1_35_83_24_40_4_70_98_83_100_39_57_21_9_41_45_57_16_33_5_50_66_95_50_12_75_30_70_27_42_61_89_8_13_37_94_70_64_75_66_0_13_56_63_33_55_38_99_3_74_64_12_97_29_75_47_79_10_0_5_51_81_17_61_5_39_24_34_30_70_13_53_8_55_91_92_93_26_89_15_69_5_89_91_86_39_26_85_25_65_70_96,2,0.0,5.0
genes_28_71_69_17_6_83_75_73_55_46_98_41_63_3_93_5_0_37_57_22_82_40_56_87_20_34_23_39_99_90_81_9_74_93_38_100_7_65_79_60_13_87_94_74_58_89_65_100_30_49_62_25_72_96_75_88_80_13_93_94_29_94_7_73_84_9_78_26_80_17_44_36_90_35_31_0_7_90_24_56_5_37_81_83_30_94_77_69_5_40_55_25_25_24_47_25_93_70_99,1,0.0,5.0
genes_19_97_3_32_86_85_78_90_24_38_55_46_67_71_36_9_32_80_95_31_82_43_49_92_88_90_86_43_96_36_61_47_69_51_33_100_9_48_94_60_9_56_83_64_58_67_66_91_38_89_98_25_93_14_76_57_0_8_63_97_30_12_38_38_24_5_9_55_49_52_80_92_58_54_50_36_0_69_58_3_5_10_79_90_68_21_55_63_39_55_61_52_39_91_82_31_19_0_29,1,0.0,5.0
genes_83_63_69_45_18_24_70_43_87_39_55_50_4_70_93_6_91_39_52_79_85_0_48_55_19_27_23_37_63_68_49_10_23_60_70_7_83_42_93_8_13_46_26_28_64_91_27_7_62_56_68_19_38_38_99_3_54_13_67_94_30_14_28_12_79_2_19_30_81_55_15_69_76_55_52_30_0_13_53_16_5_57_99_98_26_26_20_71_33_91_95_86_11_24_48_33_63_36_96,1,0.0,5.0
genes_22_97_93_17_8_23_80_53_48_38_57_2_1_74_42_7_22_23_97_31_57_21_43_82_87_90_56_40_62_36_61_45_69_21_38_100_88_48_9_18_21_56_100_96_49_94_66_91_41_89_65_33_93_14_71_57_86_25_36_97_33_25_38_39_76_10_68_55_19_52_52_70_62_31_12_36_81_73_58_3_5_48_92_93_61_21_65_21_39_88_51_29_30_91_53_31_29_65_14,1,0.0,5.0
genes_83_76_97_20_83_0_69_84_55_44_98_40_2_71_57_89_71_28_91_79_80_6_28_100_7_89_53_43_76_40_61_38_27_32_95_100_42_77_74_13_7_42_76_30_58_72_33_56_72_88_64_9_32_95_78_5_77_13_52_65_31_75_45_75_84_9_5_25_39_7_74_74_90_54_100_74_75_95_55_56_96_27_89_97_61_45_90_30_93_36_94_45_43_91_50_38_16_35_34,2,0.0,5.0
