Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_82_53_6_32_45_49_21_14_10_98_95_8_86_80_43_22_32_64_37_0_89_54_40_65_63_16_100_53_100_5_93_10_88_15_63_95_70_80_31_75_78_37_53_20_70_38_48_8_14_40_83_24_30_80_37_100_50_57_62_92_67_30_45_94_94_9_100_87_24_92_98_83_81_29_54_21_26_85_73_52_71_70_3_33_66_46_76_20_74_99_50_51_57_38_73_82_100_4_34,1,0.2,9.0
genes_78_57_52_46_96_33_60_44_94_68_4_27_32_79_40_41_50_59_49_70_93_55_55_62_83_17_100_40_78_34_39_92_84_28_87_26_37_8_13_90_82_6_35_36_97_32_12_18_20_31_83_35_79_9_8_76_73_57_88_26_61_92_48_88_89_67_2_9_56_32_95_84_53_14_68_94_4_71_69_12_77_15_1_24_96_11_85_95_100_28_69_43_15_64_74_35_92_8_32,1,0.15,8.0
genes_79_29_57_24_45_8_45_16_10_74_80_13_76_35_27_22_54_37_30_9_40_76_53_55_71_46_9_43_99_34_23_92_33_48_76_28_71_74_35_90_91_66_53_35_97_13_12_50_20_79_1_37_21_6_29_61_95_37_0_88_78_92_36_100_60_51_68_20_22_78_40_42_27_27_70_53_18_77_62_6_59_84_0_3_65_21_100_15_36_22_69_49_98_26_73_75_34_2_53,1,0.15,8.0
genes_74_57_58_24_47_8_63_16_10_64_80_25_76_78_19_67_53_63_53_17_97_9_44_86_71_20_29_37_99_30_97_82_85_17_96_28_61_73_31_90_75_34_28_70_17_13_14_6_20_57_27_59_21_78_29_12_95_43_62_28_92_92_63_91_51_51_66_20_9_78_71_45_27_27_22_53_16_92_62_6_59_84_0_6_67_21_77_15_100_17_39_90_40_100_73_75_45_9_39,1,0.15,8.0
genes_78_53_53_34_58_58_24_62_10_64_94_5_68_27_29_38_75_61_8_24_84_79_17_12_29_20_100_43_73_32_97_3_48_14_68_40_6_73_31_5_83_1_95_73_66_19_48_12_88_43_41_96_30_18_4_6_63_50_2_72_90_44_66_91_10_13_96_62_23_75_36_90_30_36_22_33_35_85_72_10_93_75_0_41_100_16_90_23_100_31_58_88_23_62_79_85_5_0_35,1,0.15,8.0
genes_84_57_87_45_45_50_56_91_82_65_79_9_76_35_31_22_32_7_69_24_61_71_47_57_52_15_27_100_11_28_90_16_13_28_10_26_71_73_31_97_89_30_32_49_97_51_22_25_97_79_89_7_79_6_6_12_95_43_88_7_100_51_31_59_60_19_46_60_15_93_47_90_53_68_54_25_76_77_40_87_64_58_82_33_66_16_80_27_21_31_63_19_44_65_84_77_92_10_29,2,0.125,7.5
genes_78_29_87_49_42_50_93_95_73_47_78_9_44_35_32_43_30_64_26_33_89_82_47_55_55_46_9_100_6_25_89_92_33_48_76_26_71_84_31_97_89_18_53_100_97_43_15_50_12_79_1_41_38_6_28_7_95_33_0_81_61_45_36_100_60_60_64_60_22_37_100_42_32_68_70_21_76_77_40_87_61_60_87_9_62_52_84_84_21_31_53_49_15_32_84_75_95_10_63,1,0.1,7.0
genes_68_27_78_34_99_32_3_70_10_74_23_30_76_78_46_22_43_58_37_24_89_74_51_55_68_53_9_77_70_27_89_92_39_44_92_95_65_70_21_0_89_66_55_100_97_38_12_50_97_39_89_37_68_6_28_66_20_52_0_32_14_47_39_100_6_63_63_98_70_78_43_90_48_27_7_48_21_71_68_92_61_84_15_6_99_25_97_16_37_31_66_88_63_31_4_28_100_13_32,1,0.1,7.0
genes_97_48_57_37_47_34_24_28_87_74_19_30_76_35_27_22_54_64_30_33_40_82_55_86_29_21_9_39_0_27_89_82_33_17_28_39_72_73_31_3_89_66_53_72_15_43_52_8_97_57_27_37_38_78_28_61_95_59_0_18_100_45_36_91_63_9_9_56_22_33_71_42_26_68_22_25_16_77_40_87_72_83_0_94_100_47_100_31_100_31_49_83_15_32_4_73_95_46_58,3,0.0667,6.3333
genes_49_64_54_29_45_33_58_2_86_69_79_78_23_35_46_86_32_17_58_17_97_4_58_87_52_27_71_16_0_26_63_92_48_29_67_26_94_56_66_90_84_35_48_30_11_11_43_53_7_57_83_37_100_12_27_76_5_57_68_94_97_17_58_59_2_17_39_99_21_93_37_88_11_37_71_72_18_94_64_98_72_82_13_36_100_16_85_37_95_43_9_54_15_64_12_25_94_7_60,1,0.05,6.0
