Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_55_66_29_28_2_28_92_77_19_33_21_35_63_84_100_66_52_68_100_29_87_61_79_34_13_59_31_58_88_35_63_22_72_25_58_88_82_10_71_98_10_54_77_93_75_93_9_87_100_51_80_32_44_32_24_1_92_60_41_82_43_38_39_30_63_78_0_29_19_99_98_82_34_33_78_20_84_71_60_72_76_98_82_15_57_34_39_37_41_92_0_6_64_58_56_27_20_5_45,1,0.0,5.0
genes_40_65_77_72_7_17_85_44_24_33_21_19_92_64_35_77_54_13_81_93_87_61_78_63_12_55_52_16_72_41_43_22_72_24_57_88_82_6_73_98_89_54_77_83_48_91_9_96_100_26_94_12_68_71_84_79_28_77_50_86_43_54_34_82_63_78_96_34_0_44_6_30_5_95_79_96_84_61_60_20_74_93_16_84_16_17_20_45_44_92_92_93_46_18_51_77_20_57_45,1,0.0,5.0
genes_59_89_33_0_48_94_56_42_42_45_54_86_65_100_98_0_39_86_63_13_86_39_72_4_21_22_50_89_22_80_38_34_28_30_92_6_79_95_40_12_88_23_53_14_26_95_40_85_75_28_11_35_72_88_54_53_7_99_64_22_45_49_74_27_65_8_81_54_13_46_93_78_33_95_4_13_78_100_57_29_100_93_20_90_63_19_93_73_61_60_92_79_10_29_72_50_2_82_66,1,0.0,5.0
genes_71_89_56_76_96_89_50_40_73_75_57_76_65_54_95_82_61_88_63_30_86_30_77_34_18_56_32_42_88_82_38_34_5_23_55_87_77_62_68_3_19_43_89_81_75_76_26_87_33_41_71_39_39_11_63_22_89_68_3_28_46_48_12_32_56_13_96_66_54_44_81_87_80_97_71_35_85_61_52_24_63_0_87_87_16_48_18_36_0_96_96_95_11_15_56_77_27_0_43,2,0.0,5.0
genes_65_78_17_26_99_94_60_27_43_6_86_100_63_81_97_0_54_54_94_83_34_72_88_93_21_56_100_96_16_50_1_30_21_100_75_93_99_58_71_15_8_97_95_3_66_85_0_94_36_28_39_14_22_44_24_86_73_47_85_21_71_37_73_94_71_29_100_51_12_53_93_83_82_92_90_75_80_66_53_29_53_100_44_36_89_19_97_40_41_97_41_53_67_29_19_19_35_82_69,1,0.0,5.0
genes_61_32_75_10_25_34_86_42_83_24_99_18_83_37_97_82_33_60_93_25_39_0_13_90_23_17_98_46_17_84_67_26_67_85_56_89_22_31_74_10_31_59_85_99_56_69_47_3_25_95_89_28_36_83_76_83_4_56_48_23_34_80_15_41_70_13_49_99_22_27_7_82_35_52_93_57_81_61_61_6_63_0_87_15_79_58_85_72_34_31_33_83_98_15_36_76_33_29_41,1,0.0,5.0
genes_69_57_82_89_48_89_96_44_40_45_49_22_41_98_94_0_47_5_0_82_87_71_19_4_11_11_81_18_84_85_53_34_26_28_59_40_2_95_83_45_25_19_70_70_24_92_3_95_100_65_37_40_17_32_51_51_73_100_81_65_16_38_79_46_26_16_25_39_54_27_7_42_37_80_49_61_78_99_61_24_77_93_48_89_63_57_27_94_41_96_80_92_10_56_47_50_2_82_38,1,0.0,5.0
genes_61_67_83_55_30_100_86_35_87_29_95_98_51_16_41_1_5_85_73_30_88_6_90_90_14_11_69_76_21_45_16_93_8_22_69_51_95_44_71_4_20_57_92_92_26_81_52_79_86_54_92_34_40_36_34_9_14_89_51_21_46_35_64_94_70_97_95_98_4_78_86_90_35_37_29_56_81_58_55_95_62_94_16_84_2_33_28_19_61_95_63_92_9_98_75_80_2_3_76,2,0.0,5.0
genes_55_60_56_74_1_90_1_35_21_16_97_68_46_100_34_8_19_62_98_29_78_61_82_90_18_1_50_59_88_40_92_30_71_96_100_28_2_58_71_6_81_44_27_40_82_51_57_81_32_41_38_33_57_95_63_55_93_100_91_19_50_35_76_99_45_33_29_16_22_15_92_85_82_18_53_35_81_67_48_12_32_2_16_87_79_59_17_99_45_31_91_93_6_15_34_29_2_36_88,5,0.0,5.0
genes_64_0_60_12_56_100_85_30_9_17_42_98_57_98_34_78_97_88_55_3_88_37_96_10_88_12_59_76_0_44_60_23_72_25_73_51_66_80_66_26_20_77_79_100_55_81_37_90_28_25_43_40_70_81_78_1_45_60_46_19_46_35_17_25_53_29_0_55_11_11_4_48_22_51_75_40_82_17_28_66_35_98_87_85_16_15_33_21_23_69_87_66_38_92_46_80_33_8_45,1,0.0,5.0
