Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_79_92_0_97_30_85_35_4_80_68_41_90_10_22_89_90_83_45_59_47_51_79_32_21_59_56_91_82_38_40_96_18_76_62_12_100_27_89_76_69_3_51_34_8_37_68_87_56_29_63_59_47_28_42_45_1_8_41_23_46_32_88_17_73_74_14_17_6_24_90_50_64_81_28_22_40_75_95_30_19_25_56_37_20_38_21_50_37_47_36_44_88_28_18_78_22_42_28_72,1,0.2,9.0
genes_78_36_100_29_45_5_27_28_77_54_60_24_71_18_20_10_23_19_98_14_19_37_0_11_84_60_6_12_91_93_95_100_10_20_23_80_25_67_77_15_1_100_66_70_15_84_54_59_37_47_58_57_28_26_36_0_26_41_94_66_35_83_56_82_74_100_58_53_78_49_44_39_73_85_23_44_8_88_5_56_18_79_35_16_68_7_73_59_21_83_5_18_79_18_45_62_9_74_65,1,0.15,8.0
genes_25_84_5_89_66_79_22_38_92_69_53_89_48_77_82_36_25_0_24_78_79_0_51_34_78_42_89_17_95_94_32_25_54_69_75_67_16_87_82_44_58_46_61_80_41_65_77_14_63_60_2_38_56_77_36_10_40_20_57_86_38_52_39_91_5_74_14_45_21_45_78_34_12_31_64_89_77_92_17_92_89_46_91_100_79_15_77_36_13_47_7_82_24_49_78_34_1_59_100,1,0.1,7.0
genes_24_81_2_69_30_79_30_28_77_40_33_14_87_27_87_47_25_17_59_78_87_19_48_61_49_65_74_40_16_90_79_18_86_11_30_100_69_69_0_69_77_88_66_13_50_26_93_15_93_41_97_57_52_23_36_44_15_81_58_92_62_34_29_55_74_80_63_9_98_89_24_40_54_19_81_85_86_89_9_27_23_73_81_100_38_100_36_38_46_43_5_80_67_89_55_63_15_98_40,3,0.0833,6.6667
genes_25_28_72_45_25_9_35_23_67_73_48_90_94_75_21_77_83_18_75_19_33_31_28_61_18_65_57_12_64_91_86_100_62_62_34_100_77_83_5_78_14_46_66_19_2_29_54_19_57_19_59_37_28_59_84_47_20_22_48_69_36_14_39_56_14_1_59_57_62_47_95_51_65_26_74_69_78_100_20_12_15_93_93_26_80_50_55_29_68_2_94_60_82_62_82_22_9_95_93,2,0.05,6.0
genes_72_31_1_86_13_9_35_31_83_69_89_14_68_77_16_80_78_19_66_30_23_19_29_77_59_56_4_100_60_84_62_3_84_25_89_84_46_15_80_50_51_44_48_65_13_28_43_15_36_55_39_11_86_38_45_12_29_70_58_91_62_66_40_53_52_14_0_12_31_85_27_42_53_31_70_70_86_82_15_43_89_61_66_95_66_39_43_29_29_83_85_84_24_14_75_26_0_5_25,1,0.05,6.0
genes_75_33_91_85_52_9_37_38_88_63_53_94_66_18_18_80_81_0_14_23_50_23_51_76_63_56_7_44_52_94_32_15_93_65_40_66_45_87_71_13_58_44_76_19_13_69_43_16_90_55_39_15_55_59_41_12_15_70_14_66_62_18_39_53_11_14_0_49_21_85_27_42_59_68_11_86_77_92_15_39_62_61_89_95_79_51_85_36_23_88_84_84_24_14_55_28_65_59_25,3,0.05,6.0
genes_41_24_88_41_25_9_30_23_0_21_48_24_94_71_16_77_87_18_61_39_50_37_51_30_54_62_8_40_71_88_32_23_76_27_32_37_9_82_3_72_8_48_92_66_2_70_88_11_93_45_58_67_55_59_3_35_28_23_48_17_35_34_51_40_14_14_60_57_56_44_34_30_59_59_71_23_77_100_16_39_34_92_89_22_79_5_55_36_66_39_94_60_34_54_45_22_0_95_72,2,0.0,5.0
genes_41_24_25_45_57_9_24_23_67_45_48_90_80_80_10_5_83_22_61_21_17_37_56_11_59_47_3_86_72_35_38_19_76_62_32_100_42_71_5_72_19_46_76_48_4_29_85_11_32_44_59_67_55_22_80_52_30_83_48_3_35_32_52_86_81_5_63_71_48_33_37_54_59_15_51_69_74_97_18_41_88_93_93_100_9_33_55_37_46_34_7_54_54_59_82_22_3_0_22,1,0.0,5.0
genes_22_82_0_47_30_84_35_35_98_37_35_70_55_18_83_26_35_14_37_33_34_19_29_78_62_65_8_42_73_4_85_20_87_65_40_62_7_90_0_72_54_100_76_8_8_26_87_16_70_66_50_14_77_59_38_11_33_40_52_92_59_87_5_55_8_16_4_28_16_44_29_68_59_22_64_42_81_25_0_93_20_71_92_67_83_23_74_21_29_48_13_82_76_42_53_33_0_5_63,1,0.0,5.0
genes_41_59_14_100_25_95_35_21_67_40_70_86_94_71_30_26_83_72_100_39_33_37_6_61_100_28_88_84_26_91_86_18_48_62_34_100_26_87_37_72_19_44_97_66_0_33_85_11_93_61_59_67_55_54_83_16_43_20_48_21_51_74_51_56_14_1_9_55_76_44_100_30_61_31_9_69_77_100_0_41_86_93_89_22_80_50_55_37_68_88_94_18_34_20_79_22_87_72_93,1,0.0,5.0
genes_41_32_12_45_25_9_36_23_7_68_48_90_58_82_16_27_26_18_69_14_4_37_51_16_100_20_8_84_71_91_86_49_89_57_32_51_22_53_76_12_19_46_76_83_7_76_85_1_93_19_65_58_50_47_84_20_25_83_48_17_35_32_31_72_49_80_17_54_62_48_78_30_54_91_22_20_86_100_20_97_88_56_93_22_38_24_60_37_68_90_96_60_34_67_82_16_1_95_65,2,0.0,5.0
genes_41_84_72_62_25_9_68_65_78_68_48_90_73_74_16_77_83_23_61_39_22_19_51_56_59_66_74_84_94_94_86_18_77_9_18_100_9_87_72_78_19_94_92_66_49_29_30_21_38_19_92_67_62_59_84_52_28_27_48_14_36_14_51_38_27_1_7_57_17_91_44_42_70_28_74_69_77_100_0_32_88_93_91_98_82_50_55_37_23_88_91_11_31_67_39_96_2_95_100,2,0.0,5.0
genes_24_84_42_69_30_84_72_28_77_40_61_94_67_18_87_3_25_17_59_4_88_43_48_21_81_28_78_56_83_56_22_73_89_12_20_29_77_69_0_67_77_40_34_71_43_65_43_18_93_61_97_8_88_81_43_10_15_13_58_92_62_34_29_56_12_80_2_71_80_85_73_99_12_31_47_85_74_36_10_20_23_5_47_91_33_100_36_33_46_84_7_80_39_25_55_21_2_98_38,3,0.0,5.0
genes_85_24_26_62_15_85_18_14_92_54_72_83_58_87_16_26_83_19_35_43_34_31_10_16_82_23_79_43_71_87_86_47_15_25_20_62_34_83_5_72_10_43_51_25_8_70_41_38_93_12_58_67_62_23_50_48_14_22_48_92_34_14_56_56_8_1_29_15_34_95_40_54_79_86_19_68_73_98_0_41_15_96_98_94_43_29_78_30_35_52_10_11_34_18_70_22_15_95_39,2,0.0,5.0
genes_24_81_42_69_30_76_33_30_77_68_61_94_94_18_87_32_25_25_59_30_88_79_48_61_81_28_78_84_72_77_29_75_86_17_33_98_69_89_18_97_54_100_77_22_8_7_83_21_93_71_57_61_67_27_42_52_15_13_58_92_57_34_48_55_12_89_60_71_34_100_77_57_54_26_47_42_63_33_81_36_26_8_81_87_42_100_36_28_15_24_59_80_94_89_53_62_15_71_42,1,0.0,5.0
genes_16_34_81_92_10_83_36_20_77_68_83_85_9_60_18_1_91_7_15_30_86_26_56_19_56_61_10_82_59_10_56_46_92_10_32_66_9_5_80_70_11_100_77_24_84_67_42_20_93_68_59_53_28_14_75_9_82_22_50_96_41_81_27_87_9_94_63_25_1_59_29_10_64_68_66_22_89_31_13_41_34_51_37_93_62_34_51_33_12_83_38_94_76_13_37_69_8_71_27,1,0.0,5.0
genes_83_0_42_18_14_84_35_43_8_99_85_89_12_71_89_0_29_20_33_14_82_42_51_3_44_76_92_10_16_93_80_18_87_29_98_99_42_75_0_69_91_88_77_17_8_26_36_15_37_46_20_15_60_48_51_15_15_22_58_96_62_49_33_53_75_14_4_5_16_45_37_49_54_12_64_42_74_91_82_20_22_57_47_92_42_19_35_11_51_30_83_12_39_91_79_14_85_11_76,2,0.0,5.0
genes_83_0_0_27_16_12_27_37_8_37_85_38_68_18_93_34_87_14_93_31_20_19_29_74_16_65_8_10_52_45_91_20_82_63_40_89_60_12_47_69_42_95_66_24_49_25_30_9_38_46_0_69_60_15_7_10_21_22_48_42_74_46_29_49_53_14_59_11_16_45_40_49_63_11_66_70_79_92_84_20_22_93_23_26_43_23_61_8_38_87_83_96_76_94_45_14_85_10_81,1,0.0,5.0
genes_83_71_0_14_89_84_37_28_5_96_75_87_10_18_93_0_25_20_19_23_82_42_29_11_87_76_92_43_16_93_62_18_87_82_98_29_41_78_23_12_87_88_77_31_13_26_43_15_64_76_62_53_86_48_41_10_75_3_60_15_8_78_29_44_42_16_8_52_80_86_43_10_54_83_10_86_74_89_21_44_62_61_47_92_38_43_29_35_46_93_54_78_77_18_67_26_62_75_76,1,0.0,5.0
genes_24_81_2_66_13_84_32_28_77_40_61_14_67_74_87_0_25_19_55_4_88_19_29_61_49_28_9_100_60_95_77_50_86_25_21_62_46_69_80_69_77_88_77_65_99_66_18_15_93_71_5_8_15_38_44_12_29_13_5_91_61_66_40_53_52_80_2_71_21_45_23_4_54_22_47_70_86_89_13_27_23_73_66_72_48_100_31_28_46_32_59_94_39_94_73_58_15_5_25,1,0.0,5.0
genes_100_84_89_45_77_75_73_83_0_68_82_43_66_88_93_33_32_1_73_2_22_48_33_60_16_33_11_35_59_45_83_20_62_65_29_100_47_83_11_71_95_50_95_19_74_65_30_26_29_46_45_29_61_10_36_10_21_22_57_65_42_76_27_52_23_8_60_55_68_88_36_53_56_68_7_42_74_90_45_65_62_66_89_100_38_2_77_29_22_88_8_19_95_67_55_74_85_1_25,1,0.0,5.0
genes_83_94_0_48_15_72_31_16_77_45_40_95_80_16_23_3_89_48_18_40_99_79_28_11_100_27_8_85_72_89_23_47_86_27_32_77_42_82_82_16_30_44_82_25_5_32_85_9_51_42_63_70_59_47_36_1_15_25_48_37_30_36_26_86_81_32_8_71_48_33_44_51_81_30_51_69_74_95_82_35_31_71_38_98_48_22_70_28_46_34_7_78_54_73_53_69_65_2_66,1,0.0,5.0
genes_25_41_23_48_47_37_54_32_65_40_57_78_61_77_20_36_22_93_59_78_78_20_50_34_74_42_9_44_76_9_7_2_84_100_35_54_19_9_73_43_0_49_61_25_89_65_76_89_75_60_58_69_22_77_36_45_9_22_48_86_79_61_29_88_93_0_63_54_67_49_77_35_79_31_66_9_8_9_30_19_89_56_81_98_38_9_15_35_11_38_3_4_96_88_67_28_2_71_33,1,0.0,5.0
genes_25_31_23_67_16_0_26_33_27_37_48_24_68_73_89_29_29_15_88_41_22_37_51_40_58_61_7_40_54_90_7_47_10_65_83_55_20_67_77_15_91_95_46_61_100_68_78_88_59_25_95_42_56_26_36_57_61_25_43_48_33_44_29_98_91_1_60_6_77_92_98_35_83_23_74_40_73_17_82_19_15_59_10_94_48_98_55_33_29_2_4_11_95_84_49_35_8_100_33,1,0.0,5.0
genes_49_18_92_45_15_0_30_72_78_69_86_92_80_61_82_46_26_61_14_33_22_82_33_56_59_33_94_19_59_93_64_69_81_26_36_85_77_73_82_71_65_50_76_19_5_51_26_26_6_51_92_61_28_10_40_10_6_17_46_77_38_74_37_53_23_8_14_20_26_88_33_42_12_30_10_84_82_100_45_21_88_95_91_98_83_88_77_29_30_86_7_13_26_67_55_74_36_71_100,3,0.0,5.0
genes_88_24_72_42_19_4_30_27_81_54_72_22_0_61_89_26_83_11_42_4_78_43_51_81_59_38_0_43_59_92_86_47_89_62_32_60_46_9_77_69_91_100_80_50_41_70_41_38_57_16_58_60_28_23_14_52_11_18_48_92_31_33_49_75_99_1_4_15_62_75_72_35_79_31_77_69_75_58_13_68_23_36_37_28_93_50_72_37_49_39_11_88_31_18_46_31_15_74_40,1,0.0,5.0
genes_41_82_0_47_15_8_73_34_76_45_75_80_86_27_15_81_87_88_35_46_93_82_46_11_83_66_9_71_31_89_97_13_86_29_39_25_0_14_62_12_96_37_84_27_72_68_79_50_90_60_94_15_28_47_42_10_8_70_39_11_84_57_43_55_12_14_63_70_15_85_25_42_59_26_68_86_98_99_15_29_22_10_47_67_64_100_82_32_36_39_84_84_24_18_53_75_65_4_34,1,0.0,5.0
genes_79_92_23_43_13_78_24_48_13_49_40_24_65_22_21_99_25_18_66_49_43_37_51_16_49_62_6_91_83_48_30_2_89_14_23_3_44_83_82_12_32_100_61_14_41_8_38_90_70_55_58_53_22_81_36_55_15_50_6_48_90_26_29_83_52_12_17_53_26_37_71_85_25_33_38_4_79_100_81_19_8_71_39_98_79_26_40_53_21_64_88_80_53_84_53_49_34_8_100,3,0.0,5.0
genes_27_0_93_47_8_7_24_18_92_49_59_66_80_66_15_5_23_13_66_46_86_37_51_77_49_6_6_44_13_92_87_5_82_53_24_81_44_9_82_44_19_100_81_27_2_70_42_90_30_54_58_53_59_81_36_49_15_14_58_42_8_26_40_18_50_6_4_54_24_85_82_51_25_30_10_100_79_96_81_100_9_71_58_95_79_26_40_53_10_84_7_10_39_75_53_31_34_86_100,1,0.0,5.0
genes_93_36_5_30_15_9_36_44_78_36_86_19_9_63_20_74_30_19_75_23_86_31_28_19_59_65_10_12_64_93_56_100_86_94_32_66_37_5_84_80_14_50_65_19_4_62_37_16_59_68_62_69_28_23_39_20_24_22_48_66_36_14_51_57_9_6_27_56_31_20_95_83_69_68_74_22_73_70_0_41_34_10_76_90_43_0_77_29_23_43_40_11_82_54_50_63_12_95_27,1,0.0,5.0
