Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_19_62_93_17_83_85_71_45_0_57_55_50_17_73_48_5_73_43_12_22_86_26_74_98_15_90_56_39_99_41_81_5_72_51_38_86_92_49_37_60_29_87_78_64_52_66_26_100_38_31_32_66_92_96_9_0_80_65_46_62_26_47_40_91_74_9_5_56_34_8_37_42_3_84_96_98_96_87_27_68_33_66_92_93_63_99_58_38_43_40_52_22_35_65_18_30_19_52_38,1,0.3,11.0
genes_31_63_13_17_18_5_99_43_24_40_97_67_20_94_86_5_63_6_98_79_85_6_84_81_19_57_96_46_91_90_71_93_23_55_31_100_83_63_20_20_60_46_84_51_28_91_27_6_57_80_62_81_64_89_66_85_49_53_58_72_39_21_28_63_79_53_5_46_19_100_15_86_87_17_52_14_70_74_27_15_5_86_70_89_63_26_61_63_64_92_90_60_9_24_48_15_63_65_36,1,0.15,8.0
genes_28_76_41_17_6_0_16_6_55_60_94_40_4_70_90_76_18_24_91_26_82_25_26_83_90_34_32_45_91_94_63_12_28_30_18_100_83_62_89_8_9_37_76_30_58_21_59_56_92_38_65_33_55_90_76_5_85_13_61_97_30_75_45_66_84_0_72_49_39_10_42_74_60_54_100_33_79_90_55_70_40_23_97_93_61_94_15_30_33_88_86_59_43_91_47_38_63_32_36,2,0.125,7.5
genes_32_72_39_24_8_84_65_40_84_46_95_31_64_53_89_72_84_76_95_90_84_30_16_38_25_23_51_42_22_41_33_94_90_62_36_47_37_55_3_4_11_30_100_72_76_18_30_64_8_56_62_13_47_95_0_52_84_71_58_88_86_20_100_76_20_5_20_31_21_21_31_4_20_52_21_43_8_74_33_44_22_9_44_98_84_98_55_41_26_53_82_45_28_19_30_37_16_68_17,1,0.1,7.0
genes_47_90_41_32_7_85_65_6_84_40_98_49_5_73_93_83_72_73_92_79_85_45_82_82_7_19_28_87_22_44_33_92_90_93_95_30_40_65_74_15_13_49_78_88_27_22_29_22_88_98_6_25_47_95_9_33_10_23_93_66_90_42_2_67_88_9_2_26_12_21_37_42_61_30_96_23_8_75_19_56_23_49_48_92_77_42_77_38_93_46_55_72_82_21_49_31_16_65_38,2,0.1,7.0
genes_52_96_68_32_12_87_83_59_55_38_98_49_0_72_93_6_81_23_12_31_85_41_66_97_10_90_25_43_92_90_62_47_79_21_19_100_40_48_80_14_64_55_100_34_21_30_29_58_37_89_32_81_28_90_66_83_67_70_65_91_25_93_40_84_53_10_95_20_49_100_45_70_18_85_57_25_5_16_33_97_52_6_89_26_63_21_52_42_39_42_67_0_11_40_82_31_5_65_36,1,0.1,7.0
genes_56_64_60_30_90_90_60_34_87_65_95_54_67_71_93_8_94_60_16_94_93_26_19_19_25_66_51_20_91_44_90_9_79_25_19_55_37_92_93_10_11_37_89_15_36_33_66_39_62_46_66_25_22_90_52_80_4_69_63_94_25_99_53_38_84_7_21_64_49_100_70_4_76_31_50_0_76_75_23_22_24_36_88_67_33_65_58_38_7_59_85_20_63_100_30_46_58_4_99,3,0.0667,6.3333
genes_28_71_96_17_18_0_61_43_55_40_94_40_67_70_90_76_18_73_95_25_85_22_72_92_20_34_24_92_91_90_39_11_28_55_18_100_42_68_2_8_11_37_84_51_52_21_58_4_84_38_66_70_64_89_10_15_5_56_51_86_26_94_53_41_87_18_19_60_17_100_42_86_85_44_44_48_85_72_27_15_5_37_3_93_34_46_56_30_64_48_86_59_39_24_47_73_16_65_34,3,0.0667,6.3333
genes_16_90_93_32_6_24_31_6_35_63_98_32_61_73_32_83_50_70_93_22_96_45_67_87_20_24_34_87_65_44_31_77_25_30_95_30_42_51_94_15_20_84_13_83_27_21_66_48_88_31_62_20_50_7_10_57_74_23_67_96_54_36_44_67_58_53_71_22_13_17_56_69_76_14_100_30_8_97_21_100_5_25_84_97_77_42_77_99_71_48_55_86_30_21_82_58_9_70_96,2,0.05,6.0
genes_13_64_45_9_85_11_67_32_55_40_56_28_64_70_93_8_72_74_51_47_51_22_50_100_22_57_42_40_77_29_45_14_71_14_19_49_15_65_47_61_13_44_83_80_52_72_58_56_85_38_70_25_30_14_5_86_55_66_67_61_28_23_36_75_23_85_14_53_39_80_74_67_93_30_39_48_68_60_20_70_18_37_46_93_73_46_77_33_62_88_86_76_39_19_87_57_4_70_36,1,0.05,6.0
genes_67_60_70_17_22_83_30_85_0_83_100_36_67_5_98_11_32_67_7_82_82_70_43_53_14_66_96_43_96_90_71_36_79_59_35_100_9_68_3_91_62_56_13_72_87_74_28_8_34_88_62_81_72_96_47_83_0_65_46_62_25_95_1_77_24_58_9_84_82_43_80_42_5_55_47_81_12_73_71_43_6_10_89_61_63_25_97_63_1_92_94_51_30_70_14_31_11_67_97,3,0.05,6.0
genes_57_90_68_38_44_88_78_63_92_44_97_26_7_72_17_9_86_22_96_84_82_18_18_42_14_27_51_94_73_83_78_6_10_32_95_61_45_64_3_94_23_17_83_8_76_94_82_6_30_99_62_44_58_69_71_0_18_65_46_90_27_19_91_73_20_19_1_51_20_100_65_28_76_28_72_90_25_85_33_8_54_35_82_47_63_18_55_43_19_87_99_54_66_79_44_27_14_43_97,4,0.0375,5.75
genes_47_82_70_17_7_85_71_63_0_40_20_65_38_72_89_74_72_24_96_88_89_37_46_55_48_15_28_55_22_8_78_54_90_61_20_61_33_68_0_64_23_30_72_10_78_18_26_19_58_48_31_57_32_95_68_33_79_68_88_66_27_13_91_67_20_10_2_31_11_21_37_42_78_27_22_90_9_42_25_8_55_24_95_72_63_52_58_38_19_36_85_34_37_31_49_31_16_68_38,3,0.0167,5.3333
genes_31_97_7_20_75_0_71_71_1_43_55_35_16_73_97_5_92_74_0_90_77_30_50_80_48_49_40_50_67_37_54_30_76_11_35_60_7_30_3_4_18_36_84_68_30_71_81_97_79_31_66_75_29_6_68_83_76_1_72_92_29_89_46_100_82_0_21_38_71_43_36_5_0_80_100_42_74_85_34_88_55_31_69_42_27_94_100_23_64_15_60_34_31_21_78_57_7_44_11,2,0.0,5.0
genes_60_59_7_34_7_83_83_23_55_51_98_32_64_52_95_6_22_75_58_22_77_39_24_94_100_33_24_87_49_90_71_48_77_59_53_100_42_96_80_39_13_43_82_42_29_91_32_17_11_94_67_2_48_14_0_83_0_11_51_79_27_95_24_70_49_53_9_17_53_97_52_0_90_31_52_43_12_67_72_22_56_37_3_47_6_46_55_34_39_35_59_25_64_26_6_82_16_0_35,1,0.0,5.0
genes_14_90_36_29_83_0_80_71_1_41_98_41_5_72_85_8_72_24_57_65_85_45_70_21_96_34_28_80_19_90_49_14_96_99_18_31_27_50_47_65_18_46_100_31_28_26_35_6_88_92_62_12_89_11_79_81_85_86_63_94_29_22_48_70_88_0_0_56_53_17_9_81_60_81_100_48_75_65_27_56_33_12_88_49_63_94_75_69_33_42_100_93_32_86_84_73_16_44_36,1,0.0,5.0
genes_28_76_36_32_37_7_83_6_0_59_100_28_67_49_38_46_88_80_37_60_85_77_50_72_83_18_23_43_65_44_48_50_96_23_82_55_47_72_40_14_64_37_84_80_29_55_29_52_61_54_63_44_26_78_10_57_76_66_72_66_26_19_33_74_49_3_21_36_44_42_36_70_0_33_39_100_83_75_55_56_56_10_90_72_29_100_55_38_7_91_94_49_31_51_30_23_26_42_97,3,0.0,5.0
genes_27_97_41_9_18_64_65_32_79_48_20_65_24_66_32_83_72_24_57_21_85_6_18_87_10_15_28_87_44_8_33_54_90_54_19_100_33_68_94_15_15_49_84_71_30_47_29_21_100_31_66_81_35_95_5_37_18_16_93_66_55_17_48_91_84_8_2_55_8_17_46_42_91_30_100_25_8_97_36_68_53_57_25_72_63_65_58_99_18_95_85_77_35_19_67_31_16_68_99,1,0.0,5.0
genes_5_59_29_4_90_83_60_32_87_44_36_54_55_73_93_8_94_77_7_23_93_77_50_100_20_33_96_20_91_8_99_55_79_25_19_27_31_65_6_11_83_37_78_15_26_71_66_80_85_56_63_9_97_94_52_80_77_64_47_89_25_99_49_71_24_7_21_64_49_100_37_46_36_31_38_41_62_73_32_56_60_36_79_93_34_40_58_22_7_88_84_20_31_99_15_34_71_4_99,2,0.0,5.0
genes_5_98_29_30_4_23_78_32_0_44_33_33_9_52_87_13_86_76_91_94_92_22_48_89_90_24_38_40_66_11_71_58_76_62_70_27_6_43_3_12_16_37_77_34_61_89_11_98_11_93_37_9_34_78_55_81_77_68_81_89_37_21_49_71_84_60_72_46_20_62_80_4_66_31_39_0_71_88_26_41_57_91_96_8_98_13_74_31_7_47_64_23_65_26_47_33_71_3_36,1,0.0,5.0
