Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_61_47_75_19_57_11_61_23_14_77_97_4_65_3_38_10_52_85_75_34_83_90_69_0_13_10_8_5_9_81_11_1_9_91_33_41_84_9_71_4_13_26_73_92_10_89_45_0_92_53_87_44_37_11_62_52_95_46_89_91_42_52_0_16_84_8_73_51_48_1_26_10_27_95_5_64_63_16_67_15_35_0_37_100_45_50_7_16_31_48_43_97_72_49_71_76_35_75_47,1,0.0,5.0
genes_61_80_28_88_20_13_100_30_87_70_93_74_19_2_34_1_16_8_73_58_86_96_38_81_87_6_50_46_83_63_92_21_92_45_63_95_71_93_72_21_6_15_9_92_0_76_0_95_98_53_39_10_98_87_58_43_65_48_0_80_33_38_86_32_96_14_69_54_16_98_71_3_100_10_44_56_85_29_58_28_39_89_47_84_71_56_48_66_28_96_43_100_48_37_37_29_5_3_37,1,0.0,5.0
genes_55_66_91_22_1_93_94_42_89_28_100_81_8_95_29_3_88_100_26_13_86_78_38_3_77_96_53_37_88_43_77_28_56_59_75_46_51_100_45_21_17_21_91_6_32_89_38_93_86_71_89_36_74_97_88_16_36_84_63_31_14_60_86_51_96_37_14_55_0_98_13_15_66_5_44_51_78_32_69_55_41_73_37_80_80_73_33_54_31_100_42_100_46_79_46_20_32_1_0,3,0.0,5.0
genes_70_54_33_57_4_97_99_30_25_77_18_46_67_35_24_0_23_77_85_29_86_76_73_87_19_76_67_67_64_2_14_24_60_99_21_51_67_14_4_2_8_19_8_93_86_85_37_28_98_7_90_38_39_100_94_17_64_45_100_70_45_5_30_49_84_54_10_8_86_51_69_41_17_76_59_46_81_80_90_75_36_70_25_60_68_27_88_73_24_100_85_9_38_11_52_75_30_0_42,1,0.0,5.0
genes_66_54_27_19_48_92_100_41_82_13_20_98_57_93_26_78_11_80_54_34_85_64_54_13_23_29_70_14_84_42_14_89_61_80_26_27_70_46_45_1_10_40_90_94_77_71_41_93_97_7_90_19_29_100_10_57_38_67_89_70_46_61_12_28_75_9_23_45_70_98_79_41_6_73_44_47_3_26_26_63_47_0_72_80_68_51_98_70_26_28_58_90_50_11_78_22_44_79_45,2,0.0,5.0
genes_63_73_31_19_54_11_100_30_23_81_97_45_7_3_29_10_55_87_73_50_46_30_4_91_22_13_73_5_9_92_14_17_21_96_24_39_79_96_43_4_13_15_95_91_10_89_100_96_98_100_39_44_37_11_78_52_95_47_88_31_46_52_83_16_67_8_67_49_97_38_77_64_18_95_5_56_67_31_73_75_70_3_52_77_69_31_17_70_26_95_42_100_72_32_75_20_23_79_43,1,0.0,5.0
genes_57_62_94_19_100_37_73_42_95_85_39_100_48_77_33_0_15_60_29_55_58_1_92_10_31_29_38_41_89_93_100_71_90_93_40_81_100_48_78_86_79_77_98_4_5_93_56_3_35_3_60_27_44_44_88_37_41_12_44_31_35_37_12_51_81_25_71_20_16_22_13_27_77_73_21_54_74_26_31_14_73_49_86_12_89_78_86_45_95_98_86_92_16_48_78_76_34_1_78,3,0.0,5.0
genes_69_49_78_57_56_44_93_53_87_8_48_98_55_8_16_78_1_92_73_28_50_64_31_5_85_13_52_92_5_71_4_16_67_22_0_87_89_92_78_23_11_14_100_85_56_79_4_93_34_92_89_13_53_100_63_79_41_46_93_30_100_40_40_16_80_0_71_45_4_71_76_4_81_78_17_45_44_81_42_11_73_0_43_85_81_41_28_17_36_10_7_93_68_71_3_76_87_1_79,1,0.0,5.0
genes_66_19_75_25_49_21_90_42_92_77_27_46_32_56_88_78_78_80_78_36_35_47_31_6_23_13_100_32_31_63_49_14_52_22_100_92_67_44_87_22_25_48_92_93_56_99_19_19_97_32_32_5_47_18_88_0_66_68_84_80_57_60_51_82_67_7_73_98_17_56_86_90_6_78_45_75_44_78_53_51_20_0_43_20_71_35_28_97_36_26_63_65_46_48_3_20_27_5_91,2,0.0,5.0
genes_72_24_28_7_4_13_91_30_87_70_90_46_72_2_24_2_56_8_76_58_84_94_73_54_10_13_50_43_61_81_43_17_60_45_26_51_5_65_72_7_79_27_64_0_86_85_45_32_100_57_90_38_98_87_58_13_64_68_0_80_33_5_34_46_96_42_56_8_16_4_82_95_100_42_59_46_85_80_91_47_35_0_86_80_66_27_29_71_28_100_64_2_8_19_37_32_27_0_42,1,0.0,5.0
