Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_84_29_49_38_96_32_60_12_8_68_80_27_71_28_31_29_45_67_8_98_43_52_32_53_55_12_6_40_70_38_33_18_75_51_65_50_67_73_46_100_54_34_53_67_20_31_18_3_16_43_44_3_15_78_3_98_17_48_41_88_91_63_71_63_45_58_69_72_5_96_40_87_32_33_100_36_76_74_42_88_62_76_1_2_90_22_90_68_12_22_66_75_28_64_73_78_1_10_8,1,0.2,9.0
genes_80_63_57_49_42_52_65_91_90_68_19_99_39_2_26_24_32_8_49_17_41_5_56_11_25_79_5_100_98_32_58_20_100_21_91_62_84_69_19_74_89_98_27_71_8_54_43_43_87_60_23_36_41_87_91_3_33_60_8_32_45_89_64_68_6_16_70_22_56_88_99_42_53_27_6_52_82_71_31_87_78_77_8_2_100_43_73_25_37_2_66_84_40_23_10_28_72_1_38,2,0.125,7.5
genes_84_51_57_18_27_82_20_10_21_84_75_14_70_33_31_36_96_68_48_93_7_10_59_66_0_17_26_33_91_33_85_92_85_47_28_81_33_73_22_85_84_69_46_71_95_41_44_29_97_95_1_99_34_6_33_8_25_64_37_91_93_46_57_94_49_9_2_17_21_29_41_89_81_27_7_32_4_65_35_28_58_15_0_2_67_17_85_15_37_26_97_47_64_20_10_72_92_10_34,1,0.1,7.0
genes_78_59_62_65_45_58_0_35_90_66_75_100_76_75_39_24_22_55_17_14_5_86_52_59_3_96_33_40_76_31_100_88_6_17_8_31_6_78_37_87_90_17_60_100_99_78_10_45_20_31_73_80_24_78_28_3_60_40_62_86_45_58_36_72_60_7_69_11_56_77_74_98_9_23_74_53_4_74_44_87_55_75_6_77_47_40_55_26_31_15_64_69_64_69_79_78_72_0_99,2,0.075,6.5
genes_93_30_54_22_40_47_0_79_10_52_81_28_79_19_6_68_25_48_11_100_94_5_56_50_53_41_85_39_99_32_93_90_43_22_80_57_37_77_65_90_89_65_46_73_97_11_14_6_49_95_33_19_11_2_10_96_21_47_100_92_91_12_34_94_0_59_70_94_56_32_45_92_32_42_68_40_35_77_41_14_59_94_0_28_65_20_90_19_78_99_54_96_40_50_83_9_35_3_42,2,0.05,6.0
genes_84_17_49_49_47_47_84_91_8_73_77_99_54_53_26_24_32_91_49_81_66_12_64_13_44_49_6_71_99_34_84_20_33_21_91_26_61_69_6_74_89_67_53_4_97_35_43_3_19_95_23_32_41_82_32_2_33_48_23_89_91_89_36_68_6_16_9_22_51_88_40_87_53_67_100_53_30_11_31_87_53_94_5_5_43_12_3_15_11_0_67_48_24_23_70_82_0_11_29,3,0.0333,5.6667
genes_83_46_62_49_49_28_20_10_90_83_80_9_79_80_22_37_16_55_49_5_43_46_53_66_20_68_29_66_99_28_100_18_35_21_92_26_72_85_63_86_84_63_51_27_94_35_5_15_51_36_99_45_21_82_32_2_33_38_23_100_46_58_69_72_58_51_68_13_56_35_39_85_6_48_1_21_35_90_34_23_64_72_93_22_66_49_90_86_31_18_67_45_64_24_12_78_30_54_58,5,0.02,5.4
genes_84_64_49_79_5_86_0_43_87_65_79_27_71_28_40_94_45_54_50_100_94_33_54_37_39_27_5_75_13_27_39_83_12_51_95_81_67_73_39_5_84_6_55_35_21_53_40_5_95_57_17_28_44_11_20_61_60_40_92_94_91_58_38_66_3_16_4_50_21_92_39_91_28_43_54_90_20_85_44_87_79_9_1_7_68_21_12_68_27_13_53_78_22_61_83_84_72_0_29,2,0.0,5.0
genes_76_69_57_49_45_47_3_91_28_73_80_99_64_84_27_62_32_91_49_17_9_84_53_14_83_38_28_0_71_32_88_10_100_26_74_38_4_83_39_86_89_98_53_34_0_52_19_45_16_95_23_37_41_20_29_58_72_62_62_71_45_89_94_66_6_55_71_23_54_96_39_42_6_67_32_52_30_71_31_87_58_77_7_6_66_16_3_15_94_2_51_87_24_32_70_76_0_1_26,2,0.0,5.0
genes_99_21_49_41_43_33_56_82_85_94_74_74_74_84_43_90_34_55_17_24_83_52_39_63_71_20_34_65_99_32_96_43_28_51_95_62_30_65_43_3_71_71_65_11_96_13_5_2_23_36_17_45_20_6_28_76_9_40_0_25_70_84_69_89_55_67_94_38_54_73_41_91_6_32_50_78_82_87_44_90_76_72_89_18_66_44_80_37_27_15_56_78_39_36_73_84_92_7_58,4,0.0,5.0
genes_84_2_54_65_45_52_0_80_15_69_80_27_64_84_18_40_29_55_47_0_9_12_53_61_83_27_24_0_71_26_39_10_33_28_74_31_71_77_89_87_81_35_52_67_22_52_19_14_47_61_14_81_17_22_29_61_54_62_62_72_81_90_44_66_56_53_9_6_56_78_40_87_6_29_32_22_76_70_36_12_64_11_77_6_66_16_90_84_37_25_53_48_64_35_83_76_43_10_38,2,0.0,5.0
genes_93_69_57_64_27_50_60_80_10_84_91_14_80_69_26_36_96_68_60_67_6_10_92_60_88_17_6_45_71_29_90_92_85_51_32_81_73_73_37_82_61_97_46_71_97_41_44_10_21_55_59_45_82_6_26_8_50_62_37_91_90_60_57_67_49_12_9_17_55_96_39_91_6_62_3_22_0_96_31_28_76_84_6_2_64_16_74_18_13_17_47_48_64_35_10_72_40_2_32,3,0.0,5.0
