Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_32_15_40_22_19_38_34_25_83_75_49_44_93_87_76_19_50_98_88_10_71_59_83_47_52_2_12_60_21_19_97_55_23_38_55_30_7_97_74_64_71_23_60_81_5_35_23_43_35_37_16_100_100_46_18_41_20_27_63_89_37_56_86_6_88_92_99_85_88_74_48_90_9_92_7_10_48_26_20_77_46_24_47_4_42_16_46_53_72_18_3_34_50_61_18_93_21_91_52,2,0.0,5.0
genes_35_49_76_24_14_48_32_98_0_54_28_10_16_7_82_78_26_21_17_40_37_80_8_53_86_72_2_60_79_92_39_31_23_9_12_15_21_9_39_44_54_92_50_55_41_72_18_59_36_9_38_75_19_68_45_42_95_38_73_42_26_28_26_11_1_99_14_82_36_74_94_13_92_72_55_13_48_38_90_76_74_27_34_92_73_35_50_92_49_86_79_0_86_19_95_42_56_98_38,4,0.0,5.0
genes_82_15_40_6_0_63_34_23_83_74_81_11_93_87_47_19_50_19_78_15_35_59_9_47_52_47_23_33_17_88_97_53_71_38_55_45_7_16_58_46_59_1_60_43_63_38_13_45_34_91_73_49_100_41_63_41_21_70_50_89_87_57_69_6_88_82_96_76_72_83_48_90_37_92_84_14_80_55_19_48_46_4_48_21_39_80_50_48_72_21_86_38_4_61_45_48_25_91_77,1,0.0,5.0
genes_82_15_13_98_0_41_34_74_83_37_29_44_93_78_47_19_50_70_39_37_84_32_73_47_20_48_53_76_66_83_100_95_23_20_55_46_7_22_74_46_71_54_95_41_63_5_15_54_30_46_73_100_100_41_5_69_20_38_93_7_56_33_6_50_11_5_96_74_72_83_45_4_93_64_84_10_80_26_31_53_48_77_82_21_36_70_48_36_72_55_99_13_70_65_26_59_21_52_92,1,0.0,5.0
genes_42_68_38_98_70_68_62_95_9_54_49_52_7_89_46_23_7_21_83_87_71_61_8_99_47_47_9_36_69_99_40_18_91_38_96_44_35_93_40_91_36_54_44_77_3_49_19_13_49_9_84_49_64_43_62_51_13_19_18_72_13_61_57_50_7_89_34_73_47_24_94_51_33_18_73_15_84_96_25_48_32_84_34_32_55_77_55_55_24_55_27_14_47_42_40_80_69_50_35,1,0.0,5.0
genes_87_21_92_56_25_19_38_74_12_37_35_83_75_50_47_9_26_41_83_36_36_64_74_70_51_50_51_3_54_49_10_96_23_62_99_48_7_12_31_46_27_28_5_66_28_66_33_45_36_46_98_77_61_30_63_4_20_27_23_89_37_61_26_46_56_100_98_70_15_19_0_70_57_76_84_42_80_96_16_76_46_77_84_42_59_65_45_71_28_71_26_100_22_82_8_1_95_76_30,1,0.0,5.0
genes_7_58_11_34_23_16_64_74_83_37_4_52_25_87_47_57_41_2_39_36_33_87_97_24_92_40_47_80_79_67_100_31_23_20_55_98_91_16_64_62_77_95_0_66_48_23_7_55_36_56_62_17_91_27_27_48_20_27_73_17_79_61_84_51_59_28_35_55_26_87_43_64_85_76_12_100_83_21_25_72_6_24_46_94_55_89_49_93_72_32_99_100_25_69_31_21_19_34_6,1,0.0,5.0
genes_42_68_38_24_70_100_62_74_83_54_31_44_93_7_47_19_7_21_100_36_41_59_83_47_52_2_53_76_50_88_100_15_38_62_96_47_35_16_27_91_5_26_0_67_3_38_21_10_6_37_84_100_100_41_54_41_20_27_18_75_13_65_85_46_88_82_26_82_67_7_94_4_36_18_55_16_50_100_36_76_46_77_34_21_40_65_55_77_72_21_79_92_52_61_40_48_21_91_52,1,0.0,5.0
genes_84_16_44_56_0_13_62_98_2_65_51_96_91_79_78_19_7_41_100_27_79_57_83_75_51_97_5_62_76_37_100_63_69_47_57_9_35_52_70_13_12_87_8_20_10_66_45_5_74_5_2_32_65_45_63_0_9_70_83_36_87_74_22_15_86_100_98_82_37_78_30_73_36_51_44_84_30_47_63_73_17_83_40_83_30_16_58_68_69_76_67_0_22_57_37_31_19_97_30,2,0.0,5.0
genes_7_71_46_24_14_41_81_24_2_59_32_43_82_17_59_19_69_16_83_87_85_52_7_79_31_33_52_68_43_1_40_47_8_15_38_46_7_22_71_62_6_57_13_14_73_64_51_86_20_42_75_81_68_27_58_11_20_38_49_12_79_31_49_53_84_80_43_55_1_31_39_49_24_73_32_14_60_38_89_74_47_75_46_76_55_99_49_71_62_1_45_0_22_82_93_59_70_84_92,2,0.0,5.0
genes_7_48_73_61_46_31_32_52_44_81_34_90_52_42_60_19_50_21_79_32_84_21_83_50_66_38_47_78_17_0_100_54_70_20_55_85_36_26_33_27_20_52_0_31_92_71_51_58_30_12_57_36_76_71_45_13_42_67_18_38_56_61_6_80_37_99_78_94_24_92_78_76_59_18_44_100_1_96_93_76_68_24_24_94_33_65_49_86_25_88_28_86_25_64_0_64_29_11_43,2,0.0,5.0
