Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_62_9_81_30_86_13_100_66_98_65_81_76_69_62_55_63_25_21_80_16_37_21_16_63_27_75_24_48_44_88_84_72_64_37_0_39_61_30_67_87_81_46_35_87_99_7_79_23_10_49_79_30_4_56_56_86_91_50_90_30_65_43_0_43_78_5_12_92_24_38_96_28_49_37_36_57_62_42_39_72_0_67_69_41_71_8_86_98_100_48_97_91_43_89_91_29_50_3_91,1,0.0,5.0
genes_9_11_81_44_40_16_100_66_85_67_83_3_6_26_54_77_22_94_73_17_25_0_16_96_45_87_61_42_14_88_80_12_67_42_90_37_70_30_69_63_81_51_97_44_100_7_1_25_86_59_83_36_31_75_32_86_98_44_38_87_67_87_23_39_70_65_14_82_28_31_96_28_21_33_2_43_83_85_43_38_50_73_69_46_70_17_86_29_99_100_78_91_77_62_99_33_44_33_62,2,0.0,5.0
genes_100_36_31_52_53_13_95_27_89_34_35_77_60_37_30_63_28_73_80_34_47_71_16_24_8_87_57_33_42_91_60_42_77_90_81_42_33_34_47_4_29_57_35_87_99_10_59_28_10_49_83_4_94_75_78_74_27_50_78_87_87_35_24_13_6_27_12_36_42_26_87_28_49_29_92_32_83_56_39_48_0_73_46_37_72_17_92_86_100_93_96_91_44_65_6_80_44_0_62,1,0.0,5.0
genes_62_14_81_25_53_13_100_69_15_67_83_77_60_33_33_37_2_95_80_33_37_71_89_55_78_87_60_85_42_88_55_12_23_94_83_86_70_30_75_4_81_54_35_87_94_44_77_11_62_77_79_25_95_39_54_74_27_61_90_87_21_42_23_47_98_60_12_45_42_30_99_48_44_97_54_54_15_51_11_48_0_75_69_41_70_8_25_13_9_38_99_91_66_67_37_29_44_28_26,1,0.0,5.0
genes_100_40_24_52_38_82_54_5_86_34_21_76_69_24_56_37_54_73_84_84_37_15_81_60_11_17_24_34_9_53_56_42_46_36_81_41_82_59_36_15_86_49_66_87_95_70_69_26_87_72_83_4_0_61_78_74_96_50_38_83_43_43_37_95_46_3_19_92_24_89_30_79_24_29_95_35_69_54_39_72_18_84_43_37_72_28_96_90_87_93_53_37_44_72_73_72_55_84_26,2,0.0,5.0
genes_62_9_56_29_53_53_100_66_33_67_83_77_60_62_43_63_28_21_46_17_37_80_16_66_9_87_64_18_44_96_60_16_8_97_67_85_70_30_47_0_81_10_35_87_99_7_69_41_89_70_79_32_1_75_54_86_36_50_61_89_65_35_23_39_85_93_96_99_42_89_54_98_49_37_2_54_83_51_39_48_0_73_69_9_70_54_86_15_96_38_83_91_74_71_91_29_44_28_62,1,0.0,5.0
genes_100_43_31_20_33_82_3_24_87_80_25_77_4_37_46_83_9_73_39_34_47_49_82_29_78_82_28_34_40_91_56_22_47_30_20_42_81_84_41_3_29_56_71_87_70_41_27_26_54_48_35_4_30_5_78_71_39_42_54_94_87_43_19_13_65_0_18_85_23_81_59_100_24_33_6_55_81_56_38_14_24_73_0_37_72_28_96_38_87_93_53_99_39_51_6_80_58_0_21,1,0.0,5.0
genes_62_9_81_30_53_17_100_66_10_67_83_77_60_62_30_63_28_83_67_23_37_71_67_33_11_97_61_63_44_65_80_12_67_43_67_92_67_38_38_4_84_7_35_44_75_9_59_41_89_50_79_32_4_75_54_86_97_50_90_87_65_52_23_39_78_9_12_99_42_28_96_28_30_37_12_54_8_51_39_19_0_68_69_39_70_17_86_29_100_38_98_91_77_89_75_77_44_28_90,1,0.0,5.0
genes_96_9_81_30_33_46_96_66_85_81_25_77_60_87_33_63_9_21_80_34_37_12_16_67_78_82_28_42_43_79_58_12_67_97_20_39_70_30_47_95_81_56_71_87_99_9_59_26_10_46_35_20_30_75_54_86_29_50_57_87_65_66_19_43_78_91_20_90_42_81_59_25_21_37_2_55_83_51_39_14_0_73_0_41_70_17_86_26_92_38_40_91_77_51_90_29_37_28_62,2,0.0,5.0
genes_68_59_81_4_53_53_100_66_15_67_83_13_66_31_33_56_24_21_80_12_37_71_85_67_8_87_61_42_44_65_64_8_67_27_67_39_71_30_47_4_71_10_5_86_99_24_12_42_10_49_75_94_31_70_19_86_36_50_61_87_88_56_27_39_97_93_14_99_25_31_96_24_22_37_10_54_83_90_35_28_24_73_69_41_65_17_69_98_100_77_90_19_77_89_41_75_44_79_62,2,0.0,5.0
genes_27_11_66_52_33_52_15_21_90_70_89_68_75_30_55_77_22_73_57_32_47_49_81_5_8_28_40_34_14_91_41_42_43_43_89_20_57_26_42_3_29_51_68_87_95_41_5_24_54_40_83_4_28_82_32_10_98_48_78_83_100_43_42_62_6_27_18_95_23_98_98_79_71_30_92_30_93_68_38_34_17_57_46_34_72_25_96_86_98_81_54_85_44_69_42_18_58_0_23,1,0.0,5.0
genes_100_40_31_25_33_82_100_24_89_34_22_90_79_31_55_83_0_95_84_33_45_17_89_24_8_17_40_12_42_91_56_15_43_97_81_37_0_76_75_3_29_54_68_100_94_41_77_28_54_49_83_25_1_39_36_71_88_50_61_93_25_42_26_13_6_60_22_95_23_30_24_48_19_29_92_48_81_56_38_34_30_84_45_52_72_28_25_86_100_15_100_93_44_67_37_96_52_0_26,2,0.0,5.0
genes_100_84_60_44_28_37_100_24_89_34_32_4_60_89_51_83_18_84_84_34_47_21_81_24_27_15_40_38_42_91_60_42_43_90_81_42_71_24_61_44_85_51_66_87_95_41_0_28_54_48_83_2_94_55_32_74_66_56_9_99_87_43_21_43_80_27_26_55_74_89_63_78_21_29_15_32_81_53_68_18_17_35_46_55_72_24_96_86_24_93_53_37_44_18_81_80_58_0_26,1,0.0,5.0
