Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_42_49_69_34_2_23_21_81_4_12_88_38_96_97_74_23_77_67_83_39_28_45_50_24_83_80_53_67_74_100_93_31_8_87_60_46_23_20_65_62_8_85_12_51_54_12_12_54_63_37_8_23_70_35_63_83_40_76_1_75_79_30_81_66_45_78_27_91_1_18_24_4_53_78_6_40_95_94_87_90_19_69_69_98_95_16_46_87_28_55_33_49_19_19_53_41_19_100_89,1,0.0,5.0
genes_82_57_5_56_20_45_23_87_18_63_32_87_56_12_70_65_69_88_0_5_84_44_14_26_50_35_53_71_67_100_54_29_91_13_49_46_30_92_64_27_8_30_60_49_86_21_82_39_52_37_11_12_100_40_59_69_8_48_45_35_45_19_86_66_49_62_83_71_25_71_57_60_29_18_73_17_84_56_21_84_15_76_1_28_35_81_90_85_66_85_41_76_22_74_5_36_93_76_38,2,0.0,5.0
genes_82_45_13_51_22_75_33_93_1_63_91_88_6_9_16_34_97_71_77_0_33_50_14_24_69_44_36_91_96_14_35_25_55_60_8_53_21_11_20_63_27_28_56_27_38_98_82_34_52_53_74_100_87_66_34_18_15_43_31_36_12_6_86_66_58_57_91_81_47_83_60_79_54_52_60_5_99_17_85_50_46_71_39_83_71_2_90_73_5_46_79_14_58_56_68_5_51_35_99,3,0.0,5.0
genes_34_48_41_57_15_32_60_20_2_45_93_33_95_33_70_0_68_21_2_79_77_27_14_69_52_9_24_59_79_65_98_26_92_60_55_20_26_90_33_91_36_97_20_52_32_49_1_25_36_47_51_32_78_40_63_15_14_43_44_24_44_62_85_47_12_78_98_94_37_88_0_76_51_94_5_42_86_4_26_83_46_75_34_89_62_59_46_39_28_84_97_5_25_17_28_43_24_97_30,3,0.0,5.0
genes_32_90_33_99_23_86_37_89_8_45_46_43_15_20_98_45_63_62_80_82_31_44_4_67_22_74_41_88_77_49_40_35_22_18_47_14_7_9_50_23_27_47_97_11_67_18_49_57_75_67_95_97_100_71_67_55_5_70_9_12_10_15_41_51_99_80_95_83_48_16_0_78_29_96_69_16_60_85_21_94_33_79_26_22_36_96_46_73_51_79_24_78_62_19_30_50_51_57_89,1,0.0,5.0
genes_8_46_3_59_70_90_51_74_7_78_95_34_5_75_92_7_11_63_77_9_37_51_14_8_89_89_67_16_46_87_40_63_27_58_53_45_21_9_82_21_11_90_15_59_31_7_31_1_33_53_77_13_66_52_40_20_87_78_23_24_33_12_19_45_54_91_17_11_34_27_52_53_44_18_6_9_36_37_23_37_51_40_79_43_33_100_49_88_66_36_74_12_27_70_94_74_68_35_17,3,0.0,5.0
genes_30_47_54_48_18_31_29_80_4_54_26_28_96_13_74_62_3_60_79_39_79_57_55_26_73_37_9_84_83_70_43_18_86_62_61_47_26_9_28_90_72_87_72_86_29_93_79_22_34_49_98_53_95_40_67_70_87_70_15_88_38_58_79_47_16_85_94_100_44_78_0_22_28_76_50_4_98_100_92_81_67_86_5_41_41_96_58_89_47_85_81_79_52_84_35_88_19_47_91,1,0.0,5.0
genes_42_89_6_98_25_52_10_80_4_62_28_37_54_90_50_54_79_96_77_44_36_41_34_78_12_23_69_11_70_65_53_34_24_99_60_42_3_11_20_91_27_49_78_36_33_14_30_24_75_37_38_96_5_17_2_12_87_70_45_7_47_9_98_52_36_61_34_17_46_68_5_56_85_71_17_8_0_57_31_77_68_73_21_45_60_29_86_85_47_37_79_14_49_24_23_76_50_33_19,2,0.0,5.0
genes_8_46_13_59_14_45_56_100_53_29_86_37_49_56_23_14_97_2_77_95_68_61_14_47_69_7_24_91_43_14_40_25_40_9_20_17_38_89_41_91_52_55_99_91_74_8_82_25_52_47_34_84_5_26_49_12_42_11_73_22_37_59_86_51_42_0_74_54_53_85_60_62_54_92_68_9_53_19_14_53_26_73_47_28_54_65_45_53_55_22_37_14_52_68_87_79_50_33_38,2,0.0,5.0
genes_82_44_26_51_22_45_64_5_53_61_28_86_91_35_48_36_64_88_77_68_36_46_27_24_50_49_24_62_81_96_100_34_38_51_8_45_26_11_20_16_8_28_75_27_90_42_66_34_52_53_95_84_87_33_9_18_15_62_51_36_41_9_8_51_58_57_83_94_49_68_84_56_54_92_78_19_84_54_16_71_15_79_31_83_74_65_58_90_47_54_37_14_58_61_47_79_92_35_38,1,0.0,5.0
genes_35_54_80_51_48_44_10_80_4_62_60_86_59_94_50_19_68_96_77_44_36_34_50_78_17_53_69_66_70_48_53_34_18_51_7_14_3_11_20_50_27_49_58_51_67_7_30_44_75_37_95_96_100_7_59_47_87_70_67_7_80_8_98_52_90_61_34_21_10_68_5_92_88_60_35_12_0_52_31_77_19_61_21_43_60_92_49_85_47_37_79_14_22_24_44_42_34_50_43,1,0.0,5.0
genes_91_44_51_59_0_87_24_23_52_63_31_93_95_35_20_27_64_27_77_90_32_64_14_10_69_33_22_5_81_66_100_36_81_22_49_47_70_90_41_16_56_28_78_46_0_42_17_33_71_22_34_100_87_38_56_68_26_11_0_31_41_12_10_51_75_85_83_68_1_83_49_2_26_92_73_81_84_58_14_84_71_76_27_28_88_65_46_87_41_46_24_0_60_74_91_35_98_62_38,1,0.0,5.0
genes_38_45_92_98_70_40_12_74_5_29_95_83_5_76_20_36_69_17_82_66_37_66_84_47_89_89_67_11_46_37_40_51_27_51_40_45_22_90_3_26_55_96_75_36_29_50_54_71_33_22_30_27_87_28_40_56_22_7_85_36_38_17_6_78_11_4_8_97_29_85_52_76_95_12_76_16_96_100_18_74_16_73_29_43_57_94_49_88_69_46_74_12_27_83_44_74_55_38_98,1,0.0,5.0
genes_93_50_97_95_25_50_34_21_0_40_88_87_98_30_57_75_97_22_84_30_66_83_72_10_20_83_53_62_38_91_40_31_48_53_6_17_25_27_43_27_34_58_9_46_28_56_5_44_34_45_99_98_34_38_94_66_14_33_21_84_79_56_100_76_90_61_74_15_24_83_0_54_92_18_93_11_86_85_22_53_47_53_36_43_100_16_85_83_66_76_97_80_57_61_75_63_21_76_92,1,0.0,5.0
genes_22_51_5_57_4_40_66_72_0_59_43_33_54_16_70_42_65_18_16_5_77_27_14_13_23_15_24_73_20_72_38_38_8_60_48_46_26_83_33_59_36_51_13_52_32_49_73_25_4_47_51_32_70_56_28_24_14_17_72_24_7_19_45_75_50_76_74_98_0_81_0_74_29_94_99_40_83_14_26_81_52_83_47_89_62_94_85_53_28_85_17_46_56_43_97_38_16_36_30,4,0.0,5.0
genes_39_61_34_98_3_45_57_93_1_58_91_31_17_9_29_36_64_67_20_5_68_44_71_47_63_35_36_56_66_14_44_35_55_51_82_46_30_87_28_59_54_0_91_52_38_10_50_15_4_83_72_9_87_72_34_3_37_43_31_35_13_19_100_75_45_74_94_18_13_83_23_63_98_66_84_5_0_17_85_53_46_66_39_43_60_2_49_73_0_46_45_99_31_38_68_5_48_76_99,3,0.0,5.0
genes_7_44_51_98_73_32_25_19_41_90_44_78_49_9_49_37_54_49_77_90_40_41_10_5_95_21_57_30_70_38_40_15_46_51_7_44_52_11_21_90_74_58_99_67_65_66_33_32_71_71_93_32_1_42_56_46_85_63_18_80_81_11_81_45_46_100_43_15_41_15_97_79_92_80_67_80_94_100_23_90_49_82_37_82_57_39_99_53_28_43_23_29_58_24_97_57_34_35_19,2,0.0,5.0
genes_78_47_6_24_4_87_46_65_8_80_91_83_94_73_77_38_64_96_87_4_48_51_50_24_56_87_54_29_79_70_12_64_60_58_60_47_23_25_82_95_8_90_11_62_67_66_69_13_49_0_77_77_50_41_60_22_34_78_75_8_15_5_82_87_48_95_100_93_29_88_97_55_44_18_6_17_98_43_23_83_94_69_1_83_39_33_43_93_47_71_26_28_48_85_44_40_63_97_43,2,0.0,5.0
genes_35_46_76_48_11_74_67_47_2_67_91_29_11_51_73_0_15_49_33_37_36_51_14_72_50_9_21_91_43_87_40_62_91_56_59_49_13_90_20_92_8_49_56_42_79_16_13_49_33_47_64_96_67_70_59_18_15_73_28_89_41_9_89_56_58_52_47_37_54_85_0_56_92_69_60_19_84_19_14_50_18_71_45_98_65_16_53_89_47_38_37_99_29_62_1_40_91_47_38,1,0.0,5.0
genes_82_49_9_38_58_72_67_20_4_38_19_82_19_83_38_29_66_70_67_9_37_45_43_24_69_9_19_34_16_15_100_31_25_51_81_43_42_22_87_67_54_28_100_85_38_10_12_48_34_42_34_32_5_95_63_18_15_45_46_24_33_30_100_75_12_76_98_60_32_85_0_75_49_92_44_76_90_23_58_40_22_75_80_91_77_66_53_87_28_88_46_18_53_61_16_79_24_58_24,2,0.0,5.0
genes_5_47_2_64_31_19_55_21_8_65_31_90_98_5_73_27_65_20_77_92_67_77_83_47_71_94_53_80_38_87_40_35_25_51_54_17_39_27_50_81_36_58_56_41_32_56_83_54_34_41_58_95_9_36_19_47_14_43_18_33_79_58_100_45_56_61_98_15_29_83_100_67_96_18_98_7_84_56_87_73_9_87_34_72_57_75_49_87_72_34_97_9_55_29_90_63_36_57_24,2,0.0,5.0
genes_6_40_26_51_12_87_62_6_0_63_31_89_96_32_18_36_64_63_77_8_32_64_14_67_16_31_22_60_81_66_100_36_40_51_61_46_26_90_50_84_8_100_78_46_0_42_66_25_51_22_11_99_87_38_63_68_41_10_4_36_41_12_11_51_11_80_83_94_49_83_84_2_57_92_78_6_6_58_14_74_15_76_31_28_34_65_58_87_47_46_24_0_60_72_53_14_90_57_38,1,0.0,5.0
genes_5_48_95_48_11_79_60_47_13_54_49_94_11_4_80_0_11_79_33_33_63_34_15_67_52_5_74_66_84_38_40_15_91_54_55_12_82_4_21_4_28_98_79_11_67_16_10_49_71_33_39_32_70_70_47_46_5_33_28_3_79_57_85_51_45_31_49_32_54_85_0_51_92_64_60_86_48_19_18_78_19_59_45_83_19_16_53_36_71_41_24_0_25_24_44_41_20_85_23,1,0.0,5.0
genes_66_46_97_2_31_9_55_20_9_62_78_81_98_42_42_53_78_23_53_40_70_42_50_47_41_0_79_60_38_98_40_42_8_61_34_12_33_89_56_30_30_55_70_46_32_7_11_15_34_41_68_95_17_40_31_46_1_38_21_33_86_58_100_54_58_5_95_15_36_83_0_67_92_18_50_6_94_57_89_76_33_77_32_89_100_92_45_84_66_30_97_34_65_68_46_63_24_97_24,2,0.0,5.0
genes_11_49_53_59_16_44_66_20_0_62_55_86_59_90_59_19_68_96_78_0_73_44_50_10_69_36_53_63_20_49_53_31_64_51_81_14_3_11_44_81_22_49_13_59_67_7_10_54_73_37_94_99_100_7_33_47_87_70_0_75_80_58_94_52_90_61_10_21_1_68_6_92_96_4_63_6_6_52_31_94_47_30_16_94_60_65_46_87_72_34_24_33_22_28_44_42_27_50_17,2,0.0,5.0
genes_34_71_69_40_49_87_22_81_0_87_85_43_56_29_69_23_93_59_14_0_69_83_88_14_69_2_58_67_20_100_99_33_25_51_78_17_39_22_50_62_22_100_15_62_54_12_10_54_73_66_95_18_70_35_33_43_40_76_18_75_77_58_40_51_45_74_23_94_1_18_24_79_94_4_6_6_94_100_90_90_19_30_34_98_36_16_49_48_67_34_21_27_22_40_5_41_31_97_89,2,0.0,5.0
genes_39_71_92_51_48_40_59_81_8_57_35_38_3_93_58_54_72_63_15_21_86_29_14_46_69_48_54_44_67_100_9_26_36_58_78_25_30_26_71_48_72_85_12_65_44_87_31_48_34_46_91_52_38_39_36_20_87_45_75_75_79_30_82_47_32_90_71_93_1_85_0_63_100_7_90_38_26_94_20_81_54_69_36_43_38_27_43_87_67_68_21_30_19_82_36_44_93_96_99,1,0.0,5.0
genes_28_41_2_51_59_45_34_71_8_76_30_91_16_75_86_19_97_21_84_5_86_46_32_24_69_48_82_66_79_10_40_31_67_72_12_25_31_6_24_91_11_58_9_57_70_21_5_54_33_55_71_82_9_75_6_83_95_43_6_24_77_31_41_53_59_41_2_97_1_28_90_53_96_96_72_11_98_17_85_77_4_34_36_43_48_18_43_83_0_71_97_9_53_18_95_15_21_51_90,3,0.0,5.0
