Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_5_12_18_94_97_68_15_74_88_73_29_45_66_46_20_64_26_74_75_60_18_100_83_99_51_44_23_100_54_17_87_55_25_9_44_9_16_20_31_50_31_70_79_66_32_72_90_40_36_36_42_79_66_100_67_83_20_70_18_53_87_61_23_26_2_49_30_44_100_19_63_65_24_68_61_10_79_55_19_62_63_24_56_100_77_100_86_65_23_2_32_41_47_59_75_30_98_49_17,3,0.0,5.0
genes_88_85_22_56_12_70_60_78_27_70_65_47_86_52_52_38_83_94_75_13_98_70_85_33_69_8_12_60_44_86_15_85_38_97_53_34_30_99_28_66_71_91_71_83_0_43_52_67_37_52_77_13_84_94_33_6_20_38_83_91_87_22_98_100_52_96_8_77_37_81_24_55_36_45_7_33_83_96_65_76_9_59_90_3_80_19_45_68_76_33_27_41_90_38_0_35_99_97_17,2,0.0,5.0
genes_14_48_69_51_44_46_57_27_54_6_7_92_50_81_90_35_24_25_100_90_78_33_45_50_86_70_83_60_55_37_40_86_55_26_54_19_21_93_29_84_66_56_8_62_89_66_45_13_20_7_67_100_74_50_54_5_9_12_83_27_86_32_69_71_67_94_98_82_37_31_93_35_68_18_42_10_94_3_89_69_57_80_92_7_73_31_49_87_26_71_37_0_50_62_39_89_22_4_43,1,0.0,5.0
genes_4_8_10_98_36_11_82_76_3_84_9_100_85_94_52_76_24_18_83_37_29_70_36_73_73_25_47_72_67_86_47_2_91_9_84_85_0_19_5_62_11_82_12_55_53_24_21_12_71_38_94_32_92_2_64_66_11_33_83_80_61_33_45_24_2_82_26_86_94_5_86_46_51_49_7_19_19_96_57_54_61_52_73_89_39_85_46_83_69_29_24_80_15_16_14_0_40_52_53,3,0.0,5.0
genes_32_15_10_34_84_98_15_48_22_71_87_18_93_82_81_2_66_94_83_14_99_75_40_70_21_100_0_60_62_37_81_97_56_83_25_44_46_55_11_44_70_1_55_65_73_67_18_15_71_11_42_17_14_5_64_39_53_94_7_42_87_64_98_80_85_72_98_45_88_69_26_73_92_100_59_10_97_4_94_33_46_86_47_82_95_20_66_93_2_38_95_38_59_92_79_34_65_56_10,3,0.0,5.0
genes_87_52_50_29_23_95_62_98_90_69_49_86_1_87_47_78_46_93_83_44_98_70_14_75_43_42_27_72_65_64_11_41_38_11_16_48_16_9_29_50_68_93_5_66_32_97_57_45_33_5_0_27_84_27_63_8_22_38_58_36_36_56_86_84_60_56_6_57_1_17_55_68_24_55_68_97_83_29_53_44_71_75_46_92_55_19_51_75_46_72_42_97_54_19_13_21_21_91_77,3,0.0,5.0
genes_32_68_73_21_43_95_60_45_2_63_29_18_64_60_76_2_29_22_82_82_33_37_16_7_20_44_47_3_42_99_85_65_37_42_25_16_13_17_53_46_76_96_73_49_82_5_85_12_74_46_84_15_86_1_92_51_18_38_51_75_56_63_98_53_3_94_27_86_23_39_3_69_42_21_73_73_9_70_76_55_48_49_40_38_79_19_82_81_2_83_42_95_31_38_44_71_67_52_90,1,0.0,5.0
genes_87_17_48_34_23_50_61_98_2_34_81_29_93_87_47_78_46_98_79_44_31_57_83_75_37_96_52_63_76_91_11_39_34_51_58_48_42_9_68_49_27_91_5_42_12_49_13_12_41_5_62_17_100_27_26_8_18_25_91_36_89_56_86_80_86_56_35_74_1_97_48_68_24_69_68_88_80_35_53_73_68_79_4_93_40_11_49_9_46_4_42_10_41_19_37_21_21_90_77,2,0.0,5.0
genes_13_67_96_51_14_65_29_24_29_50_80_47_5_72_65_38_6_61_37_84_26_85_83_15_81_44_3_72_43_97_82_96_38_51_44_1_45_59_72_57_27_55_82_68_32_66_74_91_32_69_74_9_86_1_62_6_54_38_55_21_36_25_86_14_84_100_65_32_90_97_3_50_24_52_91_16_83_96_19_76_3_64_50_4_55_19_55_75_87_29_71_50_79_54_2_71_28_76_91,2,0.0,5.0
genes_7_49_48_56_14_63_81_98_2_54_10_29_19_57_76_2_69_94_79_88_37_57_18_87_65_91_52_63_76_91_10_34_78_62_56_1_16_52_10_49_27_91_2_44_41_49_47_8_43_5_62_100_71_45_58_53_22_12_22_36_13_52_86_71_54_100_34_73_1_36_13_69_24_71_19_21_80_95_87_73_14_79_40_96_100_32_86_53_49_29_22_32_55_42_93_0_4_91_16,2,0.0,5.0
