Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_82_64_55_46_38_4_58_44_85_93_82_77_86_27_46_69_33_70_74_17_89_9_58_87_49_56_79_41_78_28_95_10_21_29_67_33_93_10_66_95_82_26_33_38_25_11_14_18_15_35_37_27_100_32_27_76_73_46_36_100_61_17_98_88_89_16_5_99_56_89_39_35_53_63_71_71_74_92_29_15_70_81_1_11_96_16_76_31_95_43_67_89_39_66_8_72_44_48_74,1,0.15,8.0
genes_82_55_52_69_17_4_21_70_85_94_80_8_86_74_47_69_42_67_49_17_89_54_58_64_79_20_85_7_68_36_92_92_21_20_90_95_1_6_54_95_48_8_33_38_99_5_6_44_14_40_37_24_26_5_28_98_52_46_36_57_61_62_48_60_94_60_64_87_59_94_11_83_32_63_51_9_84_96_29_88_71_11_0_33_66_44_76_31_37_43_53_46_100_97_50_13_0_46_13,1,0.1,7.0
genes_77_65_67_24_51_55_60_57_16_74_83_30_11_78_27_22_40_60_53_12_86_85_44_61_13_78_82_78_96_34_0_18_49_31_63_54_63_80_37_94_86_63_55_67_90_51_74_30_49_31_64_59_21_8_29_18_20_81_78_78_92_35_39_89_88_63_46_36_74_78_43_41_53_34_7_87_56_85_68_94_88_6_42_17_96_40_97_25_51_17_64_11_28_31_84_78_100_0_53,2,0.1,7.0
genes_78_55_91_34_42_50_60_76_90_33_13_65_11_35_35_35_30_60_48_30_91_72_53_60_18_53_30_100_100_26_92_0_59_85_9_26_63_10_35_3_23_38_33_4_88_15_14_50_56_79_64_2_67_7_28_79_57_74_78_88_78_43_36_100_6_60_64_81_98_37_100_42_53_38_10_27_76_85_37_87_22_88_2_9_99_19_79_25_99_43_53_88_64_29_4_80_96_46_50,3,0.0667,6.3333
genes_77_57_57_33_39_43_6_65_88_80_80_32_88_7_47_86_35_11_49_24_91_74_44_68_77_83_35_39_51_34_89_1_47_92_94_96_72_73_73_30_86_1_86_30_93_20_19_44_49_41_83_56_60_20_61_80_57_87_37_81_89_35_64_14_9_67_66_86_35_28_55_82_81_36_62_60_84_81_70_36_52_55_85_10_61_43_80_23_32_7_14_14_24_20_84_80_0_48_58,2,0.05,6.0
genes_90_57_33_53_45_40_60_25_82_64_4_76_83_24_47_46_50_44_48_23_93_44_58_57_52_19_6_42_78_33_90_92_12_28_87_91_84_56_18_27_85_0_68_20_88_91_12_8_52_80_20_37_20_5_11_81_58_43_78_100_91_49_55_59_6_67_16_23_9_37_67_98_11_37_54_48_35_89_62_7_47_58_16_24_89_42_74_95_34_23_63_43_15_31_12_78_92_0_60,3,0.05,6.0
genes_73_57_100_47_45_47_3_22_88_9_1_28_68_24_40_58_32_71_46_30_93_44_53_60_60_29_45_53_90_5_65_5_56_92_33_30_70_76_39_87_59_10_100_68_24_5_22_7_33_79_29_37_79_25_11_76_58_57_78_78_99_33_51_90_89_13_0_100_23_37_72_42_11_42_74_48_74_87_58_7_22_53_0_24_100_95_74_11_100_35_18_25_68_71_9_73_45_8_34,2,0.025,5.5
genes_78_65_75_35_43_4_96_26_88_66_20_11_44_27_46_46_40_64_30_9_40_79_47_57_55_46_41_43_83_27_92_92_45_91_21_17_68_70_21_95_84_58_53_70_97_50_12_43_97_46_15_37_29_6_36_61_50_59_0_18_81_47_63_96_78_56_64_100_76_35_81_33_27_41_36_29_15_84_40_87_62_8_91_41_66_43_97_22_37_30_58_49_52_31_16_81_48_0_62,3,0.0167,5.3333
genes_80_65_68_54_36_12_8_66_88_69_79_8_15_35_47_33_27_60_49_95_89_75_17_60_43_53_82_100_96_22_92_97_33_16_85_7_6_2_29_43_89_16_30_100_71_51_54_57_21_85_29_39_100_6_42_98_66_96_57_72_77_35_65_84_83_12_14_90_36_73_100_44_44_34_47_46_58_47_54_14_77_9_6_8_96_42_76_25_88_27_16_98_64_66_4_19_1_5_27,2,0.0,5.0
genes_97_50_96_35_45_30_55_65_85_64_16_52_44_85_29_69_53_63_34_24_84_54_59_44_29_38_100_44_51_28_54_3_45_16_67_40_72_73_34_2_80_26_28_49_93_54_14_8_92_39_29_50_39_78_33_12_61_85_38_18_90_20_3_91_8_9_67_63_21_71_99_90_46_36_71_29_58_89_55_7_89_80_0_94_99_16_86_23_36_17_51_68_24_66_13_82_44_8_39,1,0.0,5.0
