Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_34_80_72_15_9_52_30_32_0_15_57_24_5_29_88_0_25_72_56_18_5_31_71_40_63_25_90_100_53_73_38_14_25_70_93_61_6_12_65_12_15_24_87_85_75_12_82_58_93_68_71_9_87_16_40_9_4_28_61_87_12_36_29_86_51_5_61_51_20_100_80_4_75_32_35_8_85_40_35_15_79_2_88_7_59_13_64_28_67_88_62_72_30_13_57_64_5_0_28,1,0.0,5.0
genes_40_59_39_29_7_52_30_71_50_63_65_34_43_61_88_0_72_30_95_30_80_31_70_94_17_61_3_46_67_94_27_92_76_54_39_100_6_60_88_6_13_49_82_17_5_30_82_54_97_19_23_9_92_20_80_54_55_90_96_4_36_80_64_86_73_22_4_27_25_91_78_4_72_2_31_37_27_99_18_52_60_59_39_6_35_13_95_23_33_88_85_69_30_52_45_31_11_69_100,2,0.0,5.0
genes_36_97_49_35_84_85_30_27_8_19_53_31_43_77_96_66_20_35_93_50_44_18_64_70_36_70_28_9_56_74_84_95_71_70_63_65_37_60_15_6_13_83_85_34_33_36_21_93_92_59_66_25_12_54_80_4_82_88_0_87_8_43_29_86_26_11_1_43_24_89_51_31_78_29_27_87_24_89_38_56_79_60_44_51_33_13_22_14_7_91_10_98_5_86_83_28_12_23_22,3,0.0,5.0
genes_53_59_39_87_7_82_38_71_50_44_20_99_54_72_88_70_82_24_95_29_85_74_69_73_10_3_27_0_68_36_51_42_76_16_41_100_27_64_41_71_21_49_85_16_5_96_21_97_34_66_66_66_48_76_10_7_55_90_12_87_42_23_49_41_52_53_28_28_19_90_78_0_3_45_51_41_0_90_35_56_31_6_86_54_65_39_80_58_33_37_0_32_26_52_79_31_81_1_100,1,0.0,5.0
genes_18_59_49_76_15_27_39_70_0_20_62_68_69_20_70_5_83_45_96_31_51_34_51_73_62_62_94_48_67_36_31_53_71_20_27_60_24_63_75_7_53_50_85_67_76_74_26_86_68_44_6_25_86_20_53_52_13_67_58_66_26_66_28_31_67_3_8_52_49_62_78_69_17_92_31_81_27_87_55_76_6_59_4_69_40_42_95_52_7_49_6_96_90_52_30_31_5_21_97,1,0.0,5.0
genes_43_2_4_11_9_43_28_85_61_63_60_96_66_67_95_95_25_72_33_88_82_89_11_98_48_33_95_43_19_89_88_78_73_29_36_8_27_48_16_17_13_43_88_12_4_91_69_32_34_63_74_53_90_95_40_79_76_23_46_63_58_23_44_68_19_70_61_20_99_62_37_2_65_51_21_90_75_85_23_100_47_91_84_64_75_63_84_23_4_89_56_96_9_19_35_37_11_70_31,2,0.0,5.0
genes_31_93_97_57_4_80_35_32_1_46_9_36_67_65_99_63_25_35_14_26_94_31_50_97_52_33_51_46_58_44_31_51_65_58_7_65_73_96_64_19_57_90_68_46_73_29_37_10_100_96_62_73_97_51_41_80_47_66_51_65_29_39_40_38_84_16_20_34_21_88_83_79_72_24_23_37_84_2_15_76_83_10_44_9_33_7_88_30_42_88_0_54_40_10_80_18_7_47_22,3,0.0,5.0
genes_79_99_0_35_89_27_59_88_7_63_57_36_57_73_93_5_32_31_14_18_33_18_63_86_90_66_8_46_66_42_8_18_71_70_18_52_22_63_15_76_62_55_89_34_79_66_21_3_94_63_62_27_12_56_53_52_4_70_75_79_8_43_34_67_75_16_1_43_48_89_51_71_81_29_27_83_24_89_18_62_79_60_91_51_59_13_22_39_71_56_10_98_30_51_71_28_25_45_49,1,0.0,5.0
genes_17_93_4_6_8_57_28_67_61_46_73_32_66_72_24_3_82_76_16_87_33_51_57_45_55_32_28_46_46_46_88_20_79_65_36_7_27_84_16_17_15_43_98_39_4_9_80_13_93_92_90_54_40_95_86_51_86_23_43_65_39_21_44_97_21_52_9_59_40_62_85_59_77_47_28_89_83_15_39_54_55_10_89_48_31_7_98_33_39_56_94_72_98_24_18_37_61_30_33,1,0.0,5.0
genes_31_82_0_17_14_35_54_71_0_21_58_32_66_71_92_4_60_56_61_30_55_25_41_76_18_38_3_83_66_20_31_92_75_61_40_50_37_68_85_12_53_42_89_69_47_26_7_6_92_94_98_27_55_16_84_57_55_10_96_97_39_23_25_86_26_1_8_33_39_13_49_58_22_27_27_41_74_90_10_36_60_57_82_93_82_51_85_66_59_36_85_54_32_10_84_29_39_49_92,1,0.0,5.0
