Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_85_52_72_66_28_5_63_2_33_71_95_27_50_35_89_70_87_76_93_93_80_26_10_18_100_28_3_42_16_31_51_75_77_16_40_100_9_87_88_12_62_77_97_31_61_65_72_10_98_55_97_36_86_38_75_52_52_71_54_5_40_24_30_37_24_51_4_59_25_63_39_35_0_97_4_40_8_84_85_38_41_10_82_8_66_63_34_65_5_82_42_61_46_25_57_71_1_98_38,3,0.0,5.0
genes_43_87_5_49_15_83_59_36_73_54_60_44_43_2_93_44_72_20_56_88_36_80_3_99_59_29_27_43_39_36_8_95_76_94_75_47_26_65_64_46_1_42_85_34_5_70_40_6_94_91_100_7_43_44_80_52_59_90_79_92_41_86_39_85_75_46_14_55_23_94_78_33_12_31_11_41_84_92_18_100_16_7_24_93_44_15_55_56_42_62_56_18_28_3_70_70_0_45_100,1,0.0,5.0
genes_18_86_19_9_21_37_37_40_81_63_25_81_9_82_74_63_84_72_59_38_55_26_41_45_60_33_53_99_21_77_85_21_74_30_20_65_42_38_12_6_36_49_49_10_15_66_80_21_7_42_91_36_22_46_45_11_44_23_50_92_8_22_0_86_75_85_98_20_65_0_76_29_81_27_24_40_89_93_17_56_29_90_88_93_43_32_79_42_7_45_7_35_40_14_76_31_68_46_100,1,0.0,5.0
genes_24_81_0_40_13_83_66_35_16_46_89_89_94_13_93_5_27_25_56_27_33_25_43_40_59_42_51_38_11_40_81_47_77_66_19_89_46_86_71_57_22_4_68_49_52_59_21_58_87_40_22_96_30_52_93_57_5_23_50_48_79_36_32_56_19_91_12_61_28_38_16_47_70_31_33_9_0_100_16_67_100_57_23_92_65_43_3_59_15_37_56_95_30_17_19_29_8_94_22,2,0.0,5.0
genes_5_52_3_13_17_5_68_88_33_71_90_27_26_23_12_75_87_76_93_42_83_26_31_99_11_27_31_7_58_93_80_75_76_19_40_85_24_49_79_48_62_73_100_85_83_65_37_16_92_55_54_8_28_38_75_56_78_71_54_47_35_24_28_35_45_1_18_54_25_58_52_35_0_26_23_37_8_87_15_38_85_69_82_7_66_23_89_65_7_83_42_92_40_84_78_17_81_9_39,1,0.0,5.0
genes_47_81_4_45_15_93_59_28_73_54_60_32_66_70_22_5_87_45_56_88_85_31_27_46_60_33_90_38_39_59_8_95_76_94_7_66_27_84_60_0_1_49_64_85_5_94_68_6_88_54_59_36_43_16_82_52_59_23_73_92_8_18_92_41_26_46_9_55_23_77_47_33_60_29_11_45_84_88_32_58_16_91_90_95_79_2_56_56_17_37_54_56_89_40_79_70_86_49_100,1,0.0,5.0
genes_31_98_49_49_50_4_27_39_4_54_57_93_66_67_22_5_79_26_50_30_82_91_55_20_59_33_90_46_43_89_74_53_11_25_20_58_29_68_82_6_17_45_76_8_52_100_82_6_88_42_58_71_66_36_34_52_83_30_58_63_29_36_28_93_44_10_0_32_95_59_52_64_0_30_22_91_8_99_35_92_89_9_82_51_44_15_57_37_67_34_38_35_35_13_70_21_86_95_84,2,0.0,5.0
genes_80_59_5_43_15_88_28_71_30_21_60_89_57_61_93_8_87_76_56_27_96_31_62_43_59_29_41_4_58_59_8_95_81_7_40_62_27_7_71_45_17_73_85_27_5_74_88_6_93_55_91_7_43_16_83_52_55_64_23_92_8_61_23_23_26_12_13_55_23_45_80_35_85_92_36_41_74_90_13_38_52_2_88_98_44_15_95_56_27_37_85_18_53_3_45_70_81_22_100,2,0.0,5.0
genes_78_54_25_49_15_84_59_71_73_92_65_45_57_97_61_5_87_20_20_30_47_31_50_99_59_29_11_14_39_40_7_16_74_65_41_58_27_86_71_5_1_49_10_31_32_72_73_59_89_23_91_31_43_51_80_52_57_23_57_92_71_54_26_35_51_1_14_33_29_43_39_33_76_29_11_96_78_89_100_96_41_91_90_93_18_90_55_37_6_37_56_23_34_3_67_70_81_0_100,1,0.0,5.0
genes_37_81_0_50_8_4_78_32_81_66_41_32_66_78_22_78_83_45_14_46_85_51_11_73_17_61_42_46_95_45_33_51_79_44_7_50_44_64_14_6_57_41_64_85_49_60_37_18_68_71_7_36_28_31_53_7_55_23_58_92_40_86_92_31_43_18_9_20_25_77_79_67_75_88_27_45_70_0_80_14_29_10_71_95_58_94_83_23_39_36_69_56_37_40_43_22_77_79_31,2,0.0,5.0
