Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_15_7_72_45_8_38_42_67_81_44_73_32_52_72_24_5_82_76_34_80_82_37_31_45_22_33_28_46_46_42_86_12_79_65_27_60_22_62_64_71_15_98_100_85_32_9_72_18_95_92_54_53_29_82_10_51_7_67_46_65_78_21_23_37_53_50_9_59_49_87_52_89_77_47_28_25_81_15_39_54_55_10_47_67_31_7_23_33_39_90_94_72_95_11_30_68_77_45_64,1,0.0,5.0
genes_32_84_39_60_5_43_36_31_81_67_55_32_17_65_12_2_87_73_12_83_82_31_50_73_75_33_43_94_42_36_81_73_76_98_67_65_24_38_8_27_15_73_70_69_63_76_82_19_34_27_40_40_88_81_31_88_7_28_58_89_3_8_39_1_51_1_51_59_49_15_18_38_65_3_23_87_84_74_37_76_30_93_70_69_66_39_23_35_39_88_56_50_31_10_82_71_52_3_38,1,0.0,5.0
genes_43_6_4_9_50_85_54_94_24_19_57_94_43_70_37_0_72_72_57_24_80_9_45_4_60_35_51_46_95_80_27_73_73_29_20_72_22_68_3_9_13_42_87_39_70_75_73_52_92_94_23_75_28_95_67_11_2_64_58_94_26_80_39_97_45_2_98_30_48_0_48_59_77_3_23_35_8_87_18_36_60_59_82_64_58_19_98_37_11_56_82_72_79_84_41_35_61_49_31,1,0.0,5.0
genes_29_94_94_4_3_10_65_32_45_19_73_8_33_73_88_7_31_73_90_46_36_26_23_79_64_28_45_17_21_95_33_20_76_71_36_50_59_59_60_52_29_44_64_20_63_65_40_23_92_43_22_40_28_47_82_51_91_20_62_61_67_23_14_43_45_45_98_47_24_94_36_56_78_45_32_83_8_88_26_100_19_13_17_13_89_26_63_38_14_80_77_98_80_14_18_40_63_49_64,2,0.0,5.0
genes_41_2_55_47_14_85_54_36_21_29_20_32_8_74_93_5_25_72_14_40_27_45_84_7_63_32_90_40_67_91_75_45_11_63_89_55_37_66_56_6_17_50_70_31_24_33_83_13_94_44_22_25_90_55_80_52_13_70_12_66_53_88_27_35_19_12_0_55_31_94_28_38_80_28_22_82_9_92_11_41_60_10_16_13_81_26_38_43_67_82_79_21_97_84_78_31_5_79_42,1,0.0,5.0
genes_31_59_93_9_50_35_54_71_92_21_58_32_43_71_82_3_60_31_61_30_55_25_45_76_15_25_0_44_66_20_31_98_8_61_40_47_9_62_53_6_53_42_89_69_33_74_16_6_92_94_98_71_97_12_83_52_55_10_96_5_39_80_25_26_26_0_8_48_39_94_49_50_22_92_27_41_74_90_10_36_60_59_82_93_82_51_35_30_59_29_80_32_32_10_84_30_39_49_92,1,0.0,5.0
genes_34_82_6_48_51_86_54_35_65_79_58_45_43_77_15_0_32_36_14_30_37_23_44_54_63_26_90_10_46_93_57_92_66_62_36_55_9_60_8_6_17_25_83_31_63_72_72_12_95_23_56_53_90_55_78_3_10_70_51_82_33_22_30_70_51_85_26_55_76_0_76_29_0_27_33_70_74_99_18_41_55_59_44_21_33_5_64_10_67_86_2_86_32_18_26_30_49_8_88,2,0.0,5.0
genes_21_59_36_42_7_84_34_71_80_44_20_16_52_72_88_70_87_24_95_29_96_82_59_73_17_29_3_0_64_42_54_73_76_61_41_100_27_64_88_7_6_49_79_16_70_96_21_4_34_56_40_86_29_20_10_7_55_90_84_88_42_53_49_86_74_22_12_28_19_90_52_0_11_45_27_41_0_2_35_24_47_6_86_9_65_39_22_54_33_37_0_32_32_69_79_57_81_1_100,1,0.0,5.0
genes_26_6_0_48_4_83_3_36_4_37_56_94_18_70_15_0_32_33_65_30_79_87_43_73_21_33_20_10_39_73_80_95_11_94_20_58_9_14_53_6_9_100_76_35_1_80_91_6_43_63_68_38_55_52_34_52_68_70_51_58_39_22_26_38_52_2_0_55_21_100_73_70_0_29_35_41_84_99_11_48_31_57_88_5_65_19_80_27_86_88_86_54_44_87_45_30_40_31_34,1,0.0,5.0
genes_36_2_72_8_9_43_28_64_4_42_89_20_8_68_95_95_25_72_84_42_82_89_11_80_48_33_93_43_19_89_93_78_79_70_36_78_59_48_68_19_15_43_88_31_4_30_69_32_34_63_74_53_90_95_40_79_76_66_46_63_53_23_34_46_19_5_61_20_99_98_33_2_65_47_33_45_75_85_23_3_47_91_84_51_75_7_84_23_4_89_56_96_26_74_30_30_11_100_82,3,0.0,5.0
