Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_63_44_91_56_50_46_98_23_95_58_18_93_99_73_23_57_12_12_72_34_49_19_37_42_25_11_29_48_29_31_33_21_71_88_72_41_72_72_91_89_34_28_17_88_7_99_40_98_48_3_28_90_74_83_82_0_16_70_93_57_46_90_39_3_91_17_88_36_20_41_14_40_18_39_10_1_72_60_40_20_37_72_14_22_82_96_27_40_60_45_91_86_68_42_39_79_39_95_38,1,0.0,5.0
genes_60_14_28_56_53_46_95_1_0_75_96_2_3_80_38_74_53_14_75_16_94_14_56_3_26_12_54_57_100_52_70_6_93_36_65_41_14_70_62_1_99_28_53_79_32_67_73_81_41_54_7_39_23_43_59_98_96_45_51_87_15_98_48_16_92_50_8_78_94_48_18_84_18_35_93_52_81_49_6_40_7_89_72_16_51_33_23_16_35_100_90_92_46_18_42_72_63_7_80,2,0.0,5.0
genes_67_19_35_30_47_13_15_44_5_71_95_0_58_68_26_35_54_79_75_34_37_76_15_32_32_20_61_48_14_84_47_19_38_83_63_33_0_45_37_8_79_31_15_87_98_50_1_98_38_23_40_11_41_79_90_0_41_58_92_93_100_8_36_67_77_49_57_80_26_28_72_71_87_82_51_59_81_57_8_18_34_4_89_70_77_11_8_11_27_48_42_75_46_34_78_80_38_7_74,3,0.0,5.0
genes_60_70_35_56_52_23_100_43_88_66_100_87_65_29_23_71_55_9_70_14_45_67_92_51_27_4_97_48_74_100_70_15_48_89_11_42_84_36_54_11_81_22_53_92_13_72_74_64_38_51_36_23_52_80_23_55_47_45_97_91_54_46_32_2_70_55_90_96_23_98_63_38_5_38_23_52_83_88_71_23_70_0_86_98_88_39_37_36_94_51_85_27_47_44_74_76_4_69_12,3,0.0,5.0
genes_22_47_60_24_80_20_100_78_88_67_89_50_63_29_51_83_22_6_73_56_37_80_89_51_13_60_52_42_57_81_59_4_38_86_24_92_45_72_71_3_17_24_93_88_34_39_1_23_89_7_37_12_74_76_27_89_43_46_58_75_65_51_36_22_91_9_26_52_85_98_39_3_13_60_44_57_59_88_6_20_17_55_36_81_77_32_13_67_27_47_46_38_39_17_48_78_34_1_79,5,0.0,5.0
genes_51_59_38_48_50_8_94_5_9_75_13_47_13_77_26_51_55_88_72_34_83_74_60_80_32_16_35_62_6_62_44_4_90_61_89_41_79_8_93_24_85_28_53_92_53_62_73_81_36_41_46_25_37_85_25_75_42_73_63_92_100_13_76_64_92_27_65_95_44_9_18_96_66_35_93_55_83_83_12_30_0_0_72_87_86_33_28_17_25_100_86_92_84_18_63_72_47_84_88,3,0.0,5.0
genes_66_75_67_57_56_46_93_78_89_67_52_50_6_29_26_71_36_2_72_34_87_18_76_85_54_68_3_97_0_65_41_24_15_61_34_41_92_93_72_89_79_19_17_94_85_97_45_31_40_53_36_3_75_86_23_71_96_41_65_77_37_42_11_65_86_20_82_70_48_34_97_95_95_40_2_75_63_88_89_29_20_55_85_81_78_32_33_67_75_95_97_27_67_16_8_84_50_97_82,1,0.0,5.0
genes_0_40_91_56_53_93_27_19_83_66_36_77_75_73_21_57_55_9_73_4_94_14_56_63_25_7_73_80_75_93_57_22_42_88_72_47_67_4_73_21_82_53_17_39_32_52_74_76_55_69_37_58_74_79_46_16_34_98_81_75_9_52_39_99_89_4_82_75_27_20_98_13_18_34_10_1_80_96_11_12_40_73_18_75_75_0_91_78_32_48_91_94_68_34_3_79_11_84_82,1,0.0,5.0
genes_39_40_42_12_43_43_91_30_14_80_36_72_53_29_63_90_58_87_65_4_31_88_42_27_18_60_38_91_19_27_33_0_80_61_33_44_67_36_19_62_17_28_54_52_82_99_73_92_12_75_56_21_74_10_27_69_23_48_91_36_15_50_36_66_56_12_30_51_17_74_20_35_69_30_5_72_80_89_70_79_95_39_65_16_92_96_85_45_25_100_0_94_79_22_77_8_11_91_13,1,0.0,5.0
genes_66_29_35_56_56_51_100_23_29_66_23_7_7_37_28_86_25_70_77_31_94_57_15_86_18_0_37_47_75_7_67_1_48_80_95_35_81_11_13_0_89_22_42_88_15_52_74_100_54_57_40_45_5_80_74_41_37_42_93_21_100_46_36_7_66_9_27_54_62_27_9_23_13_87_47_49_43_86_73_22_15_0_86_76_83_32_23_20_97_66_91_72_52_19_75_74_49_13_95,1,0.0,5.0
