Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_100_64_74_68_41_18_2_38_90_64_83_81_8_62_55_6_22_35_57_12_46_69_93_24_42_98_64_32_24_48_49_11_50_85_89_51_65_74_48_3_85_29_35_89_68_94_72_32_57_58_14_93_47_71_26_79_66_50_55_83_87_52_39_42_6_95_17_90_23_24_96_79_43_61_2_32_32_95_62_43_21_57_62_100_51_15_78_41_32_100_75_89_39_49_11_34_5_6_27,1,0.0,5.0
genes_3_64_79_52_46_20_99_41_89_64_94_6_68_26_58_65_24_75_73_16_48_17_19_67_43_52_64_88_14_67_64_12_26_96_5_86_66_58_47_2_80_53_84_99_89_99_19_37_40_95_31_13_46_26_39_10_33_53_91_87_70_95_23_42_99_9_11_65_24_23_53_34_21_61_54_42_50_57_9_43_53_57_62_34_66_9_85_29_96_33_44_75_39_39_18_16_53_4_27,1,0.0,5.0
genes_99_59_85_23_38_44_95_70_17_69_2_89_38_92_60_95_20_44_56_32_43_74_67_38_66_82_40_43_45_32_41_39_24_42_0_36_76_74_47_0_82_50_35_81_100_98_82_8_86_40_10_41_0_45_54_10_95_58_15_19_100_39_35_42_19_60_98_95_16_38_14_52_21_34_3_34_86_2_47_28_17_16_69_38_17_10_86_31_12_98_0_84_39_73_41_34_95_0_5,1,0.0,5.0
genes_84_94_51_20_40_13_100_10_95_75_94_3_71_26_20_75_7_63_84_22_44_13_19_98_18_78_65_8_45_48_30_5_37_84_25_30_4_47_42_90_66_6_63_69_100_94_4_32_41_27_80_38_99_12_22_34_88_93_87_99_87_48_16_38_6_4_86_99_81_95_100_100_49_34_4_55_81_39_79_18_27_17_4_49_92_16_94_15_68_84_52_41_43_73_73_75_57_47_24,1,0.0,5.0
genes_100_78_99_21_80_16_75_65_62_78_17_7_15_88_12_75_5_22_59_11_47_22_58_36_22_5_26_38_11_88_59_18_27_37_89_75_76_80_25_79_31_48_32_88_99_75_78_28_95_55_79_20_16_91_42_10_34_59_37_90_82_87_19_67_86_54_9_90_79_81_91_51_77_21_3_34_70_50_39_34_74_81_0_100_75_30_35_30_96_38_99_85_49_5_49_89_10_3_23,1,0.0,5.0
genes_97_56_77_34_52_14_3_34_83_61_27_45_68_88_37_83_22_75_58_34_25_13_19_62_2_59_40_47_7_22_47_7_44_84_7_94_74_30_47_76_86_74_12_87_72_80_71_26_87_40_87_9_47_3_30_33_69_53_82_17_100_33_21_44_6_91_90_90_11_52_80_92_73_35_12_51_83_40_59_51_53_14_61_49_62_39_26_19_100_56_5_39_36_66_30_83_64_0_57,3,0.0,5.0
genes_100_86_99_39_52_16_75_68_40_74_86_14_10_25_30_83_3_21_62_11_44_82_58_12_8_74_60_37_11_34_100_15_70_37_83_75_76_34_71_90_62_88_60_91_81_70_61_35_58_38_79_12_16_3_59_49_49_58_73_99_82_81_48_93_6_52_59_96_29_81_96_51_17_97_0_52_61_54_61_40_23_75_0_39_12_15_35_16_18_84_94_62_62_86_16_18_44_66_61,1,0.0,5.0
genes_99_94_12_21_40_46_96_94_17_70_7_72_78_92_38_68_20_44_78_32_43_74_37_38_10_82_40_8_45_32_58_11_24_32_0_89_66_7_47_0_27_50_11_87_100_100_78_8_4_40_74_41_58_40_54_68_95_58_93_94_100_48_35_42_20_60_27_95_73_33_14_100_21_34_3_39_86_0_86_40_17_56_69_100_17_10_96_14_40_98_0_85_39_73_38_30_90_3_5,4,0.0,5.0
genes_98_64_75_33_42_17_100_7_15_70_86_15_71_28_21_65_24_65_71_16_50_11_61_58_50_100_40_37_42_33_64_12_24_84_54_31_0_67_43_60_27_13_60_90_27_35_16_27_6_96_30_92_47_100_90_73_33_48_36_87_56_66_23_94_99_9_96_95_34_45_67_79_22_56_13_74_90_95_59_46_80_92_74_100_51_19_88_86_91_84_27_93_55_78_11_34_84_68_63,1,0.0,5.0
genes_98_74_97_37_30_19_93_31_89_64_75_82_14_86_44_60_3_22_81_12_48_54_58_96_0_23_60_40_14_91_41_15_60_91_89_87_4_23_47_60_87_49_12_87_28_28_1_32_55_40_38_25_28_18_36_58_25_56_36_78_100_35_34_93_79_10_16_95_11_83_99_66_71_64_7_24_83_56_53_94_55_75_75_49_62_52_99_100_48_38_94_80_43_76_92_75_52_3_22,1,0.0,5.0
