Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_29_82_7_20_83_7_71_60_0_45_55_22_16_94_41_0_28_74_2_88_85_42_50_99_48_22_16_50_77_40_54_30_76_61_100_85_7_73_3_64_14_50_84_33_74_71_62_22_57_44_66_70_32_10_68_85_76_26_47_90_26_94_41_36_19_2_17_77_49_4_44_62_78_27_39_46_21_42_33_11_55_37_91_72_62_46_77_63_19_36_94_34_40_26_73_22_6_0_14,1,0.15,8.0
genes_28_76_41_17_83_0_80_88_0_40_94_40_5_73_90_100_72_24_57_65_85_6_22_98_96_90_51_43_91_94_28_14_28_99_18_100_13_50_85_8_11_42_76_50_52_72_56_56_90_38_97_61_29_89_83_49_77_16_63_61_26_14_56_66_88_0_5_56_39_17_42_64_60_71_39_48_75_90_18_70_33_37_88_93_60_94_77_33_22_46_86_54_39_60_18_73_16_68_34,2,0.125,7.5
genes_57_97_80_38_44_80_78_37_92_44_97_32_3_70_22_9_86_39_6_24_6_22_19_80_14_24_51_40_73_82_71_11_77_62_95_3_45_64_3_19_16_42_83_33_21_27_47_6_30_99_62_81_58_65_55_35_18_65_46_95_27_19_43_73_53_14_14_51_20_62_59_32_71_32_98_34_84_85_31_41_57_35_82_9_63_13_55_43_37_88_64_54_66_79_82_31_78_31_30,3,0.0833,6.6667
genes_15_62_41_46_6_12_16_6_19_63_98_32_65_86_34_46_92_19_14_26_82_46_68_80_90_24_23_43_58_73_61_14_23_30_39_30_42_48_93_6_21_55_95_35_58_72_66_100_88_31_63_20_36_95_76_57_69_16_61_94_25_19_36_70_84_2_72_20_12_10_69_74_19_79_100_35_6_16_55_100_60_5_91_43_61_40_95_41_22_42_55_25_30_21_82_33_26_32_62,3,0.0333,5.6667
genes_57_59_36_32_89_87_83_6_92_41_98_46_0_82_26_46_86_75_6_22_85_45_50_97_87_24_23_43_66_41_61_14_96_24_40_100_42_48_80_14_13_55_52_80_58_70_29_52_87_31_63_20_32_14_10_83_69_23_63_94_30_27_48_70_49_6_72_20_53_7_52_0_90_79_30_40_5_16_55_22_52_10_23_95_61_21_50_38_39_43_55_25_30_79_33_75_26_26_36,5,0.03,5.6
genes_40_97_51_62_11_89_36_43_20_40_94_29_20_73_86_6_81_80_57_87_85_20_69_81_23_23_78_43_61_90_77_83_23_55_39_71_29_68_20_23_26_50_72_51_85_94_26_52_84_63_66_70_28_89_28_81_4_57_53_61_39_15_19_100_84_0_19_46_19_100_15_42_3_71_96_42_85_74_27_13_31_40_70_43_37_100_56_63_64_44_90_34_9_24_18_31_26_72_21,5,0.02,5.4
genes_32_71_29_17_18_28_73_33_94_44_95_67_48_52_95_2_63_73_95_82_9_6_84_38_20_23_96_43_91_39_71_54_78_61_36_100_42_65_3_8_9_85_84_88_29_73_67_4_30_34_62_9_64_93_83_85_77_68_51_89_5_45_53_41_21_18_9_51_10_8_34_2_85_49_47_43_84_90_18_56_5_37_84_93_63_46_55_23_23_88_84_54_31_24_48_15_69_65_25,1,0.0,5.0
genes_60_76_69_26_83_0_78_32_85_44_95_35_48_52_95_0_72_27_37_65_89_6_22_38_81_27_28_71_64_41_90_48_73_62_99_100_42_65_36_8_64_90_84_77_29_93_69_1_90_44_66_12_26_90_10_72_5_65_51_89_50_18_46_64_21_53_1_37_8_62_37_0_0_40_34_95_75_90_30_56_48_57_89_72_70_32_55_23_26_91_85_54_31_24_33_52_78_21_38,2,0.0,5.0
genes_31_86_7_13_37_27_41_31_87_59_57_50_41_73_95_6_98_74_19_81_52_77_22_72_50_18_44_20_66_37_48_48_75_57_35_55_27_72_3_11_18_37_74_72_57_60_81_93_61_54_65_44_92_78_55_83_76_65_72_66_29_48_33_72_75_6_21_38_71_97_36_70_36_80_100_25_27_60_34_56_60_31_94_69_29_73_79_46_7_13_62_49_34_21_30_23_78_46_97,2,0.0,5.0
genes_24_95_41_45_6_85_78_45_0_40_20_40_8_73_86_100_72_24_57_87_85_6_47_55_15_15_28_43_66_39_49_92_77_57_38_100_33_68_69_54_9_50_78_64_64_72_26_25_100_63_32_20_20_38_83_33_77_16_57_66_3_43_28_100_84_9_5_45_12_8_37_42_61_55_96_81_8_72_27_68_28_4_92_93_63_24_58_38_7_40_94_22_30_84_28_31_63_68_38,1,0.0,5.0
genes_5_59_18_30_83_83_64_61_67_62_16_32_7_71_95_10_72_76_48_82_48_25_48_80_87_37_95_46_73_8_48_6_79_58_36_50_15_48_92_52_18_34_18_75_61_65_82_59_62_31_32_70_92_95_32_83_18_94_51_98_37_19_15_68_17_57_15_86_50_93_70_69_60_71_96_88_78_61_28_8_24_53_92_38_56_42_100_42_4_28_85_43_50_24_14_36_44_71_60,2,0.0,5.0
genes_35_75_32_46_6_7_78_43_0_50_94_32_65_78_86_0_92_20_14_31_77_29_51_80_49_19_14_44_73_40_88_24_23_34_100_100_26_65_80_6_84_40_98_35_28_72_66_8_85_31_32_72_89_74_76_83_39_26_61_63_44_26_49_100_54_2_6_45_35_42_45_40_19_22_28_25_6_85_13_41_62_6_43_43_59_89_50_63_37_36_94_41_35_26_77_57_26_32_99,1,0.0,5.0
