Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_92_96_83_56_22_53_93_39_5_36_55_89_4_82_40_0_38_69_94_79_14_38_46_37_11_78_44_48_90_85_80_51_22_60_68_47_39_80_80_24_23_54_39_33_88_72_24_3_32_57_59_33_69_97_39_83_77_93_61_73_21_60_36_69_75_79_8_64_86_47_20_74_40_82_12_39_81_89_59_100_19_81_84_97_68_38_54_92_33_48_52_19_26_16_79_32_52_4_68,1,0.0,5.0
genes_19_86_68_33_0_27_72_38_75_4_100_79_97_61_98_4_92_4_2_94_95_98_26_3_13_21_21_99_75_41_73_42_95_52_21_99_40_26_69_47_86_42_37_24_84_73_28_14_50_28_71_30_21_7_78_85_0_54_48_90_37_89_39_60_72_8_92_89_19_98_4_85_0_92_29_81_4_59_24_31_54_34_25_79_73_28_100_33_85_89_4_53_32_98_49_33_56_65_97,1,0.0,5.0
genes_87_77_33_31_17_7_93_24_53_46_98_75_0_71_42_46_86_74_59_45_78_100_58_84_15_24_24_38_89_41_61_42_27_60_21_99_14_24_14_50_91_44_96_85_73_73_24_100_47_57_63_30_19_1_41_0_80_99_0_66_26_39_67_20_66_14_91_32_60_100_78_79_84_15_49_48_83_66_50_74_59_90_3_38_8_25_25_38_43_27_88_13_39_87_78_25_73_65_31,1,0.0,5.0
genes_44_86_37_1_9_96_59_48_58_33_100_27_65_4_4_85_89_43_96_79_84_0_51_34_20_100_97_49_73_15_63_1_75_60_47_76_41_92_84_65_57_54_0_65_91_28_28_98_40_40_64_19_100_75_76_79_77_52_67_45_75_43_83_74_57_77_75_76_58_100_77_68_85_92_96_10_81_65_73_3_64_95_90_93_72_25_56_73_37_50_84_55_42_98_79_31_35_0_45,1,0.0,5.0
genes_31_54_4_91_85_89_68_41_86_25_99_69_48_75_48_9_5_82_98_88_3_97_38_84_61_98_37_70_82_40_61_47_70_52_54_50_43_57_82_64_59_54_100_89_91_64_66_5_88_40_64_25_11_9_4_85_95_87_47_85_72_43_79_75_62_40_93_4_16_14_37_74_100_92_16_73_81_66_86_55_26_29_84_93_7_38_56_40_22_18_49_58_31_30_82_53_28_66_37,1,0.0,5.0
genes_30_91_0_33_6_27_70_50_65_1_9_29_63_3_100_72_13_74_98_75_37_25_43_37_12_11_44_49_52_40_92_85_75_51_54_51_11_43_82_96_6_30_97_39_91_94_26_5_96_60_28_28_73_4_36_1_74_64_42_99_60_47_85_74_36_62_8_76_23_52_37_53_66_18_16_38_9_72_50_13_14_36_88_93_8_38_100_35_34_87_61_43_11_26_82_27_19_1_39,1,0.0,5.0
genes_59_84_86_31_6_4_71_89_4_3_9_36_65_71_16_14_69_82_80_37_84_100_39_82_83_98_41_44_42_40_57_48_70_89_49_55_82_57_82_23_83_76_95_63_53_94_27_5_84_60_2_25_75_88_66_87_77_12_4_30_75_60_40_74_94_39_80_30_53_11_75_82_47_15_86_36_8_74_50_56_85_4_88_96_7_95_29_37_36_42_50_48_11_85_44_20_21_71_35,2,0.0,5.0
genes_69_62_83_56_22_52_79_40_90_39_100_84_63_75_46_85_67_45_94_89_82_0_46_1_11_57_24_42_71_85_61_51_1_65_63_47_40_43_86_12_15_54_100_33_33_72_24_71_84_33_59_33_38_93_66_85_47_64_83_72_58_30_67_2_66_2_90_12_16_12_82_74_6_82_19_36_86_66_81_8_59_81_5_16_11_23_12_88_66_91_14_80_9_23_82_31_27_4_33,1,0.0,5.0
genes_16_76_84_35_89_85_44_36_19_42_97_73_1_61_2_5_18_4_2_13_95_41_100_93_93_66_84_1_73_36_93_88_22_29_4_95_44_76_40_59_57_42_100_49_89_57_3_3_96_63_63_28_67_4_92_14_80_42_0_36_54_43_39_78_20_17_75_61_39_99_36_90_0_38_47_34_48_100_50_23_18_95_98_97_76_40_100_41_38_89_79_16_41_16_51_33_32_66_71,2,0.0,5.0
genes_85_76_93_37_15_66_88_47_74_33_50_73_64_75_97_5_61_39_4_52_81_41_43_83_11_53_61_100_68_85_74_53_71_62_31_51_9_83_80_97_92_54_100_33_63_73_27_100_96_65_95_37_27_78_41_80_51_100_20_24_42_8_32_77_92_99_81_32_74_20_15_74_85_92_32_32_5_63_47_0_23_8_5_28_7_23_61_37_6_36_87_59_27_25_79_30_16_87_26,2,0.0,5.0
