Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_78_19_55_39_42_21_100_69_87_61_85_60_71_92_51_73_100_57_55_7_40_75_50_94_59_70_83_81_15_38_65_5_41_99_44_44_78_26_74_81_93_14_64_21_47_42_7_41_97_30_64_4_32_7_4_32_41_44_82_84_97_91_38_36_36_16_15_83_22_46_96_94_49_69_54_44_9_91_79_8_24_14_0_34_75_14_49_100_93_85_96_99_62_20_74_38_91_10_66,2,0.0,5.0
genes_38_19_91_33_49_14_100_69_95_61_29_60_16_19_58_72_0_57_59_38_40_74_46_96_16_79_32_81_15_48_61_53_45_88_4_84_78_26_79_59_93_6_30_42_47_29_56_31_99_29_3_4_22_7_40_44_22_44_57_90_60_47_38_47_83_74_29_83_22_96_100_97_19_31_96_7_9_89_59_45_67_16_80_33_59_44_93_42_43_85_96_40_39_29_82_27_91_0_70,2,0.0,5.0
genes_74_99_73_19_87_39_91_18_87_61_11_85_17_27_23_46_96_25_61_20_27_53_47_37_42_31_32_79_39_35_52_5_52_85_87_26_73_75_31_90_93_6_57_26_57_42_7_38_14_76_22_4_20_12_45_53_88_32_58_80_100_91_13_44_80_52_97_33_33_42_88_44_9_35_7_78_46_93_41_11_26_17_54_39_59_41_94_11_77_41_93_92_57_69_11_31_99_0_34,1,0.0,5.0
genes_59_43_55_50_42_5_91_35_77_75_12_92_67_84_91_70_96_82_61_17_26_75_63_37_44_70_40_58_93_29_65_0_44_80_47_39_67_70_67_93_93_3_64_21_47_11_7_58_14_63_2_93_22_9_52_32_16_48_78_96_100_29_23_89_83_43_43_98_22_37_100_42_10_34_54_44_10_93_79_36_62_55_6_15_59_9_97_3_93_78_96_90_80_61_11_29_100_2_37,1,0.0,5.0
genes_78_19_55_39_42_49_100_69_88_61_87_60_16_27_51_17_96_57_51_20_72_74_47_9_15_70_53_65_64_34_25_5_25_93_47_84_78_26_74_95_93_21_52_20_48_11_3_41_54_53_2_95_4_7_42_60_100_44_57_88_97_48_74_35_83_69_99_83_20_95_100_50_19_31_54_44_74_89_57_8_28_16_1_100_59_43_94_100_69_3_96_99_67_20_13_29_39_0_66,2,0.0,5.0
genes_88_19_55_41_42_39_6_67_87_61_85_60_83_23_51_69_100_57_45_20_36_24_50_26_38_20_83_81_15_35_52_13_31_81_44_84_0_26_72_79_93_67_64_42_47_32_3_54_51_42_68_93_0_14_35_6_54_15_55_90_87_91_38_98_83_71_50_98_28_36_92_19_8_35_0_9_46_87_41_8_67_58_11_28_59_6_94_100_22_85_13_99_62_78_9_65_93_0_40,1,0.0,5.0
genes_80_74_55_48_42_5_0_69_87_80_85_85_57_84_91_46_96_88_6_20_23_75_58_37_44_78_71_81_19_36_31_1_94_84_47_30_89_42_72_3_53_6_45_21_15_43_7_58_61_51_18_15_4_14_56_32_19_50_60_88_95_29_48_78_83_62_64_40_20_43_100_44_73_34_57_44_79_90_79_43_62_15_0_15_59_7_68_15_26_95_61_99_67_51_11_29_91_4_66,1,0.0,5.0
genes_96_61_77_46_58_68_57_65_83_30_82_75_69_82_51_46_0_64_59_12_55_50_35_19_35_78_85_37_4_48_30_17_54_93_17_38_72_99_75_90_22_6_57_69_93_69_75_38_99_59_88_32_38_27_64_29_61_43_68_100_19_48_65_79_6_72_15_93_31_37_96_89_22_45_64_50_86_90_34_13_22_17_70_39_93_15_94_25_93_80_66_90_40_29_82_25_94_39_27,1,0.0,5.0
genes_38_100_57_22_87_17_88_30_60_73_87_85_34_27_22_46_92_59_56_28_25_76_58_94_42_100_32_48_17_39_61_5_0_82_91_90_78_70_74_65_92_58_88_30_14_7_5_47_9_76_39_93_20_12_89_79_19_48_58_91_86_39_56_52_87_13_14_42_2_100_100_44_78_61_89_78_46_51_28_26_68_20_54_39_59_99_71_11_32_41_11_99_66_78_12_10_91_0_66,1,0.0,5.0
genes_74_57_6_85_47_31_100_18_87_57_14_0_14_82_23_70_21_38_59_33_40_22_47_35_55_100_2_37_39_39_52_5_28_84_87_100_3_26_31_4_40_6_57_42_33_46_3_38_14_84_22_95_41_6_45_53_88_43_55_80_81_51_65_44_83_10_97_100_85_37_21_97_13_35_52_39_62_43_59_11_31_17_80_100_66_12_94_100_100_43_58_90_57_60_10_19_8_0_51,1,0.0,5.0
genes_96_60_13_85_62_39_98_1_88_69_11_75_13_26_53_30_21_83_50_33_47_56_36_63_55_40_61_79_21_38_27_5_37_92_3_38_74_79_31_9_38_76_30_43_57_28_3_0_14_53_22_41_44_17_34_3_61_83_37_84_73_94_8_76_83_52_70_97_19_34_95_97_22_30_51_55_35_54_11_11_59_58_42_7_63_51_69_28_97_42_0_47_71_100_81_38_28_0_27,1,0.0,5.0
genes_96_67_74_29_85_12_73_65_60_73_96_26_46_89_46_60_96_69_65_8_54_57_15_36_13_79_40_50_42_25_48_9_51_97_13_95_41_99_26_4_38_58_35_36_94_29_16_54_96_79_85_38_29_8_0_43_56_47_91_26_91_30_65_79_82_19_64_32_24_99_18_89_21_63_43_46_80_43_72_100_28_51_49_36_40_12_20_11_100_47_56_63_34_29_16_28_52_68_64,1,0.0,5.0
genes_77_43_77_33_42_11_59_83_86_72_81_83_46_89_22_81_96_64_59_16_36_71_17_32_0_70_74_50_6_32_53_17_37_88_17_94_74_72_41_25_22_6_32_69_87_14_68_0_9_55_98_41_41_0_93_14_49_30_59_40_87_33_65_34_83_16_75_34_24_37_95_88_22_68_64_47_0_82_68_23_0_15_11_50_96_53_92_11_92_4_12_49_64_69_82_18_39_43_79,1,0.0,5.0
genes_59_45_70_50_65_10_6_62_70_87_25_76_73_31_53_29_9_64_81_20_3_79_53_63_25_50_40_58_93_32_26_84_25_80_72_89_3_20_74_80_93_97_98_20_50_42_7_58_41_38_2_4_12_38_27_49_88_61_91_93_87_40_38_94_73_9_43_11_6_37_100_40_9_39_18_39_84_94_73_11_34_20_5_37_62_53_97_42_20_34_44_61_24_100_11_38_100_11_66,1,0.0,5.0
