Genes,GamesPlayed,RelativeUtility,AbsoluteUtility
genes_10_48_77_79_9_96_60_42_95_79_100_77_51_42_83_3_19_0_43_3_34_69_87_84_15_61_57_90_88_50_19_66_58_8_100_93_41_95_73_0_25_19_85_82_35_89_37_100_27_23_43_35_39_65_63_80_5_85_100_70_43_36_40_32_91_8_79_36_3_15_93_41_23_46_88_71_74_95_61_13_33_0_25_86_60_57_28_21_9_96_39_92_41_35_53_79_35_3_51,3,0.0,5.0
genes_61_0_31_78_5_19_73_63_46_28_86_98_65_71_99_0_60_98_85_88_72_30_10_65_17_72_75_79_0_84_61_33_81_100_44_51_76_95_72_9_79_36_76_95_25_81_37_83_96_28_84_21_51_20_66_79_47_47_3_28_43_26_64_18_41_5_20_10_73_10_63_94_29_70_56_56_15_71_54_59_47_25_93_33_44_48_6_74_36_85_43_80_72_30_80_77_29_0_81,2,0.0,5.0
genes_58_41_40_55_100_90_92_41_43_33_57_100_60_44_23_0_44_1_18_88_47_6_59_88_13_15_31_88_43_35_70_98_70_22_59_81_13_97_71_10_12_53_91_82_49_78_9_0_100_55_85_18_41_36_25_75_0_41_21_22_72_38_39_29_59_78_69_58_18_56_19_90_20_66_70_34_82_81_11_10_80_5_82_85_42_25_70_92_44_60_92_100_72_32_53_75_20_13_89,1,0.0,5.0
genes_67_66_85_50_58_99_18_44_33_33_100_35_54_51_100_3_47_59_69_29_87_71_40_88_19_61_51_100_87_38_13_97_49_22_60_23_96_11_45_7_10_55_92_82_23_94_0_26_27_31_80_14_14_65_79_62_92_89_90_23_59_12_81_27_61_33_73_62_54_29_52_25_20_37_67_69_85_67_57_72_71_100_72_15_62_43_56_64_44_76_64_6_47_53_51_82_41_80_52,1,0.0,5.0
genes_57_5_17_14_99_49_66_44_42_74_60_92_61_81_39_0_48_54_72_87_84_65_0_90_16_54_69_96_18_81_86_97_25_22_68_36_95_93_71_10_66_54_92_7_24_70_85_22_98_55_39_19_22_36_47_79_73_47_52_27_38_14_0_21_40_12_84_57_49_19_67_5_86_37_71_93_87_99_55_26_77_5_86_81_29_14_98_13_95_35_86_68_46_32_57_77_40_0_61,1,0.0,5.0
genes_61_60_34_71_48_93_9_30_87_76_100_95_55_9_87_1_8_7_75_9_43_7_37_17_10_28_73_8_31_45_31_26_18_25_100_51_64_75_73_8_8_57_93_86_82_78_37_10_92_82_90_27_43_100_87_1_7_36_100_77_46_43_7_36_77_29_73_98_19_10_15_95_92_48_75_57_82_67_93_28_65_0_89_19_96_55_22_73_26_60_91_86_38_11_3_76_51_6_3,1,0.0,5.0
genes_67_38_40_5_100_99_92_100_92_33_53_100_55_42_100_50_44_8_73_88_52_74_78_84_13_52_100_90_93_19_39_98_58_50_0_64_0_67_45_18_77_23_94_83_75_95_35_9_74_55_37_3_28_88_25_80_0_89_99_23_45_38_4_32_91_78_0_58_23_66_52_93_81_41_93_68_81_0_100_9_57_5_82_86_90_41_70_92_61_92_92_100_72_34_45_56_48_13_86,1,0.0,5.0
genes_67_32_33_60_36_20_62_28_44_82_86_97_54_57_38_8_20_60_63_24_39_52_3_62_14_60_47_37_66_74_74_30_74_60_80_53_88_10_76_26_17_67_5_90_25_15_35_26_98_8_57_27_74_55_91_6_0_39_85_87_45_54_76_33_97_16_63_53_97_10_22_98_30_95_38_70_78_66_12_61_79_2_41_86_56_23_11_64_27_60_16_100_74_24_53_81_35_0_88,1,0.0,5.0
genes_60_89_74_25_86_19_96_34_95_35_54_77_59_24_94_84_60_92_5_98_86_1_91_34_1_56_55_79_62_34_17_26_21_23_44_51_25_95_71_27_25_98_74_92_71_58_97_85_33_27_8_40_51_11_58_71_92_68_3_21_40_49_12_73_91_4_21_66_12_95_93_92_82_41_49_35_53_26_29_61_77_0_68_69_89_57_23_74_41_31_91_3_83_11_47_71_50_1_43,2,0.0,5.0
genes_62_60_33_55_99_10_9_28_72_31_100_67_51_32_30_78_20_85_73_16_89_71_13_84_21_10_96_53_88_28_38_21_97_25_62_81_78_45_48_6_96_16_63_91_57_82_45_100_81_23_93_18_74_16_79_44_8_39_57_28_43_54_45_94_100_12_95_27_19_16_84_90_83_37_55_56_93_29_60_72_36_7_19_15_45_43_33_77_41_95_90_100_74_32_77_80_5_83_51,1,0.0,5.0
genes_69_68_29_79_32_100_92_35_99_75_98_98_58_33_98_1_54_84_94_30_35_74_35_71_10_14_100_41_91_89_57_95_31_90_33_44_51_30_83_4_26_55_87_0_35_20_37_22_96_27_79_54_40_15_75_80_84_47_100_83_37_78_79_98_50_30_0_29_30_27_83_30_26_90_49_75_33_69_62_21_73_53_48_85_71_33_96_13_61_60_43_100_12_18_73_23_40_61_79,3,0.0,5.0
genes_36_0_31_86_96_93_96_54_99_32_91_83_56_42_94_0_96_92_20_90_77_3_88_90_12_50_30_23_86_85_74_21_9_36_99_89_94_93_68_57_80_59_94_68_73_75_36_100_96_10_46_40_39_100_51_49_77_66_0_33_56_38_96_35_18_34_73_71_9_56_93_27_31_97_49_35_79_71_21_59_33_5_86_34_80_57_10_90_38_95_100_90_72_90_48_81_33_4_71,2,0.0,5.0
genes_47_67_31_33_32_96_6_35_99_75_42_97_59_34_39_4_54_8_97_30_24_74_39_3_10_19_100_41_16_94_83_34_31_90_45_44_51_30_83_4_8_53_95_16_35_15_37_22_98_13_64_54_21_36_75_80_69_47_94_17_37_48_83_45_61_33_75_16_0_48_67_30_21_90_51_75_85_69_32_21_73_53_48_41_94_33_96_13_61_100_48_3_15_18_71_72_40_61_76,1,0.0,5.0
