AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
randomagent.py,True,"[""S"", 30]",SelfPlay,0,False,13.672275016614702,NAN,NAN,NAN,"[[7.6560033854924745, 15.865193693874934, 15.597444369066622, 19.11993499532085, 24.933992092224855, 19.169956953654225, 23.470815719248883, 16.475606935575417, 9.058474021725463, 27.679407035066728], [14.030865269325965, 1.8356854829300815, 8.596219668929423, 18.9021858144343, 15.064727050758187, 9.111132369609999, -1.1866983351571347, 2.257784113853117, 20.626869269318544, 16.96089992586493], [12.996300071265397, 0.1028707176764102, 26.373012995438224, 1.705422712285139, 18.72057605256465, 11.899294459982343, 22.31749767591486, 20.478511596115517, 15.18596296552307, 9.898475868214437], [10.690186762717177, 12.743282547744757, 2.1676008304909855, 9.249855623575783, 12.189021227221097, 11.390470341473355, 14.838621512594914, 19.09899946023186, 19.593132729256098, 10.02540468318423]]",[],<generator object run_data_crunching_simulations.<locals>.<genexpr> at 0x0000026E04CA43C0>
