AgentType,RandomAgents,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
randomagent.py,True,"[""J"", 30]",SelfPlay,1,True,NAN,NAN,12.255937543669095,NAN,[],"[[23.263767805051923, 0.7528662721256854, 1.1312267575760133, 1.0959161396907013, 1.5751568617231255, 37.04536588649313, 2.490110514919709, 25.22480112251002, 1.909996017266534, 28.259275868591068], [3.9909302863193905, 4.100608055977139, 26.05278459990071, 7.383853561346098, 3.0494615534135745, 2.320532841790548, 0.0, 3.974003633248059, 23.37729549989665, 39.1648057494734], [12.83403273380385, 0.43763290889150475, 3.904328421542183, 3.4436494150715995, 2.220446049250313e-16, 30.891593651132368, 0.0, 49.80652808285804, 10.44568550413097, 1.1866969352964385], [9.975056342419068, 54.26736381891105, 3.6593867408422915, 5.654513504403572, 4.462994734130171, 24.75217348468633, 9.802473557280083, 8.620012410172357, 2.7619040613069896, 17.168716412571545]]",<generator object run_data_crunching_simulations.<locals>.<genexpr> at 0x0000026E04CA4580>
