genes_31_4_95_99_73_62_61_52_76_46_6_61_0_62_82_80_100_98_79_74_85_7_86_73_45_44_82_59_76_4_12_12_66,4,0.0104,[23.1982],0.0,0.0
genes_48_82_18_74_76_84_71_19_58_92_22_60_0_83_38_80_100_2_54_78_8_9_57_73_47_44_85_59_26_4_0_42_63,4,0.0104,[23.1982],0.0,0.0
genes_68_82_32_51_76_84_73_32_97_0_22_81_0_25_94_60_95_19_87_82_8_44_40_77_52_94_44_42_52_13_95_31_63,4,0.006,[13.4274],0.0,0.0
genes_24_10_95_61_73_20_61_52_76_18_39_19_0_62_82_11_83_98_53_54_95_42_2_34_68_59_51_75_34_52_16_12_66,4,0.0109,[8.4974],0.0,0.0
genes_71_7_95_41_73_18_23_50_97_19_1_19_0_63_94_56_83_98_79_36_36_42_86_74_56_59_44_42_78_66_95_10_48,4,0.0046,[7.9465],0.0,0.0
genes_66_78_74_57_22_18_87_47_68_93_39_20_0_71_5_56_83_33_58_38_39_42_86_90_68_4_55_75_34_19_95_12_70,4,0.0063,[7.784],0.0,0.0
genes_24_10_74_57_25_12_66_38_76_18_10_85_0_95_5_92_53_32_57_93_95_3_64_90_65_79_51_51_67_52_55_37_70,4,0.0032,[7.2534],0.0,0.0
genes_28_7_6_99_73_12_66_52_77_19_39_19_0_95_82_72_5_98_58_9_91_42_86_34_65_84_51_62_34_52_55_12_47,4,0.0035,[5.8944],0.0,0.0
genes_94_47_13_45_78_91_64_28_5_92_5_62_0_83_11_82_92_2_29_74_0_7_19_84_47_9_31_66_88_77_94_40_85,4,0.005,[5.5552],0.0,0.0
genes_45_82_32_74_76_84_64_32_58_0_22_56_0_83_8_80_100_2_87_78_8_7_51_73_47_44_82_59_29_4_94_30_66,4,0.0042,[5.4277],0.0,0.0
