genes_94_52_83_25_30_75_86_42_100_47_77_10_33_56_70_7_92_51_46_40_55_76_17_75_76_33_78_67_51_8_39_85_57_60_26_28_74_79_62_10_80_12_69_9_33_27_62_33_19_53_81_32_90_86_94_88_4_83_85_85_29_87_22_69_13_47_82_15_25_17_96_85_5_0_86_85_40_81_76_33_24_17_72_82_63_72_52_97_48_53_88_14_28_54_30_74_16_100_40,1,0.1833,16.0
genes_90_49_6_5_73_63_43_72_99_44_29_65_35_98_79_0_85_25_40_88_65_84_51_78_51_88_0_15_13_22_34_98_79_86_49_12_54_91_85_47_80_64_14_37_56_19_92_0_6_65_35_38_53_77_94_90_16_96_53_42_9_58_91_14_14_72_81_80_58_14_41_61_8_37_95_69_45_45_24_41_24_49_3_16_53_50_51_44_38_75_10_86_52_4_89_24_9_48_86,1,0.1667,15.0
genes_23_1_25_26_0_73_43_90_25_92_29_9_42_30_72_64_85_90_43_34_65_85_51_20_0_86_18_15_18_22_20_79_79_99_49_23_54_91_96_26_69_59_18_37_52_12_90_0_32_55_40_38_55_94_92_86_6_9_35_33_9_100_86_14_24_72_81_80_58_14_34_84_66_21_95_29_32_56_100_26_24_49_3_96_53_73_50_56_38_51_22_86_93_55_9_23_22_60_82,1,0.125,15.0
genes_25_52_25_29_79_74_85_84_98_12_77_11_66_56_72_7_64_49_47_35_74_92_80_49_46_83_88_67_51_86_12_85_33_74_26_49_74_79_82_10_57_61_8_25_15_28_85_100_33_43_81_42_90_81_80_70_84_94_57_30_88_87_91_98_18_47_23_80_25_71_6_86_50_7_56_85_42_50_76_33_57_15_3_100_53_72_100_71_95_36_49_14_52_4_31_74_16_56_50,1,0.15,14.0
genes_35_58_86_19_0_74_74_44_96_0_6_13_33_47_4_48_68_91_2_39_73_97_84_67_0_94_2_68_56_54_72_61_0_19_26_71_73_89_9_22_86_67_5_6_50_27_92_14_63_15_84_68_46_86_71_71_6_9_40_25_31_97_83_53_9_53_11_6_25_60_68_84_95_60_52_24_53_78_16_26_70_10_66_94_47_60_52_48_38_44_17_56_18_12_85_72_69_57_37,1,0.15,14.0
genes_24_52_86_51_70_43_64_84_87_0_81_18_34_26_88_2_83_70_47_38_46_85_84_61_15_90_2_73_52_52_12_85_30_65_51_43_69_79_81_23_23_32_19_9_14_27_81_11_1_12_30_21_92_79_98_32_54_18_33_86_82_87_21_60_10_91_25_17_62_86_41_72_5_40_57_86_90_50_100_26_75_14_59_7_48_44_49_63_34_11_50_88_25_46_30_26_27_98_45,2,0.1417,13.5
genes_18_51_31_18_19_78_68_39_81_0_41_39_66_98_70_64_91_5_43_34_80_16_84_57_46_76_89_69_78_63_61_82_42_4_52_48_71_89_42_16_23_56_0_99_70_29_65_4_84_52_43_43_41_62_100_29_2_20_77_53_8_65_95_54_14_86_30_72_28_92_27_54_3_63_87_0_40_11_6_63_29_41_81_100_46_63_51_47_78_51_27_97_23_16_3_76_91_48_82,2,0.1125,13.0
genes_60_50_77_21_94_80_77_87_17_52_7_57_38_23_4_71_76_90_36_34_73_81_17_77_0_18_89_4_56_59_14_70_48_68_100_29_99_91_96_67_85_97_14_41_69_17_77_69_63_56_40_20_44_31_96_86_5_40_35_30_74_96_91_25_69_46_12_28_81_98_85_70_100_10_94_59_50_56_100_42_19_10_37_88_48_60_58_48_77_64_49_56_26_11_42_12_70_60_50,1,0.1,13.0
genes_19_60_83_25_80_75_34_42_72_49_37_13_33_65_31_92_93_55_47_17_28_91_15_75_13_60_71_68_10_53_12_15_80_16_61_22_13_92_60_23_65_67_0_23_46_21_84_9_32_100_78_77_58_86_99_35_56_91_29_54_58_97_94_14_4_49_89_6_61_20_64_79_100_92_52_93_47_49_63_33_61_17_32_10_100_85_50_9_78_74_39_91_45_4_85_26_11_60_42,1,0.1333,13.0
genes_17_65_83_39_73_64_0_40_69_44_1_10_34_55_24_94_85_49_62_93_28_92_84_74_38_88_2_57_55_100_80_94_94_60_48_41_71_92_62_25_60_61_4_70_47_26_62_3_90_8_21_83_54_52_92_88_91_99_29_88_9_69_94_54_17_47_23_80_70_71_100_78_30_63_90_80_53_11_100_39_23_14_72_95_99_62_4_48_48_51_26_49_25_4_29_81_11_100_48,2,0.125,12.5
